id,name,price,brand,category,chipset,storage,screen_size,screen_tech,operating_system,connectivity,battery,rating,reviews_count,url,created_at,updated_at
316015,Apple Watch SE 2 GPS 44mm viền nhôm dây vải,6490000,Apple,Smartwatch,Apple S8,32 GB,Hãng không công bố,OLED,watchOS phiên bản mới nhất,Bluetooth v5.3,Hãng không công bố,5.0,223,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-se-2-44mm-vien-nhom-day-vai,09/2024,2025-09-02 15:17:23
338266,Samsung Galaxy Watch8 Classic 46mm dây da,11990000,Samsung,Smartwatch,Exynos W1000,64 GB,1.34 inch,Super AMOLED,Wear OS được tùy biến bởi Samsung,Bluetooth v5.3,445 mAh,5.0,204,https://www.thegioididong.com/dong-ho-thong-minh/samsung-galaxy-watch8-classic,07/2025,2025-09-02 15:17:24
328369,Vòng đeo tay thông minh Mi Band 9,820000,Xiaomi,Smartband,Hãng không công bố,Hãng không công bố,1.62 inch,AMOLED,Hãng không công bố,Bluetooth v5.4,233 mAh,4.9,23391,https://www.thegioididong.com/dong-ho-thong-minh/xiaomi-band-9,08/2024,2025-09-02 15:17:24
324733,Vòng đeo tay thông minh Huawei Band 9,450000,Huawei,Smartband,Hãng không công bố,Hãng không công bố,1.47 inch,AMOLED,Harmony OS,Bluetooth v5.0,189 mAh,4.9,6786,https://www.thegioididong.com/dong-ho-thong-minh/huawei-band-9,04/2024,2025-09-02 15:17:24
334984,Garmin Instinct 3 Solar 50mm dây silicone,12070000,Garmin,Smartwatch,Hãng không công bố,128 MB,1.1 inch,MIP,Hãng không công bố,Bluetooth,Hãng không công bố,5.0,21,https://www.thegioididong.com/dong-ho-thong-minh/garmin-instinct-3-solar-50mm,02/2025,2025-09-02 15:17:24
331078,Huawei Watch D2 48mm dây cao su,7840000,Huawei,Smartwatch,Hãng không công bố,Hãng không công bố,1.82 inch,AMOLED,Harmony OS,Bluetooth v5.2,Hãng không công bố,4.9,1213,https://www.thegioididong.com/dong-ho-thong-minh/huawei-watch-d2-day-cao-su,10/2024,2025-09-02 15:17:24
340844,Amazfit Active 2 Square Sapphire 43.3mm dây da,3490000,Amazfit,Smartwatch,RTL 8763EFL,512 MB,1.75 inch,AMOLED,Zepp OS,Bluetooth v5.2,260 mAh,5.0,25,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-active-2-square-sapphire,07/2025,2025-09-02 15:17:25
339434,Đồng hồ định vị trẻ em Masstel Smart Hero Star,1090000,Masstel,Smartwatch,ASR3603S,24 MB,1.4 inch,IPS,RTOS,,680 mAh,4.9,1836,https://www.thegioididong.com/dong-ho-thong-minh/masstel-smart-hero-star,2025,2025-09-02 15:17:25
329706,Apple Watch Series 10 GPS + Cellular 46mm viền nhôm dây vải,13690000,Apple,Smartwatch,Apple S10 SiP,64 GB,Hãng không công bố,OLED,watchOS phiên bản mới nhất,Bluetooth v5.3,Hãng không công bố,5.0,208,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-series-10-lte-46mm-day-vai,09/2024,2025-09-02 15:17:27
331144,Huawei Watch D2 48mm dây da,7840000,Huawei,Smartwatch,Hãng không công bố,Hãng không công bố,1.82 inch,AMOLED,Harmony OS,Bluetooth v5.2,Hãng không công bố,5.0,293,https://www.thegioididong.com/dong-ho-thong-minh/huawei-watch-d2-day-da,10/2024,2025-09-02 15:17:28
