sku,name,price,brand,category,rating,reviews_count,url,release_date,updated_at,cpu,cpu_speed,gpu,ram,storage,rearcam_specs,frontcam_specs,screen_type,screen_size,screen_panel,screen_res,screen_rate,screen_nits,os,water_resistant,battery,charger,weight,material,connectivity,network,ports
340221,Điện thoại HONOR X6c 6GB/256GB,4690000,HONOR,Smartphone,5.0,2914,https://www.thegioididong.com/dtdd/honor-x6c-6gb-256gb,07/2025,2025-09-17 01:11:29,MediaTek Helio G81-Ultra 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.7 GHz,Mali-G52 MC2,6 GB,256 GB,Chính 50 MP & Phụ cảm biến chiều sâu,5 MP,Kính cường lực,"6.61""",TFT LCD,HD+ (720 x 1604 Pixels),120 Hz,1010 nits,Android 15,IP64,5300 mAh,35 W,199 g,Khung kim loại & Mặt lưng kim loại,"OTG, NFC, Hồng ngoại, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band (2.4 GHz/5 GHz), v5.1",Hỗ trợ 4G,"Type-C, 3.5 mm"
335229,Điện thoại vivo Y04 6GB/128GB,3920000,vivo,Smartphone,5.0,2601,https://www.thegioididong.com/dtdd/vivo-y04-6gb-128gb,04/2025,2025-09-17 01:11:30,Unisoc T7225 8 nhân,1.8 GHz,Mali-G52,6 GB,128 GB,Chính 13 MP & Phụ 0.08 MP,5 MP,Kính cường lực,"6.74""",IPS LCD,HD+ (720 x 1600 Pixels),90 Hz,570 nits,Android 14,IP64,5500 mAh,15 W,199 g,Khung & Mặt lưng nhựa,"OTG, v5.2, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 4G,"Type-C, 3.5 mm"
341800,Điện thoại Samsung Galaxy A17 8GB/256GB,5890000,Samsung,Smartphone,,,https://www.thegioididong.com/dtdd/samsung-galaxy-a17-8gb-256gb,09/2025,2025-09-17 01:11:32,,,,,,,,,,,,,,,,,,,,,,
341378,Điện thoại OPPO A5 8GB/128GB,6290000,OPPO,Smartphone,5.0,4004,https://www.thegioididong.com/dtdd/oppo-a5-8gb-128gb,08/2025,2025-09-17 01:11:32,Snapdragon 6s Gen 1 8 nhân,2.1 GHz,Adreno 610,8 GB,128 GB,Chính 50 MP & Phụ 2 MP,5 MP,Kính cường lực AGC DT-Star D+ hoặc Corning Gorilla Glass 7i (tuỳ lô hàng),"6.67""",IPS LCD,HD+ (720 x 1604 Pixels),90 Hz,1000 nits,Android 15,IP65,6000 mAh,45 W,193 g,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,"OTG, NFC, v5.0, Wi-Fi hotspot, Wi-Fi 802.11 a/b/g/n, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 4G,"Type-C, 3.5 mm"
340259,Điện thoại OPPO A5i 4GB/64GB,3290000,OPPO,Smartphone,4.9,1567,https://www.thegioididong.com/dtdd/oppo-a5i-4gb-64gb,07/2025,2025-09-17 01:11:33,Snapdragon 6s Gen 1 8 nhân,2.1 GHz,Adreno 610,4 GB,64 GB,8 MP,5 MP,Kính cường lực Panda,"6.67""",IPS LCD,HD+ (720 x 1604 Pixels),90 Hz,1000 nits,Android 14,IP54,5100 mAh,45 W,186 g,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,"Wi-Fi 802.11 a/b/g/n, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), v5.0, OTG",Hỗ trợ 4G,"Type-C, 3.5 mm"
339244,Điện thoại HONOR 400 5G 12GB/512GB,14230000,HONOR,Smartphone,5.0,226,https://www.thegioididong.com/dtdd/honor-400-512gb,06/2025,2025-09-17 01:11:33,Snapdragon 7 Gen 3 8 nhân,"1 nhân 2.63 GHz, 3 nhân 2.4 GHz & 4 nhân 1.8 GHz",Adreno 720,12 GB,512 GB,Chính 200 MP & Phụ 12 MP,50 MP,Kính cường lực AGC DT-Star2 Plus,"6.55""",AMOLED,1.5K (1264 x 2736 Pixels),120 Hz,5000 nits,Android 15,IP66,6000 mAh,80 W,184 g,Khung kim loại & Mặt lưng kính,"Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 6, Dual-band (2.4 GHz/5 GHz), OTG, NFC, Hồng ngoại, v5.4",Hỗ trợ 5G,Type-C
327190,Điện thoại OPPO Reno12 F 5G 12GB/256GB,9810000,OPPO,Smartphone,4.9,70866,https://www.thegioididong.com/dtdd/oppo-reno12-f-5g-12gb-256gb,07/2024,2025-09-17 01:11:33,MediaTek Dimensity 6300 5G 8 nhân,2 nhân 2.4 GHz & 6 nhân 2 GHz,Mali-G57 MC2,12 GB,256 GB,"Chính 50 MP & Phụ 8 MP, 2 MP",32 MP,Kính cường lực AGC DT-Star2,"6.67""",AMOLED,Full HD+ (1080 x 2400 Pixels),120 Hz,1200 nits,Android 14,IP64,5000 mAh,45 W,187 g,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,"OTG, NFC, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), v5.3",Hỗ trợ 5G,Type-C
331205,Điện thoại Samsung Galaxy A16 5G 8GB/128GB,5380000,Samsung,Smartphone,4.9,5300,https://www.thegioididong.com/dtdd/samsung-galaxy-a16-5g-8gb-128gb,11/2024,2025-09-17 01:11:33,MediaTek Dimensity 6300 5G 8 nhân,2.4 GHz,Mali-G57,8 GB,128 GB,"Chính 50 MP & Phụ 5 MP, 2 MP",13 MP,Kính cường lực,"6.7""",Super AMOLED,Full HD+ (1080 x 2340 Pixels),90 Hz,800 nits,Android 14,IP54,5000 mAh,25 W,192 g,Khung & Mặt lưng nhựa,"Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band (2.4 GHz/5 GHz), v5.3, NFC",Hỗ trợ 5G,Type-C
305658,Điện thoại iPhone 15 Pro Max 256GB,29390000,iPhone (Apple),Smartphone,4.9,243718,https://www.thegioididong.com/dtdd/iphone-15-pro-max,09/2023,2025-09-17 01:11:33,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 6 nhân,8 GB,256 GB,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Kính cường lực Ceramic Shield,"6.7""",OLED,Super Retina XDR (1290 x 2796 Pixels),120 Hz,2000 nits,iOS 17,IP68,4422 mAh,20 W,221 g,Khung Titan & Mặt lưng kính cường lực,"v5.3, Wi-Fi MIMO, Wi-Fi 802.11 a/b/g/n/ac/ax, 6 GHz, NFC",Hỗ trợ 5G,Type-C
329149,Điện thoại iPhone 16 Pro Max 256GB,30090000,iPhone (Apple),Smartphone,4.9,261608,https://www.thegioididong.com/dtdd/iphone-16-pro-max,09/2024,2025-09-17 01:11:33,Apple A18 Pro 6 nhân,Hãng không công bố,Apple GPU 6 nhân,8 GB,256 GB,"Chính 48 MP & Phụ 48 MP, 12 MP",12 MP,Kính cường lực Ceramic Shield,"6.9""",OLED,Super Retina XDR (1320 x 2868 Pixels),120 Hz,2000 nits,iOS 18,IP68,33 giờ,20 W,227 g,Khung Titan & Mặt lưng kính cường lực,"NFC, v5.3, Wi-Fi MIMO, Wi-Fi 7",Hỗ trợ 5G,Type-C
333574,Điện thoại OPPO Reno13 F 5G 12GB/512GB,9780000,OPPO,Smartphone,4.9,32210,https://www.thegioididong.com/dtdd/oppo-reno13-f-5g-12gb-512gb,01/2025,2025-09-17 01:11:34,Snapdragon 6 Gen 1 5G 8 nhân,4 nhân 2.2 GHz & 4 nhân 1.8 GHz,Adreno 710,12 GB,512 GB,"Chính 50 MP & Phụ 8 MP, 2 MP",32 MP,Kính cường lực AGC DT-Star2,"6.67""",AMOLED,Full HD+ (1080 x 2400 Pixels),120 Hz,1200 nits,Android 15,"IP66, IP68, IP69",5800 mAh,45 W,192 g,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,"OTG, NFC, Wi-Fi hotspot, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), v5.1",Hỗ trợ 5G,Type-C
341378,Điện thoại OPPO A5 8GB/128GB,6290000,OPPO,Smartphone,5.0,4004,https://www.thegioididong.com/dtdd/oppo-a5-8gb-128gb,08/2025,2025-09-17 01:11:34,Snapdragon 6s Gen 1 8 nhân,2.1 GHz,Adreno 610,8 GB,128 GB,Chính 50 MP & Phụ 2 MP,5 MP,Kính cường lực AGC DT-Star D+ hoặc Corning Gorilla Glass 7i (tuỳ lô hàng),"6.67""",IPS LCD,HD+ (720 x 1604 Pixels),90 Hz,1000 nits,Android 15,IP65,6000 mAh,45 W,193 g,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,"OTG, NFC, v5.0, Wi-Fi hotspot, Wi-Fi 802.11 a/b/g/n, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 4G,"Type-C, 3.5 mm"
336623,Điện thoại realme 14 5G 12GB/256GB,10300000,realme,Smartphone,4.9,3696,https://www.thegioididong.com/dtdd/realme-14-5g,05/2025,2025-09-17 01:11:34,Snapdragon 6 Gen 4 5G 8 nhân,2.3 GHz,Hãng không công bố,12 GB,256 GB,Chính 50 MP & Phụ 2 MP,16 MP,Kính cường lực,"6.67""",AMOLED,Full HD+ (1080 x 2400 Pixels),120 Hz,2000 nits,Android 15,"IP66, IP68, IP69",6000 mAh,45 W,196 g,Khung & Mặt lưng nhựa,"OTG, NFC, v5.2, Wi-Fi hotspot, Wi-Fi 6, Wi-Fi 5, Wi-Fi 4, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 5G,Type-C
331200,Điện thoại vivo Y19s 6GB/128GB,4220000,vivo,Smartphone,4.9,47307,https://www.thegioididong.com/dtdd/vivo-y19s-6gb-128gb,11/2024,2025-09-17 01:11:34,Unisoc Tiger T612,1.8 GHz,Mali-G57,6 GB,128 GB,Chính 50 MP & Phụ 0.08 MP,5 MP,Kính cường lực,"6.68 """,IPS LCD,HD+ (720 x 1608 Pixels),90 Hz,1000 nits,Android 14,IP64,5500 mAh,15 W,198 g,Khung & Mặt lưng nhựa,"OTG, v5.2, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 4G,"Type-C, 3.5 mm"
337742,Điện thoại realme C71 6GB/128GB,4410000,realme,Smartphone,4.9,19795,https://www.thegioididong.com/dtdd/realme-c71-6gb,06/2025,2025-09-17 01:11:34,Unisoc T7250 8 nhân,1.8 GHz,Mali-G57 MP1,6 GB,128 GB,Chính 50 MP & Cảm biến Flicker,5 MP,Kính cường lực Panda,"6.67""",TFT LCD,HD+ (720 x 1604 Pixels),120 Hz,725 nits,Android 15,IP64,6300 mAh,45 W,196 g,Khung nhôm & Mặt lưng nhựa,"OTG, NFC, Wi-Fi hotspot, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), v5.2",Hỗ trợ 4G,"Type-C, 3.5 mm"
334933,Điện thoại Samsung Galaxy A06 5G 4GB/128GB,3920000,Samsung,Smartphone,5.0,2318,https://www.thegioididong.com/dtdd/samsung-galaxy-a06-5g,03/2025,2025-09-17 01:11:34,MediaTek Dimensity 6300 5G 8 nhân,2 nhân 2.4 GHz & 6 nhân 2 GHz,Mali-G57,4 GB,128 GB,Chính 50 MP & Phụ 2 MP,8 MP,Kính cường lực,"6.7""",PLS LCD,HD+ (720 x 1600 Pixels),90 Hz,480 nits,Android 15,IP54,5000 mAh,25 W,191 g,Khung & Mặt lưng nhựa,"v5.3, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 5G,"Type-C, 3.5 mm"
328750,Điện thoại Samsung Galaxy A06 6GB/128GB,3530000,Samsung,Smartphone,4.9,197207,https://www.thegioididong.com/dtdd/samsung-galaxy-a06-6gb-128gb,08/2024,2025-09-17 01:11:34,MediaTek Helio G85,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52,6 GB,128 GB,Chính 50 MP & Phụ 2 MP,8 MP,Kính cường lực,"6.7""",PLS LCD,HD+ (720 x 1600 Pixels),60 Hz,576 nits,Android 14,,5000 mAh,25 W,189 g,Khung & Mặt lưng nhựa,"Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band (2.4 GHz/5 GHz), v5.3",Hỗ trợ 4G,"Type-C, 3.5 mm"
327190,Điện thoại OPPO Reno12 F 5G 12GB/256GB,9810000,OPPO,Smartphone,4.9,70866,https://www.thegioididong.com/dtdd/oppo-reno12-f-5g-12gb-256gb,07/2024,2025-09-17 01:11:34,MediaTek Dimensity 6300 5G 8 nhân,2 nhân 2.4 GHz & 6 nhân 2 GHz,Mali-G57 MC2,12 GB,256 GB,"Chính 50 MP & Phụ 8 MP, 2 MP",32 MP,Kính cường lực AGC DT-Star2,"6.67""",AMOLED,Full HD+ (1080 x 2400 Pixels),120 Hz,1200 nits,Android 14,IP64,5000 mAh,45 W,187 g,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,"OTG, NFC, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), v5.3",Hỗ trợ 5G,Type-C
329143,Điện thoại iPhone 16 Pro 128GB,24990000,iPhone (Apple),Smartphone,4.9,28306,https://www.thegioididong.com/dtdd/iphone-16-pro,09/2024,2025-09-17 01:11:35,Apple A18 Pro 6 nhân,Hãng không công bố,Apple GPU 6 nhân,8 GB,128 GB,"Chính 48 MP & Phụ 48 MP, 12 MP",12 MP,Kính cường lực Ceramic Shield,"6.3""",OLED,Super Retina XDR (1206 x 2622 Pixels),120 Hz,2000 nits,iOS 18,IP68,27 giờ,20 W,199 g,Khung Titan & Mặt lưng kính cường lực,"NFC, v5.3, Wi-Fi MIMO, Wi-Fi 7",Hỗ trợ 5G,Type-C
335176,Điện thoại Samsung Galaxy A56 5G 8GB/256GB,10290000,Samsung,Smartphone,4.9,53819,https://www.thegioididong.com/dtdd/samsung-galaxy-a56-8gb-256gb,03/2025,2025-09-17 01:11:35,Exynos 1580 8 nhân,2.9 GHz,AMD Ariel 2WGP-1RB 1.3 GHz,8 GB,256 GB,"Chính 50 MP & Phụ 12 MP, 5 MP",12 MP,Kính cường lực Corning Gorilla Glass Victus+,"6.7""",Super AMOLED,Full HD+ (1080 x 2340 Pixels),120 Hz,1200 nits,Android 15,IP67,5000 mAh,45 W,198 g,Khung kim loại & Mặt lưng kính,"NFC, v5.3, Wi-Fi MIMO, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 6, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 5G,Type-C
335755,Điện thoại Xiaomi Redmi 13x 6GB/128GB,4220000,Xiaomi,Smartphone,4.9,55981,https://www.thegioididong.com/dtdd/xiaomi-redmi-13x-6gb-128gb,03/2025,2025-09-17 01:11:35,MediaTek Helio G91 Ultra 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,6 GB,128 GB,Chính 108 MP & Phụ 2 MP,13 MP,Kính cường lực Corning Gorilla Glass 3,"6.79""",IPS LCD,Full HD+ (1080 x 2460 Pixels),90 Hz,550 nits,Xiaomi HyperOS (Android 14),IP53,5030 mAh,33 W,198 g,Khung & Mặt lưng nhựa,"Hồng ngoại, v5.4, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 4G,"Type-C, 3.5 mm"
329149,Điện thoại iPhone 16 Pro Max 256GB,30090000,iPhone (Apple),Smartphone,4.9,261608,https://www.thegioididong.com/dtdd/iphone-16-pro-max,09/2024,2025-09-17 01:11:35,Apple A18 Pro 6 nhân,Hãng không công bố,Apple GPU 6 nhân,8 GB,256 GB,"Chính 48 MP & Phụ 48 MP, 12 MP",12 MP,Kính cường lực Ceramic Shield,"6.9""",OLED,Super Retina XDR (1320 x 2868 Pixels),120 Hz,2000 nits,iOS 18,IP68,33 giờ,20 W,227 g,Khung Titan & Mặt lưng kính cường lực,"NFC, v5.3, Wi-Fi MIMO, Wi-Fi 7",Hỗ trợ 5G,Type-C
328751,Điện thoại Samsung Galaxy A06 4GB/128GB,3430000,Samsung,Smartphone,4.9,9186,https://www.thegioididong.com/dtdd/samsung-galaxy-a06-4gb-128gb,08/2024,2025-09-17 01:11:35,MediaTek Helio G85,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52,4 GB,128 GB,Chính 50 MP & Phụ 2 MP,8 MP,Kính cường lực,"6.7""",PLS LCD,HD+ (720 x 1600 Pixels),60 Hz,576 nits,Android 14,,5000 mAh,25 W,189 g,Khung & Mặt lưng nhựa,"Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band (2.4 GHz/5 GHz), v5.3",Hỗ trợ 4G,"Type-C, 3.5 mm"
334970,Điện thoại Tecno Spark 30C 6GB/128GB,3240000,Tecno,Smartphone,4.9,1382,https://www.thegioididong.com/dtdd/tecno-spark-30c,03/2025,2025-09-17 01:11:36,MediaTek Helio G81 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,6 GB,128 GB,48 MP,8 MP,Kính cường lực,"6.67""",IPS LCD,HD+ (720 x 1600 Pixels),120 Hz,480 nits,Android 14,IP54,5000 mAh,18 W,180 g,Khung nhôm & Mặt lưng nhựa,"v5.0, OTG, NFC, Hồng ngoại, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 4G,"Type-C, 3.5 mm"
327254,Điện thoại vivo Y18 4GB/128GB,3920000,vivo,Smartphone,4.9,13189,https://www.thegioididong.com/dtdd/vivo-y18-4gb-128gb,05/2024,2025-09-17 01:11:36,MediaTek Helio G85,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52,4 GB,128 GB,Chính 50 MP & Phụ 0.08 MP,8 MP,Kính cường lực CSG,"6.56""",IPS LCD,HD+ (720 x 1612 Pixels),90 Hz,840 nits,Android 14,IP54,5000 mAh,15 W,185 g,Khung & Mặt lưng nhựa,"OTG, v5.0, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 4G,"Type-C, 3.5 mm"
335174,Điện thoại Samsung Galaxy A36 5G 8GB/256GB,8630000,Samsung,Smartphone,4.9,30635,https://www.thegioididong.com/dtdd/samsung-galaxy-a36-8gb-256gb,03/2025,2025-09-17 01:11:36,Snapdragon 6 Gen 3 8 nhân,2.4 GHz,Adreno 710,8 GB,256 GB,"Chính 50 MP & Phụ 8 MP, 5 MP",12 MP,Kính cường lực Corning Gorilla Glass Victus+,"6.7""",Super AMOLED,Full HD+ (1080 x 2340 Pixels),120 Hz,1200 nits,Android 15,IP67,5000 mAh,45 W,195 g,Khung nhựa & Mặt lưng kính,"NFC, v5.4, Wi-Fi MIMO, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 6, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 5G,Type-C
281570,Điện thoại iPhone 15 128GB,15290000,iPhone (Apple),Smartphone,4.9,98696,https://www.thegioididong.com/dtdd/iphone-15,09/2023,2025-09-17 01:11:37,Apple A16 Bionic,3.46 GHz,Apple GPU 5 nhân,6 GB,128 GB,Chính 48 MP & Phụ 12 MP,12 MP,Kính cường lực Ceramic Shield,"6.1""",OLED,Super Retina XDR (1179 x 2556 Pixels),60 Hz,2000 nits,iOS 17,IP68,3349 mAh,20 W,171 g,Khung nhôm & Mặt lưng kính cường lực,"v5.3, Wi-Fi MIMO, Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi 6, NFC",Hỗ trợ 5G,Type-C
333575,Điện thoại OPPO Reno13 5G 12GB/512GB,14690000,OPPO,Smartphone,4.9,7823,https://www.thegioididong.com/dtdd/oppo-reno13-5g-12gb-512gb,01/2025,2025-09-17 01:11:37,MediaTek Dimensity 8350 5G 8 nhân,"1 nhân 3.35 GHz, 3 nhân 3.2 GHz & 4 nhân 2.2 GHz",Mali-G615,12 GB,512 GB,"Chính 50 MP & Phụ 8 MP, 2 MP",50 MP,Kính cường lực Corning Gorilla Glass 7i,"6.59""",AMOLED,1.5K (1256 x 2760 Pixles),120 Hz,1200 nits,Android 15,"IP66, IP68, IP69",5600 mAh,80 W,181 g,Khung kim loại & Mặt lưng kính,"Wi-Fi hotspot, Wi-Fi 6, Dual-band (2.4 GHz/5 GHz), OTG, NFC, Hồng ngoại, v5.4",Hỗ trợ 5G,Type-C
325136,Điện thoại vivo V30e 5G 12GB/256GB,10300000,vivo,Smartphone,4.9,4532,https://www.thegioididong.com/dtdd/vivo-v30e-12gb,05/2024,2025-09-17 01:11:37,Snapdragon 6 Gen 1 8 nhân,4 nhân 2.2 GHz & 4 nhân 1.8 GHz,Adreno 710,12 GB,256 GB,Chính 50 MP & Phụ 8 MP,32 MP,Kính cường lực Schott Xensation UP,"6.78""",AMOLED,Full HD+ (1080 x 2400 Pixels),120 Hz,1300 nits,Android 14,IP64,5500 mAh,44 W,188 g,Khung nhựa & Mặt lưng kính (Màu nâu) - nhựa (Màu trắng),"OTG, NFC, Wi-Fi hotspot, Wi-Fi Direct, Dual-band (2.4 GHz/5 GHz), v5.1",Hỗ trợ 5G,Type-C
338741,Điện thoại Samsung Galaxy Z Flip7 FE 5G 8GB/128GB,18490000,Samsung,Smartphone,5.0,673,https://www.thegioididong.com/dtdd/samsung-galaxy-z-flip7-fe,07/2025,2025-09-17 01:11:37,Exynos 2400 10 nhân,3.2 GHz,Xclipse 940,8 GB,128 GB,Chính 50 MP & Phụ 12 MP,10 MP,Kính cường lực Corning Gorilla Glass Victus 2,"Chính 6.7"" & Phụ 3.4""","Chính Dynamic AMOLED 2X, Phụ Super AMOLED",Chính FHD+ (1080 x 2640 Pixels) x Phụ HD+ (720 x 748 Pixels),120 Hz60 Hz,Chính 2600 nits & Phụ 1600 nits,Android 16,IP48,4000 mAh,25 W,187 g,Khung nhôm & Mặt lưng kính cường lực,"OTG, NFC, Wi-Fi MIMO, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 7, Dual-band (2.4 GHz/5 GHz), 6 GHz, v5.4",Hỗ trợ 5G,Type-C
335177,Điện thoại Samsung Galaxy A56 5G 8GB/128GB,9810000,Samsung,Smartphone,4.9,1867,https://www.thegioididong.com/dtdd/samsung-galaxy-a56-8gb-128gb,03/2025,2025-09-17 01:11:37,Exynos 1580 8 nhân,2.9 GHz,AMD Ariel 2WGP-1RB 1.3 GHz,8 GB,128 GB,"Chính 50 MP & Phụ 12 MP, 5 MP",12 MP,Kính cường lực Corning Gorilla Glass Victus+,"6.7""",Super AMOLED,Full HD+ (1080 x 2340 Pixels),120 Hz,1200 nits,Android 15,IP67,5000 mAh,45 W,198 g,Khung kim loại & Mặt lưng kính,"NFC, v5.3, Wi-Fi MIMO, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 6, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 5G,Type-C
329007,Điện thoại Xiaomi Redmi 14C 4GB/128GB,3050000,Xiaomi,Smartphone,4.9,26994,https://www.thegioididong.com/dtdd/xiaomi-redmi-14c-4gb-128gb,08/2024,2025-09-17 01:11:37,MediaTek Helio G81-Ultra 8 nhân,2 GHz,Mali-G52 MC2,4 GB,128 GB,Chính 50 MP & Phụ QVGA,13 MP,Kính cường lực Corning Gorilla Glass 3,"6.88 """,IPS LCD,HD+ (720 x 1640 Pixels),120 Hz,600 nits,Android 14,,5160 mAh,18 W,207 g,Khung & Mặt lưng nhựa,"Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band (2.4 GHz/5 GHz), v5.4",Hỗ trợ 4G,"Type-C, 3.5 mm"
305659,Điện thoại iPhone 15 Pro Max 512GB,0,iPhone (Apple),Smartphone,4.9,21077,https://www.thegioididong.com/dtdd/iphone-15-pro-max-512gb,09/2023,2025-09-17 01:11:37,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 6 nhân,8 GB,512 GB,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Kính cường lực Ceramic Shield,"6.7""",OLED,Super Retina XDR (1290 x 2796 Pixels),120 Hz,2000 nits,iOS 17,IP68,4422 mAh,20 W,221 g,Khung Titan & Mặt lưng kính cường lực,"v5.3, Wi-Fi MIMO, Wi-Fi 802.11 a/b/g/n/ac/ax, 6 GHz, NFC",Hỗ trợ 5G,Type-C
336703,Điện thoại vivo V50 Lite 5G 12GB/256GB,10800000,vivo,Smartphone,5.0,2070,https://www.thegioididong.com/dtdd/vivo-v50-lite-5g-12gb-256gb,05/2025,2025-09-17 01:11:37,MediaTek Dimensity 6300 5G 8 nhân,2 nhân 2.4 GHz & 6 nhân 2 GHz,Mali-G57,12 GB,256 GB,Chính 50 MP & Phụ 8 MP,32 MP,Kính cường lực Shield,"6.77""",AMOLED,Full HD+ (1080 x 2392 Pixels),120 Hz,1800 nits,Android 15,IP65,6500 mAh,90 W,197 g,Khung & Mặt lưng nhựa,"OTG, NFC, v5.4, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 5G,Type-C
328450,Điện thoại OPPO A3x 4GB/128GB,3620000,OPPO,Smartphone,4.9,169543,https://www.thegioididong.com/dtdd/oppo-a3x-4gb-128gb,08/2024,2025-09-17 01:11:37,Snapdragon 6s Gen 1 8 nhân,4 nhân 2.1 GHz & 4 nhân 2.0 GHz,Adreno 610,4 GB,128 GB,Chính 8 MP & Cảm biến Flicker,5 MP,Kính cường lực Panda,"6.67""",IPS LCD,HD+ (720 x 1604 Pixels),90 Hz,1000 nits,Android 14,IP54,5100 mAh,45 W,186 g,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,"OTG, v5.0, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 4G,"Type-C, 3.5 mm"
329008,Điện thoại Xiaomi Redmi 14C 6GB/128GB,3630000,Xiaomi,Smartphone,4.9,63739,https://www.thegioididong.com/dtdd/xiaomi-redmi-14c-6gb-128gb,08/2024,2025-09-17 01:11:38,MediaTek Helio G81-Ultra 8 nhân,2 GHz,Mali-G52 MC2,6 GB,128 GB,Chính 50 MP & Phụ QVGA,13 MP,Kính cường lực Corning Gorilla Glass 3,"6.88 """,IPS LCD,HD+ (720 x 1640 Pixels),120 Hz,600 nits,Android 14,,5160 mAh,18 W,207 g,"Khung nhựa & Mặt lưng nhựa (Đen, Xanh dương) | Da sinh học (Xanh lá)","Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band (2.4 GHz/5 GHz), v5.4",Hỗ trợ 4G,"Type-C, 3.5 mm"
289663,Điện thoại iPhone 14 256GB,16090000,iPhone (Apple),Smartphone,4.9,3940,https://www.thegioididong.com/dtdd/iphone-14-256gb,09/2022,2025-09-17 01:11:38,Apple A15 Bionic,3.22 GHz,Apple GPU 5 nhân,6 GB,256 GB,2 camera 12 MP,12 MP,Kính cường lực Ceramic Shield,"6.1""",OLED,Super Retina XDR (1170 x 2532 Pixels),60 Hz,1200 nits,iOS 17,IP68,3279 mAh,20 W,172 g,Khung nhôm & Mặt lưng kính cường lực,"Wi-Fi MIMO, Wi-Fi 802.11 a/b/g/n/ac/ax, Dual-band (2.4 GHz/5 GHz), NFC, v5.3",Hỗ trợ 5G,Lightning
