id,name,price,brand,category,chipset,chipset_speed,gpu,ram,storage,screen_size,screen_tech,screen_resolution,screen_frequency,operating_system,battery,rating,reviews_count,url,created_at,updated_at
335309,Máy tính bảng iPad A16 WiFi 256GB,11390000,iPad (Apple),Tablet,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,256 GB,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,28.93 Wh,5.0,1640,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-256gb,03/2025,2025-09-02 15:17:46
339286,Máy tính bảng OPPO Pad SE 4G 4GB/128GB,6380000,OPPO,Tablet,MediaTek Helio G100 8 nhân,2 nhân 2.2 GHz & 6 nhân 2 GHz,Mali-G57 MC2,4 GB,128 GB,"1.35""",IPS LCD,1200 x 2000 Pixels,90 Hz,Android 15,9340 mAh,5.0,807,https://www.thegioididong.com/may-tinh-bang/oppo-pad-se-4g-4gb-128gb,07/2025,2025-09-02 15:17:47
334529,Máy tính bảng Xiaomi Pad 7 WiFi 8GB/128GB,9200000,Xiaomi,Tablet,Snapdragon 7+ Gen 3 8 nhân,2.8 GHz,Andreno 732,8 GB,128 GB,"1.2""",IPS LCD,2136 x 3200 Pixels,144 Hz,Xiaomi HyperOS 2,8850 mAh,5.0,288,https://www.thegioididong.com/may-tinh-bang/xiaomi-pad-7,03/2025,2025-09-02 15:17:49
335276,Máy tính bảng iPad Air M3 13 inch WiFi 256GB,23390000,iPad (Apple),Tablet,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,256 GB,"13""",Retina IPS LCD,2048 x 2732 Pixels,,iPadOS 18,36.59 Wh,5.0,204,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-13-inch-wifi-256gb,03/2025,2025-09-02 15:17:49
325517,Máy tính bảng iPad Pro M4 13 inch WiFi 256GB,33590000,iPad (Apple),Tablet,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,256 GB,"13""",Ultra Retina XDR,2064 x 2752 Pixels,120 Hz,iPadOS 17,38.99 Wh,5.0,908,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-13-inch-wifi-256gb,05/2024,2025-09-02 15:17:51
334529,Máy tính bảng Xiaomi Pad 7 WiFi 8GB/128GB,9200000,Xiaomi,Tablet,Snapdragon 7+ Gen 3 8 nhân,2.8 GHz,Andreno 732,8 GB,128 GB,"1.2""",IPS LCD,2136 x 3200 Pixels,144 Hz,Xiaomi HyperOS 2,8850 mAh,5.0,288,https://www.thegioididong.com/may-tinh-bang/xiaomi-pad-7,03/2025,2025-09-02 15:17:52
336737,Máy tính bảng Samsung Galaxy Tab S10 FE WiFi 8GB/128GB,10590000,Samsung,Tablet,Exynos 1580 8 nhân,2.9 GHz,Xclipse 540,8 GB,128 GB,"0.9""",TFT LCD,1440 x 2304 Pixels,90 Hz,Android 15,8000 mAh,5.0,2500,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-fe,04/2025,2025-09-02 15:17:53
335310,Máy tính bảng iPad A16 WiFi 512GB,16790000,iPad (Apple),Tablet,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,512 GB,"11""",Retina IPS LCD,1640 x 2360 Pixels,,iPadOS 18,28.93 Wh,5.0,28,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-512gb,03/2025,2025-09-02 15:17:53
325515,Máy tính bảng iPad Pro M4 11 inch WiFi 1TB,42190000,iPad (Apple),Tablet,Apple M4 10 nhân,Hãng không công bố,Apple GPU 10 nhân,16 GB,1 TB,"11""",Ultra Retina XDR,1668 x 2420 Pixels,120 Hz,iPadOS 17,31.29 Wh,5.0,22,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-11-inch-wifi-1tb,05/2024,2025-09-02 15:17:54
328524,Máy tính bảng Xiaomi Redmi Pad SE 8.7 4G 6GB/128GB,5400000,Xiaomi,Tablet,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,6 GB,128 GB,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,6650 mAh,5.0,993,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-4g-6gb-128gb,08/2024,2025-09-02 15:17:55
342548,Máy tính bảng Lenovo Idea Tab 5G 8GB/128GB,7390000,Lenovo,Tablet,MediaTek Dimensity 6300 8 nhân,2 nhân 2.4 GHz & 6 nhân 2 GHz,Mali-G57 MC2,8 GB,128 GB,"11""",IPS LCD,1600 x 2560 Pixels,90 Hz,Android 15,7040 mAh,,,https://www.thegioididong.com/may-tinh-bang/lenovo-idea-tab-5g-8gb-128gb,08/2025,2025-09-02 15:17:56
315622,Máy tính bảng Xiaomi Redmi Pad SE WiFi 8GB/256GB,4990000,Xiaomi,Tablet,Snapdragon 680 8 nhân,2.4 GHz,Adreno 610,8 GB,256 GB,"11""",IPS LCD,1200 x 1920 Pixels,90 Hz,Android 13,8000 mAh,4.9,8715,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-se-8gb,09/2023,2025-09-02 15:17:58
317621,Máy tính bảng Samsung Galaxy Tab A9 4G 4GB/64GB,5400000,Samsung,Tablet,MediaTek Helio G99,2.2 GHz,Mali-G57 MC2,4 GB,64 GB,"8.7""",TFT LCD,800 x 1340 Pixels,60 Hz,Android 13,5100 mAh,4.9,27997,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a9-4g,10/2023,2025-09-02 15:17:59
325992,Máy tính bảng Xiaomi Redmi Pad Pro WiFi 8GB/256GB,8330000,Xiaomi,Tablet,Snapdragon 7s Gen 2 8 nhân,4 nhân 2.3 GHz & 4 nhân 1.95 GHz,Adreno 710,8 GB,256 GB,"2.1""",IPS LCD,1600 x 2560 Pixels,120 Hz,Xiaomi HyperOS (Android 14),10000 mAh,4.9,3406,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-pro-8gb-256gb,06/2024,2025-09-02 15:17:59
335268,Máy tính bảng iPad Air M3 11 inch WiFi 256GB,17590000,iPad (Apple),Tablet,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,256 GB,"11""",Retina IPS LCD,1640 x 2360 Pixels,,iPadOS 18,28.93 Wh,5.0,825,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-256gb,03/2025,2025-09-02 15:18:00
335311,Máy tính bảng iPad A16 5G 128GB,12890000,iPad (Apple),Tablet,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,128 GB,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,28.93 Wh,5.0,907,https://www.thegioididong.com/may-tinh-bang/ipad-11-5g-128gb,03/2025,2025-09-02 15:18:01
331230,Máy tính bảng iPad mini 7 WiFi 256GB,14190000,iPad (Apple),Tablet,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 5 nhân,8 GB,256 GB,"8.3""",LED-backlit IPS LCD,1488 x 2266 Pixels,,iPadOS 18,19.3 Wh,5.0,741,https://www.thegioididong.com/may-tinh-bang/ipad-mini-7-wifi-256gb,10/2024,2025-09-02 15:18:01
335309,Máy tính bảng iPad A16 WiFi 256GB,11390000,iPad (Apple),Tablet,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,256 GB,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,28.93 Wh,5.0,1640,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-256gb,03/2025,2025-09-02 15:18:02
333481,Máy tính bảng Samsung Galaxy Tab A9+ WiFi 8GB/128GB,6870000,Samsung,Tablet,Snapdragon 695,2.2 GHz,Adreno 619,8 GB,128 GB,"11""",TFT LCD,1200 x 1920 Pixels,90 Hz,Android 14,7040 mAh,4.9,4597,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a9-plus-wifi-8gb-128gb,12/2024,2025-09-02 15:18:05
328523,Máy tính bảng Xiaomi Redmi Pad SE 8.7 4G 4GB/128GB,4900000,Xiaomi,Tablet,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,4 GB,128 GB,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,6650 mAh,5.0,2605,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-4g-4gb-128gb,08/2024,2025-09-02 15:18:05
325530,Máy tính bảng iPad Pro M4 11 inch 5G 512GB,37290000,iPad (Apple),Tablet,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,512 GB,"11""",Ultra Retina XDR,1668 x 2420 Pixels,120 Hz,iPadOS 17,31.29 Wh,5.0,88,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-11-inch-wifi-cellular-512gb,05/2024,2025-09-02 15:18:11
334991,Máy tính bảng Lenovo Tab 4G 4GB/64GB,4150000,Lenovo,Tablet,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,4 GB,64 GB,"0.1""",IPS LCD,1200 x 1920 Pixels,60 Hz,Android 14,5100 mAh,5.0,123,https://www.thegioididong.com/may-tinh-bang/lenovo-tab-4g,11/2024,2025-09-02 15:18:11
339382,Máy tính bảng Samsung Galaxy Tab S10 FE+ WiFi 12GB/256GB,14500000,Samsung,Tablet,Exynos 1580 8 nhân,2.9 GHz,Xclipse 540,12 GB,256 GB,"3.1""",TFT LCD,1800 x 2880 Pixels,90 Hz,Android 15,10090 mAh,5.0,57,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-fe-plus-12gb-256gb,04/2025,2025-09-02 15:18:11
325514,Máy tính bảng iPad Pro M4 11 inch WiFi 512GB,31390000,iPad (Apple),Tablet,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,512 GB,"11""",Ultra Retina XDR,1668 x 2420 Pixels,120 Hz,iPadOS 17,31.29 Wh,5.0,561,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-11-inch-wifi-512gb,05/2024,2025-09-02 15:18:11
343061,Máy tính bảng Samsung Galaxy Tab S10 Lite 5G 6GB/128GB,10490000,Samsung,Tablet,Exynos 1380 8 nhân,4 nhân 2.4 GHz & 4 nhân 2 GHz,Mali-G68 MP5,6 GB,128 GB,"0.9""",TFT LCD,1320 x 2112 Pixels,90 Hz,Android 15,8000 mAh,5.0,2,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-lite-5g-6gb-128gb,09/2025,2025-09-02 15:18:13
335271,Máy tính bảng iPad Air M3 11 inch 5G 128GB,18990000,iPad (Apple),Tablet,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,128 GB,"11""",Retina IPS LCD,1640 x 2360 Pixels,,iPadOS 18,28.93 Wh,5.0,198,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-5g-128gb,03/2025,2025-09-02 15:18:14
325989,Máy tính bảng Xiaomi Redmi Pad Pro WiFi 8GB/128GB,7350000,Xiaomi,Tablet,Snapdragon 7s Gen 2 8 nhân,4 nhân 2.3 GHz & 4 nhân 1.95 GHz,Adreno 710,8 GB,128 GB,"2.1""",IPS LCD,1600 x 2560 Pixels,120 Hz,Xiaomi HyperOS (Android 14),10000 mAh,4.9,2387,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-pro-8gb-128gb,06/2024,2025-09-02 15:18:15
335270,Máy tính bảng iPad Air M3 11 inch WiFi 1TB,28390000,iPad (Apple),Tablet,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,1 TB,"11""",Retina IPS LCD,1640 x 2360 Pixels,,iPadOS 18,28.93 Wh,5.0,12,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-11-inch-wifi-1tb,03/2025,2025-09-02 15:18:15
335309,Máy tính bảng iPad A16 WiFi 256GB,11390000,iPad (Apple),Tablet,Apple A16 5 nhân,Hãng không công bố,Apple GPU 4 nhân,6 GB,256 GB,"11""",Retina IPS LCD,1640 x 2360 Pixels,60 Hz,iPadOS 18,28.93 Wh,5.0,1640,https://www.thegioididong.com/may-tinh-bang/ipad-11-wifi-256gb,03/2025,2025-09-02 15:18:18
325517,Máy tính bảng iPad Pro M4 13 inch WiFi 256GB,33590000,iPad (Apple),Tablet,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,256 GB,"13""",Ultra Retina XDR,2064 x 2752 Pixels,120 Hz,iPadOS 17,38.99 Wh,5.0,908,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-13-inch-wifi-256gb,05/2024,2025-09-02 15:18:18
336738,Máy tính bảng Samsung Galaxy Tab S10 FE 5G 8GB/128GB,13590000,Samsung,Tablet,Exynos 1580 8 nhân,2.9 GHz,Xclipse 540,8 GB,128 GB,"0.9""",TFT LCD,1440 x 2304 Pixels,90 Hz,Android 15,8000 mAh,5.0,770,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-fe-5g,04/2025,2025-09-02 15:18:19
315390,Máy tính bảng Samsung Galaxy Tab A9 WiFi 4GB/64GB,3620000,Samsung,Tablet,MediaTek Helio G99,2.2 GHz,Mali-G57 MC2,4 GB,64 GB,"8.7""",TFT LCD,800 x 1340 Pixels,60 Hz,Android 13,5100 mAh,4.9,10642,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a9,10/2023,2025-09-02 15:18:19
339207,Máy tính bảng Xiaomi Redmi Pad 2 4G 4GB/128GB,5890000,Xiaomi,Tablet,MediaTek Helio G100-Ultra 8 nhân,2 nhân 2.2 GHz & 6 nhân 2 GHz,Mali-G57 MC2,4 GB,128 GB,"11""",IPS LCD,1600 x 2560 Pixels,90 Hz,Xiaomi HyperOS 2,9000 mAh,5.0,2459,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-2-4g-4gb-128gb,06/2025,2025-09-02 15:18:21
317623,Máy tính bảng Samsung Galaxy Tab A9+ 5G 4GB/64GB,7360000,Samsung,Tablet,Snapdragon 695,2.2 GHz,Adreno 619,4 GB,64 GB,"11""",TFT LCD,1200 x 1920 Pixels,90 Hz,Android 13,7040 mAh,4.9,24315,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-a9-plus-5g,10/2023,2025-09-02 15:18:23
343062,Máy tính bảng Samsung Galaxy Tab S10 Lite WiFi 6GB/128GB,8990000,Samsung,Tablet,Exynos 1380 8 nhân,4 nhân 2.4 GHz & 4 nhân 2 GHz,Mali-G68 MP5,6 GB,128 GB,"0.9""",TFT LCD,1320 x 2112 Pixels,90 Hz,Android 15,8000 mAh,,,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-lite-wifi-6gb-128gb,09/2025,2025-09-02 15:18:23
334528,Máy tính bảng Xiaomi Pad 7 Pro WiFi 8GB/256GB,13040000,Xiaomi,Tablet,Snapdragon 8s Gen 3 8 nhân,3 GHz,Andreno 735,8 GB,256 GB,"1.2""",IPS LCD,2136 x 3200 Pixels,144 Hz,Xiaomi HyperOS 2,8850 mAh,5.0,235,https://www.thegioididong.com/may-tinh-bang/xiaomi-pad-7-pro,03/2025,2025-09-02 15:18:24
336740,Máy tính bảng Samsung Galaxy Tab S10 FE+ WiFi 8GB/128GB,12810000,Samsung,Tablet,Exynos 1580 8 nhân,2.9 GHz,Xclipse 540,8 GB,128 GB,"3.1""",TFT LCD,1800 x 2880 Pixels,90 Hz,Android 15,10090 mAh,5.0,746,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-fe-plus,04/2025,2025-09-02 15:18:26
320991,Máy tính bảng TCL Tab 11 WiFi 4GB/128GB,3820000,TCL,Tablet,Helio P60T,2 GHz,Mali-G72 MP3,4 GB,128 GB,"0.95""",IPS LCD,1200 x 2000 Pixels,60 Hz,Android 13,8000 mAh,4.9,2041,https://www.thegioididong.com/may-tinh-bang/tcl-tab-11,08/2023,2025-09-02 15:18:26
328520,Máy tính bảng Xiaomi Redmi Pad SE 8.7 WiFi 4GB/64GB,3430000,Xiaomi,Tablet,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,4 GB,64 GB,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,6650 mAh,4.9,9749,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-wifi-4gb-64gb,08/2024,2025-09-02 15:18:28
331230,Máy tính bảng iPad mini 7 WiFi 256GB,14190000,iPad (Apple),Tablet,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 5 nhân,8 GB,256 GB,"8.3""",LED-backlit IPS LCD,1488 x 2266 Pixels,,iPadOS 18,19.3 Wh,5.0,741,https://www.thegioididong.com/may-tinh-bang/ipad-mini-7-wifi-256gb,10/2024,2025-09-02 15:18:28
328521,Máy tính bảng Xiaomi Redmi Pad SE 8.7 WiFi 4GB/128GB,3390000,Xiaomi,Tablet,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,4 GB,128 GB,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,6650 mAh,5.0,920,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-wifi-4gb-128gb,08/2024,2025-09-02 15:18:31
339286,Máy tính bảng OPPO Pad SE 4G 4GB/128GB,6380000,OPPO,Tablet,MediaTek Helio G100 8 nhân,2 nhân 2.2 GHz & 6 nhân 2 GHz,Mali-G57 MC2,4 GB,128 GB,"1.35""",IPS LCD,1200 x 2000 Pixels,90 Hz,Android 15,9340 mAh,5.0,807,https://www.thegioididong.com/may-tinh-bang/oppo-pad-se-4g-4gb-128gb,07/2025,2025-09-02 15:18:32
325513,Máy tính bảng iPad Pro M4 11 inch WiFi 256GB,25890000,iPad (Apple),Tablet,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,256 GB,"11""",Ultra Retina XDR,1668 x 2420 Pixels,120 Hz,iPadOS 17,31.29 Wh,5.0,5000,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-11-inch-wifi-256gb,05/2024,2025-09-02 15:18:32
325530,Máy tính bảng iPad Pro M4 11 inch 5G 512GB,37290000,iPad (Apple),Tablet,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,512 GB,"11""",Ultra Retina XDR,1668 x 2420 Pixels,120 Hz,iPadOS 17,31.29 Wh,5.0,88,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-11-inch-wifi-cellular-512gb,05/2024,2025-09-02 15:18:32
320992,Máy tính bảng OPPO Pad Neo 4G 8GB/128GB,7850000,OPPO,Tablet,MediaTek Helio G99,2.2 GHz,Mali-G57 MC2,8 GB,128 GB,"1.4""",IPS LCD,1720 x 2408 Pixels,90 Hz,Android 13,8000 mAh,4.9,10886,https://www.thegioididong.com/may-tinh-bang/oppo-pad-neo,01/2024,2025-09-02 15:18:32
315622,Máy tính bảng Xiaomi Redmi Pad SE WiFi 8GB/256GB,4990000,Xiaomi,Tablet,Snapdragon 680 8 nhân,2.4 GHz,Adreno 610,8 GB,256 GB,"11""",IPS LCD,1200 x 1920 Pixels,90 Hz,Android 13,8000 mAh,4.9,8715,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-se-8gb,09/2023,2025-09-02 15:18:33
339204,Máy tính bảng Xiaomi Redmi Pad 2 WiFi 4GB/128GB,5200000,Xiaomi,Tablet,MediaTek Helio G100-Ultra 8 nhân,2 nhân 2.2 GHz & 6 nhân 2 GHz,Mali-G57 MC2,4 GB,128 GB,"11""",IPS LCD,1600 x 2560 Pixels,90 Hz,Xiaomi HyperOS 2,9000 mAh,5.0,2193,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-2-wifi-4gb-128gb,06/2025,2025-09-02 15:18:34
325534,Máy tính bảng iPad Pro M4 13 inch 5G 256GB,38790000,iPad (Apple),Tablet,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,256 GB,"13""",Ultra Retina XDR,2064 x 2752 Pixels,120 Hz,iPadOS 17,38.99 Wh,5.0,281,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-13-inch-wifi-cellular-256gb,05/2024,2025-09-02 15:18:34
328522,Máy tính bảng Xiaomi Redmi Pad SE 8.7 WiFi 6GB/128GB,4610000,Xiaomi,Tablet,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,6 GB,128 GB,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,6650 mAh,4.9,2329,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-wifi-6gb-128gb,08/2024,2025-09-02 15:18:35
336740,Máy tính bảng Samsung Galaxy Tab S10 FE+ WiFi 8GB/128GB,12810000,Samsung,Tablet,Exynos 1580 8 nhân,2.9 GHz,Xclipse 540,8 GB,128 GB,"3.1""",TFT LCD,1800 x 2880 Pixels,90 Hz,Android 15,10090 mAh,5.0,746,https://www.thegioididong.com/may-tinh-bang/samsung-galaxy-tab-s10-fe-plus,04/2025,2025-09-02 15:18:35
331231,Máy tính bảng iPad mini 7 WiFi 512GB,18590000,iPad (Apple),Tablet,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 5 nhân,8 GB,512 GB,"8.3""",LED-backlit IPS LCD,1488 x 2266 Pixels,,iPadOS 18,19.3 Wh,5.0,53,https://www.thegioididong.com/may-tinh-bang/ipad-mini-7-wifi-512gb,10/2024,2025-09-02 15:18:35
339206,Máy tính bảng Xiaomi Redmi Pad 2 WiFi 8GB/256GB,6380000,Xiaomi,Tablet,MediaTek Helio G100-Ultra 8 nhân,2 nhân 2.2 GHz & 6 nhân 2 GHz,Mali-G57 MC2,8 GB,256 GB,"11""",IPS LCD,1600 x 2560 Pixels,90 Hz,Xiaomi HyperOS 2,9000 mAh,5.0,1542,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-2-wifi-8gb-256gb,06/2025,2025-09-02 15:18:35
325530,Máy tính bảng iPad Pro M4 11 inch 5G 512GB,37290000,iPad (Apple),Tablet,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,512 GB,"11""",Ultra Retina XDR,1668 x 2420 Pixels,120 Hz,iPadOS 17,31.29 Wh,5.0,88,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-11-inch-wifi-cellular-512gb,05/2024,2025-09-02 15:18:39
315622,Máy tính bảng Xiaomi Redmi Pad SE WiFi 8GB/256GB,4990000,Xiaomi,Tablet,Snapdragon 680 8 nhân,2.4 GHz,Adreno 610,8 GB,256 GB,"11""",IPS LCD,1200 x 1920 Pixels,90 Hz,Android 13,8000 mAh,4.9,8715,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-se-8gb,09/2023,2025-09-02 15:18:39
328523,Máy tính bảng Xiaomi Redmi Pad SE 8.7 4G 4GB/128GB,4900000,Xiaomi,Tablet,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,4 GB,128 GB,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,6650 mAh,5.0,2605,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-4g-4gb-128gb,08/2024,2025-09-02 15:18:40
325534,Máy tính bảng iPad Pro M4 13 inch 5G 256GB,38790000,iPad (Apple),Tablet,Apple M4 9 nhân,Hãng không công bố,Apple GPU 10 nhân,8 GB,256 GB,"13""",Ultra Retina XDR,2064 x 2752 Pixels,120 Hz,iPadOS 17,38.99 Wh,5.0,281,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-13-inch-wifi-cellular-256gb,05/2024,2025-09-02 15:18:40
315607,Máy tính bảng Xiaomi Redmi Pad SE WiFi 4GB/128GB,3710000,Xiaomi,Tablet,Snapdragon 680 8 nhân,2.4 GHz,Adreno 610,4 GB,128 GB,"11""",IPS LCD,1200 x 1920 Pixels,90 Hz,Android 13,8000 mAh,4.9,26751,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-se-4gb,09/2023,2025-09-02 15:18:42
325526,Máy tính bảng iPad Air 6 M2 13 inch 5G 256GB,21990000,iPad (Apple),Tablet,Apple M2 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,256 GB,"13""",Retina IPS LCD,2048 x 2732 Pixels,,iPadOS 17,36.59 Wh,5.0,80,https://www.thegioididong.com/may-tinh-bang/ipad-air-m2-13-inch-wifi-cellular-256gb,05/2024,2025-09-02 15:18:45
335276,Máy tính bảng iPad Air M3 13 inch WiFi 256GB,23390000,iPad (Apple),Tablet,Apple M3 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,256 GB,"13""",Retina IPS LCD,2048 x 2732 Pixels,,iPadOS 18,36.59 Wh,5.0,204,https://www.thegioididong.com/may-tinh-bang/ipad-air-m3-13-inch-wifi-256gb,03/2025,2025-09-02 15:18:47
315622,Máy tính bảng Xiaomi Redmi Pad SE WiFi 8GB/256GB,4990000,Xiaomi,Tablet,Snapdragon 680 8 nhân,2.4 GHz,Adreno 610,8 GB,256 GB,"11""",IPS LCD,1200 x 1920 Pixels,90 Hz,Android 13,8000 mAh,4.9,8715,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-se-8gb,09/2023,2025-09-02 15:18:48
325525,Máy tính bảng iPad Air 6 M2 13 inch 5G 128GB,20190000,iPad (Apple),Tablet,Apple M2 8 nhân,Hãng không công bố,Apple GPU 9 nhân,8 GB,128 GB,"13""",Retina IPS LCD,2048 x 2732 Pixels,,iPadOS 17,36.59 Wh,5.0,173,https://www.thegioididong.com/may-tinh-bang/ipad-air-m2-13-inch-wifi-cellular-128gb,05/2024,2025-09-02 15:18:48
333917,Máy tính bảng OPPO Pad 3 8GB/256GB,11180000,OPPO,Tablet,MediaTek Dimensity 8350 8 nhân,3.35 GHz,Mali-G615 MC6,8 GB,256 GB,"1.61""",LTPS LCD,2000 x 2800 Pixels,144 Hz,Android 15,9520 mAh,4.9,415,https://www.thegioididong.com/may-tinh-bang/oppo-pad-3,01/2025,2025-09-02 15:18:52
328520,Máy tính bảng Xiaomi Redmi Pad SE 8.7 WiFi 4GB/64GB,3430000,Xiaomi,Tablet,MediaTek Helio G85 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,4 GB,64 GB,"8.7""",IPS LCD,800 x 1340 Pixels,90 Hz,Android 14,6650 mAh,4.9,9749,https://www.thegioididong.com/may-tinh-bang/redmi-pad-se-8-7-wifi-4gb-64gb,08/2024,2025-09-02 15:18:53
325988,Máy tính bảng Xiaomi Redmi Pad Pro WiFi 6GB/128GB,6660000,Xiaomi,Tablet,Snapdragon 7s Gen 2 8 nhân,4 nhân 2.3 GHz & 4 nhân 1.95 GHz,Adreno 710,6 GB,128 GB,"2.1""",IPS LCD,1600 x 2560 Pixels,120 Hz,Xiaomi HyperOS (Android 14),10000 mAh,4.9,16996,https://www.thegioididong.com/may-tinh-bang/xiaomi-redmi-pad-pro-6gb-128gb,06/2024,2025-09-02 15:18:53
325515,Máy tính bảng iPad Pro M4 11 inch WiFi 1TB,42190000,iPad (Apple),Tablet,Apple M4 10 nhân,Hãng không công bố,Apple GPU 10 nhân,16 GB,1 TB,"11""",Ultra Retina XDR,1668 x 2420 Pixels,120 Hz,iPadOS 17,31.29 Wh,5.0,22,https://www.thegioididong.com/may-tinh-bang/ipad-pro-m4-11-inch-wifi-1tb,05/2024,2025-09-02 15:18:55
