sku,name,price,brand,category,rating,reviews_count,url,release_date,updated_at,cpu,storage,screen_type,screen_size,screen_panel,os,water_resistant,connectivity,battery,weight,material
338698,Garmin Forerunner 970 47mm dây silicone,19630000,Garmin,Smartwatch,5.0,36,https://www.thegioididong.com/dong-ho-thong-minh/garmin-forerunner-970,05/2025,2025-09-09 19:32:38,Hãng không công bố,32 GB,Kính Sapphire,1.4 inch,AMOLED,Hãng không công bố,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Bluetooth v5.3, ANT+, Wifi",Hãng không công bố,56 g,Titanium
325619,BeFit Hunter2 47.8mm dây silicone,990000,BeFit,Smartwatch,4.9,1630,https://www.thegioididong.com/dong-ho-thong-minh/befit-hunter2-day-silicone,05/2024,2025-09-09 19:32:42,Realtek 8763EWE,Hãng không công bố,Kính cường lực,1.46 inch,IPS,Hãng không công bố,"Kháng nước IP67 (Rửa tay, đi mưa)",Bluetooth v5.0,440 mAh,59 g,Hợp kim
332404,Vòng đeo tay thông minh Mi Band 9 Pro,1650000,Xiaomi,Smartband,4.9,4138,https://www.thegioididong.com/dong-ho-thong-minh/mi-band-9-pro,12/2024,2025-09-09 19:32:44,Hãng không công bố,Hãng không công bố,Kính cường lực 2.5D,1.74 inch,AMOLED,Hãng không công bố,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)",Bluetooth v5.4,350 mAh,24.5 g,Hợp kim nhôm
310856,Samsung Galaxy Watch6 Classic 43mm dây silicone,5330000,Samsung,Smartwatch,4.9,2085,https://www.thegioididong.com/dong-ho-thong-minh/samsung-galaxy-watch6-classic-43mm,07/2023,2025-09-09 19:32:44,Exynos W930,16 GB,Kính Sapphire,1.3 inch,Super AMOLED,Wear OS được tùy biến bởi Samsung,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Bluetooth v5.3, NFC, Wifi",300 mAh,52 g,Thép không gỉ
338267,Samsung Galaxy Watch Ultra LTE 47mm (2025) dây silicone,15990000,Samsung,Smartwatch,5.0,126,https://www.thegioididong.com/dong-ho-thong-minh/samsung-galaxy-watch-ultra-2025,07/2025,2025-09-09 19:32:44,Exynos W1000,64 GB,Kính Sapphire,1.47 inch,Super AMOLED,Wear OS được tùy biến bởi Samsung,"Chống nước 10 ATM (Bơi, lặn vùng nước nông)","Bluetooth v5.3, NFC, Wifi",590 mAh,60.5 g,Titanium
310858,Samsung Galaxy Watch6 Classic 47mm dây silicone,5820000,Samsung,Smartwatch,4.9,1169,https://www.thegioididong.com/dong-ho-thong-minh/samsung-galaxy-watch6-classic-47mm,07/2023,2025-09-09 19:32:45,Exynos W930,16 GB,Kính Sapphire,1.5 inch,Super AMOLED,Wear OS được tùy biến bởi Samsung,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Bluetooth v5.3, GPS, NFC, Wifi",425 mAh,59 g,Thép không gỉ
329675,BeFit Sporty 3 46.4mm dây silicone,890000,BeFit,Smartwatch,4.9,1757,https://www.thegioididong.com/dong-ho-thong-minh/befit-sporty-3-day-silicone,08/2024,2025-09-09 19:32:45,SF32LB563,64 MB,Kính cường lực,1.46 inch,AMOLED,Hãng không công bố,"Kháng nước IP68 (Tắm, đi mưa)",Bluetooth v5.2,360 mAh,45 g,Hợp kim kẽm
336948,Huawei Watch 5 42mm viền thép dây composite Vàng Hồng,10790000,Huawei,Smartwatch,5.0,38,https://www.thegioididong.com/dong-ho-thong-minh/huawei-watch-5-42mm,06/2025,2025-09-09 19:32:46,Hãng không công bố,Hãng không công bố,Kính Sapphire,1.38 inch,AMOLED LTPO 2.0,Harmony OS,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)","Wi-Fi 6, Bluetooth v5.2, WLAN, NFC",Hãng không công bố,51 g,Thép không gỉ
335516,Xiaomi Watch S4 47mm dây silicone Đen Cầu Vồng,3910000,Xiaomi,Smartwatch,5.0,791,https://www.thegioididong.com/dong-ho-thong-minh/xiaomi-watch-s4-47mm-den-cau-vong,03/2025,2025-09-09 19:32:48,Hãng không công bố,Hãng không công bố,Kính cường lực,1.43 inch,AMOLED,HyperOS 2.0,"Kháng nước 5 ATM (Tắm, đi mưa thoải mái)",Bluetooth v5.3,486 mAh,44.5 g,Hợp kim nhôm
316008,Apple Watch SE 2 GPS 40mm viền nhôm dây vải,5690000,Apple,Smartwatch,4.9,488,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-se-2-40mm-vien-nhom-day-vai,09/2024,2025-09-09 19:32:48,Apple S8,32 GB,Ion-X strengthened glass,Hãng không công bố,OLED,watchOS phiên bản mới nhất,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)","Bluetooth v5.3, GPS, Wifi",Hãng không công bố,26.4 g,Hợp kim nhôm
306530,BeFit WatchFit 46.7mm dây silicone,590000,BeFit,Smartband,4.9,29036,https://www.thegioididong.com/dong-ho-thong-minh/befit-watch-fit,4/2023,2025-09-09 19:32:50,Realtek 8763EWE,640 KB,Mặt kính nhựa,1.57 inch,IPS,Hãng không công bố,"Kháng nước IP67 (Rửa tay, đi mưa)",Bluetooth v5.2,180 mAh,35.5 g,Hợp kim nhôm
235501,Garmin Lily 34.5mm dây silicone,4410000,Garmin,Smartwatch,4.9,300,https://www.thegioididong.com/dong-ho-thong-minh/garmin-lily-day-silicone-vang,2/2021,2025-09-09 19:32:50,Hãng không công bố,,Kính cường lực Gorilla Glass 3,1 inch,LCD,Hãng không công bố,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)",Bluetooth,Hãng không công bố,24 g,Khung Polyme - Viền thép không gỉ
340846,Garmin Venu X1 Sapphire 51.2mm dây nylon,21090000,Garmin,Smartwatch,5.0,3,https://www.thegioididong.com/dong-ho-thong-minh/garmin-venu-x1-sapphire,06/2025,2025-09-09 19:32:50,Hãng không công bố,32 GB,Kính cường lực Sapphire,2 inch,AMOLED,Hãng không công bố,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","ANT+, Bluetooth v5.2, Wifi",Hãng không công bố,34 g,Titanium
330159,Huawei Watch GT 5 Pro 46mm viền Titanium dây Titanium,10000000,Huawei,Smartwatch,4.9,391,https://www.thegioididong.com/dong-ho-thong-minh/huawei-watch-gt-5-pro-46mm-day-titanium,10/2024,2025-09-09 19:32:50,Hãng không công bố,Hãng không công bố,Kính Sapphire,1.43 inch,AMOLED,Harmony OS,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)","Bluetooth v5.2, NFC",Hãng không công bố,53 g,Hợp kim Titanium
330180,Huawei Watch GT 5 Pro 42mm viền gốm dây gốm,11970000,Huawei,Smartwatch,5.0,94,https://www.thegioididong.com/dong-ho-thong-minh/huawei-watch-gt-5-pro-42mm-vien-gom-day-gom,10/2024,2025-09-09 19:32:51,Hãng không công bố,Hãng không công bố,Kính Sapphire,1.32 inch,AMOLED,Harmony OS,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)","Bluetooth v5.2, NFC",Hãng không công bố,44 g,Gốm tinh thể nano
338266,Samsung Galaxy Watch8 Classic 46mm dây da,11990000,Samsung,Smartwatch,5.0,221,https://www.thegioididong.com/dong-ho-thong-minh/samsung-galaxy-watch8-classic,07/2025,2025-09-09 19:32:51,Exynos W1000,64 GB,Kính Sapphire,1.34 inch,Super AMOLED,Wear OS được tùy biến bởi Samsung,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)","Bluetooth v5.3, NFC, Wifi",445 mAh,63.5 g,Thép không gỉ
332069,Xiaomi Redmi Watch 5 47.5 mm dây TPU,2340000,Xiaomi,Smartwatch,4.9,22162,https://www.thegioididong.com/dong-ho-thong-minh/xiaomi-redmi-watch-5,12/2024,2025-09-09 19:32:51,Hãng không công bố,512 MB,Kính cường lực,2.07 inch,AMOLED,Hãng không công bố,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)",Bluetooth v5.3,550 mAh,33.5 g,Hợp kim nhôm
322846,Garmin Lily 2 Classic 34mm dây da,7500000,Garmin,Smartwatch,5.0,39,https://www.thegioididong.com/dong-ho-thong-minh/garmin-lily-2-classic-day-da,03/2024,2025-09-09 19:32:52,Hãng không công bố,Hãng không công bố,Kính cường lực Gorilla Glass 3,1.00 x 0.84 inch,LCD,Hãng không công bố,"Kháng nước 5 ATM (Tắm, bơi vùng nước nông)","Bluetooth v5.2, NFC, Wifi",Hãng không công bố,24.4 g,Nhôm
337643,Amazfit Bip 6 46.3mm dây silicone,1960000,Amazfit,Smartwatch,4.9,293,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-bip-6,05/2025,2025-09-09 19:32:52,RTL 8763EFL,512 MB,Kính cường lực,1.97 inch,AMOLED,Zepp OS,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)",Bluetooth v5.2,340 mAh,27.9 g,Hợp kim nhôm
324733,Vòng đeo tay thông minh Huawei Band 9,550000,Huawei,Smartband,4.9,6849,https://www.thegioididong.com/dong-ho-thong-minh/huawei-band-9,04/2024,2025-09-09 19:32:54,Hãng không công bố,Hãng không công bố,Kính cường lực,1.47 inch,AMOLED,Harmony OS,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)",Bluetooth v5.0,189 mAh,14 g,Nhựa
315596,BeFit Watch Ultra 52.6mm dây silicone,790000,BeFit,Smartwatch,4.9,905,https://www.thegioididong.com/dong-ho-thong-minh/befit-watch-ultra-day-silicone,09/2023,2025-09-09 19:32:54,SC7A20,512 KB,Kính cường lực,1.95 inch,AMOLED,Hãng không công bố,"Kháng nước IP67 (Rửa tay, đi mưa)",Bluetooth v5.3,230 mAh,44.52 g,Hợp kim kẽm
329155,Apple Watch Series 10 46mm viền nhôm dây thể thao,11390000,Apple,Smartwatch,4.9,1910,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-s10-46mm,09/2024,2025-09-09 19:32:56,Apple S10 SiP,64 GB,Ion-X strengthened glass,Hãng không công bố,OLED,watchOS phiên bản mới nhất,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)","Bluetooth v5.3, NFC",Hãng không công bố,36.4 g,Hợp kim nhôm
316011,Apple Watch SE 2 GPS + Cellular 44mm viền nhôm dây vải,7790000,Apple,Smartwatch,5.0,110,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-se-2-lte-44mm-vien-nhom-day-vai,09/2024,2025-09-09 19:32:57,Apple S8,32 GB,Ion-X strengthened glass,Hãng không công bố,OLED,watchOS phiên bản mới nhất,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)","Bluetooth v5.3, GPS, Wifi",Hãng không công bố,33 g,Hợp kim nhôm
329468,Garmin Fenix 8 43mm viền thép dây silicone,23850000,Garmin,Smartwatch,5.0,9,https://www.thegioididong.com/dong-ho-thong-minh/garmin-fenix-8,09/2024,2025-09-09 19:32:57,Hãng không công bố,32 GB,Kính cường lực Gorilla Glass,1.3 inch,AMOLED,Hãng không công bố,"Chống nước 10 ATM (Bơi, lặn vùng nước nông)","ANT+, Bluetooth v5.2, NFC, Wifi",Hãng không công bố,50 g,Khung Polyme cốt sợi - Viền thép không gỉ
338265,Samsung Galaxy Watch8 40mm dây silicone,7990000,Samsung,Smartwatch,5.0,538,https://www.thegioididong.com/dong-ho-thong-minh/samsung-galaxy-watch8,07/2025,2025-09-09 19:32:59,Exynos W1000,32 GB,Kính Sapphire,1.34 inch,Super AMOLED,Wear OS được tùy biến bởi Samsung,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)","Bluetooth v5.3, NFC, Wifi",325 mAh,30.1 g,Nhôm nguyên khối
316015,Apple Watch SE 2 GPS 44mm viền nhôm dây vải,6490000,Apple,Smartwatch,5.0,234,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-se-2-44mm-vien-nhom-day-vai,09/2024,2025-09-09 19:32:59,Apple S8,32 GB,Ion-X strengthened glass,Hãng không công bố,OLED,watchOS phiên bản mới nhất,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)","Bluetooth v5.3, GPS, Wifi",Hãng không công bố,32.9 g,Hợp kim nhôm
330176,Huawei Watch GT 5 46mm viền thép dây Woven,4400000,Huawei,Smartwatch,5.0,1523,https://www.thegioididong.com/dong-ho-thong-minh/huawei-watch-gt-5-46mm-vien-thep-day-woven,10/2024,2025-09-09 19:32:59,Hãng không công bố,Hãng không công bố,Kính cường lực,1.43 inch,AMOLED,Harmony OS,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)","Bluetooth v5.2, NFC",Hãng không công bố,48 g,Thép không gỉ
337750,Nhẫn thông minh Samsung Galaxy Ring Size 5,9810000,Samsung,Smartband,,,https://www.thegioididong.com/dong-ho-thong-minh/samsung-galaxy-ring,05/2025,2025-09-09 19:32:59,Hãng không công bố,8 MB,,,,Zephyr RTOS,"Chống nước 10 ATM (Bơi, lặn vùng nước nông)",Bluetooth v5.4,18 mAh,2.3 g,
338266,Samsung Galaxy Watch8 Classic 46mm dây da,11990000,Samsung,Smartwatch,5.0,221,https://www.thegioididong.com/dong-ho-thong-minh/samsung-galaxy-watch8-classic,07/2025,2025-09-09 19:33:01,Exynos W1000,64 GB,Kính Sapphire,1.34 inch,Super AMOLED,Wear OS được tùy biến bởi Samsung,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)","Bluetooth v5.3, NFC, Wifi",445 mAh,63.5 g,Thép không gỉ
327699,Samsung Galaxy Watch7 LTE 44mm dây silicone,5820000,Samsung,Smartwatch,5.0,741,https://www.thegioididong.com/dong-ho-thong-minh/samsung-galaxy-watch7-44mm-lte,07/2024,2025-09-09 19:33:01,Exynos W1000,32 GB,Kính Sapphire,1.47 inch,Super AMOLED,Wear OS được tùy biến bởi Samsung,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)","Bluetooth v5.3, NFC, Wifi",425 mAh,33.8 g,Hợp kim nhôm
309597,Đồng hồ định vị trẻ em Masstel Smart Hero 5,0,Masstel,Smartband,4.9,6338,https://www.thegioididong.com/dong-ho-thong-minh/masstel-smart-hero-5,07/2023,2025-09-09 19:33:03,1.0 GHz đơn nhân,128 MB,Kính thường,1.4 inch,TFT-LCD,RTOS,"Kháng nước IP68 (Tắm, đi mưa)","LBS, Wifi Location",720 mAh,53.7 g,Nhựa
328694,Đồng hồ định vị trẻ em Huawei Watch Kids 4 Pro,2740000,Huawei,Smartwatch,4.9,4270,https://www.thegioididong.com/dong-ho-thong-minh/huawei-watch-kids-4-pro,2024,2025-09-09 19:33:03,Hãng không công bố,8 GB,Kính cường lực,1.41 inch,AMOLED,Harmony OS,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)",Bluetooth v4.2,800 mAh,57.5 g,Nhựa
335763,Vòng đeo tay thông minh Huawei Band 10 viền nhôm,800000,Huawei,Smartband,4.9,3685,https://www.thegioididong.com/dong-ho-thong-minh/huawei-band-10-vien-nhom,04/2025,2025-09-09 19:33:03,Hãng không công bố,Hãng không công bố,Kính cường lực,1.47 inch,AMOLED,Harmony OS,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)",Bluetooth v5.0,180 mAh,15 g,Hợp kim nhôm
336875,Amazfit Active 2 Sapphire 43.9mm dây da,3100000,Amazfit,Smartwatch,4.9,180,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-active-2-premium,03/2025,2025-09-09 19:33:03,RTL 8763EFL,512 MB,Kính Sapphire,1.32 inch,AMOLED,Zepp OS,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)",Bluetooth v5.2,270 mAh,31.65 g,Khung Polyme - Viền thép không gỉ
325375,Huawei Watch Fit 3 43.2mm dây silicone,2090000,Huawei,Smartwatch,4.9,21862,https://www.thegioididong.com/dong-ho-thong-minh/huawei-watch-fit-3,05/2024,2025-09-09 19:33:04,Hãng không công bố,Hãng không công bố,Kính cường lực,1.82 inch,AMOLED,Harmony OS,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)",Bluetooth v5.2,400 mAh,26 g,Hợp kim nhôm
332028,Apple Watch SE 2 2023 GPS 44mm viền nhôm dây vải,5990000,Apple,Smartwatch,5.0,277,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-se-2-2023-gps-44mm-vien-nhom-day-vai,09/2023,2025-09-09 19:33:04,Apple S8,32 GB,Ion-X strengthened glass,Hãng không công bố,OLED,watchOS phiên bản mới nhất,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)","Bluetooth v5.3, GPS, Wifi",Hãng không công bố,32.9 g,Hợp kim nhôm
337839,Nhẫn thông minh Samsung Galaxy Ring Size 12,9810000,Samsung,Smartband,5.0,3,https://www.thegioididong.com/dong-ho-thong-minh/samsung-galaxy-ring-size-12,05/2025,2025-09-09 19:33:07,Hãng không công bố,8 MB,,,,Zephyr RTOS,"Chống nước 10 ATM (Bơi, lặn vùng nước nông)",Bluetooth v5.4,23.5 mAh,3.0 g,
329945,Amazfit T-Rex 3 47.1mm dây silicone,5190000,Amazfit,Smartwatch,5.0,589,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-t-rex-3,10/2024,2025-09-09 19:33:09,Hãng không công bố,32 GB,Kính cường lực,1.5 inch,AMOLED,Zepp OS 4,"Chống nước 10 ATM (Bơi, lặn vùng nước nông)",Bluetooth v5.2,700 mAh,68.3 g,Khung Polyme - Viền thép không gỉ
329945,Amazfit T-Rex 3 47.1mm dây silicone,5190000,Amazfit,Smartwatch,5.0,589,https://www.thegioididong.com/dong-ho-thong-minh/amazfit-t-rex-3,10/2024,2025-09-09 19:33:09,Hãng không công bố,32 GB,Kính cường lực,1.5 inch,AMOLED,Zepp OS 4,"Chống nước 10 ATM (Bơi, lặn vùng nước nông)",Bluetooth v5.2,700 mAh,68.3 g,Khung Polyme - Viền thép không gỉ
316007,Apple Watch SE 2 GPS 40mm viền nhôm dây thể thao,5790000,Apple,Smartwatch,4.9,9188,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-se-2-40mm-vien-nhom-day-silicone,09/2024,2025-09-09 19:33:09,Apple S8,32 GB,Ion-X strengthened glass,Hãng không công bố,OLED,watchOS phiên bản mới nhất,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)","Bluetooth v5.3, GPS, Wifi",Hãng không công bố,26.4 g,Hợp kim nhôm
339434,Đồng hồ định vị trẻ em Masstel Smart Hero Star,1090000,Masstel,Smartwatch,4.9,2481,https://www.thegioididong.com/dong-ho-thong-minh/masstel-smart-hero-star,2025,2025-09-09 19:33:11,ASR3603S,24 MB,Kính thường,1.4 inch,IPS,RTOS,"Kháng nước IP67 (Rửa tay, đi mưa)",,680 mAh,47.5 g,Nhựa
329153,Apple Watch Series 10 42mm viền nhôm dây thể thao,10590000,Apple,Smartwatch,4.9,5053,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-s10,09/2024,2025-09-09 19:33:11,Apple S10 SiP,64 GB,Ion-X strengthened glass,Hãng không công bố,OLED,watchOS phiên bản mới nhất,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)","Bluetooth v5.3, NFC",Hãng không công bố,30 g,Hợp kim nhôm
330178,Huawei Watch GT 5 46mm viền thép dây cao su,3900000,Huawei,Smartwatch,4.9,3911,https://www.thegioididong.com/dong-ho-thong-minh/huawei-watch-gt-5-46mm-vien-thep-day-cao-su,05/2025,2025-09-09 19:33:11,Hãng không công bố,Hãng không công bố,Kính cường lực,1.43 inch,AMOLED,Harmony OS,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)","Bluetooth v5.2, NFC",Hãng không công bố,48 g,Thép không gỉ
316003,Apple Watch SE 2 GPS + Cellular 40mm viền nhôm dây thể thao,6990000,Apple,Smartwatch,4.9,1221,https://www.thegioididong.com/dong-ho-thong-minh/apple-watch-se-2-lte-40mm-vien-nhom-day-silicone,09/2024,2025-09-09 19:33:15,Apple S8,32 GB,Ion-X strengthened glass,Hãng không công bố,OLED,watchOS phiên bản mới nhất,"Chống nước 5 ATM - ISO 228102010 (Tắm, bơi vùng nước nông)","Bluetooth v5.3, GPS, Wifi",Hãng không công bố,27.8 g,Hợp kim nhôm
