id,name,price,brand,category,chipset,ram,storage,screen_size,screen_tech,screen_resolution,screen_frequency,operating_system,battery,rating,reviews_count,url,created_at,updated_at
320336,Điện thoại Xiaomi 15 5G 12GB/512GB,21700000,Xiaomi,Smartphone,Qualcomm Snapdragon 8 Elite 8 nhân,12 GB,512 GB,"6.36""",AMOLED,1.5K (1200 x 2670 Pixels),120 Hz,Xiaomi HyperOS 2,5240 mAh,4.9,1056,https://www.thegioididong.com/dtdd/xiaomi-15,03/2025,2025-09-02 15:16:34
339177,Điện thoại OPPO Reno14 F 5G 12GB/256GB,10790000,OPPO,Smartphone,Snapdragon 6 Gen 1 5G 8 nhân,12 GB,256 GB,"6.57""",AMOLED,Full HD+ (1080 x 2372 Pixels),120 Hz,Android 15,6000 mAh,4.9,43566,https://www.thegioididong.com/dtdd/oppo-reno14-f-5g-12gb-256gb,07/2025,2025-09-02 15:16:34
329143,Điện thoại iPhone 16 Pro 128GB,25090000,iPhone (Apple),Smartphone,Apple A18 Pro 6 nhân,8 GB,128 GB,"6.3""",OLED,Super Retina XDR (1206 x 2622 Pixels),120 Hz,iOS 18,27 giờ,4.9,27518,https://www.thegioididong.com/dtdd/iphone-16-pro,09/2024,2025-09-02 15:16:35
324893,Điện thoại HONOR X8b 8GB/512GB,6960000,HONOR,Smartphone,Snapdragon 680,8 GB,512 GB,"6.7""",AMOLED,Full HD+ (1080 x 2412 Pixels),90 Hz,Android 13,4500 mAh,4.9,16141,https://www.thegioididong.com/dtdd/honor-x8b,04/2024,2025-09-02 15:16:36
334404,Điện thoại OPPO A5 Pro 5G 8GB/256GB,8040000,OPPO,Smartphone,MediaTek Dimensity 6300 5G 8 nhân,8 GB,256 GB,"6.67""",IPS LCD,HD+ (720 x 1604 Pixels),120 Hz,Android 15,5800 mAh,4.9,32574,https://www.thegioididong.com/dtdd/oppo-a5-pro-5g,03/2025,2025-09-02 15:16:36
333147,Điện thoại Xiaomi Redmi Note 14 8GB/128GB,5150000,Xiaomi,Smartphone,MediaTek Helio G99-Ultra 8 nhân,8 GB,128 GB,"6.67""",AMOLED,Full HD+ (1080 x 2400 Pixels),120 Hz,Xiaomi HyperOS (Android 14),5500 mAh,4.9,139367,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-8gb-128gb,01/2025,2025-09-02 15:16:36
336941,Điện thoại Xiaomi 15 Ultra 5G 16GB/1TB,32500000,Xiaomi,Smartphone,Qualcomm Snapdragon 8 Elite 8 nhân,16 GB,1 TB,"6.73""",AMOLED,2K+ (1440 x 3200 Pixels),120 Hz,Xiaomi HyperOS 2,5410 mAh,5.0,54,https://www.thegioididong.com/dtdd/xiaomi-15-ultra-5g-1tb,03/2025,2025-09-02 15:16:37
332938,Điện thoại Xiaomi Redmi Note 14 Pro 5G 8GB/256GB,7920000,Xiaomi,Smartphone,MediaTek Dimensity 7300-Ultra 8 nhân,8 GB,256 GB,"6.67""",AMOLED,1.5K (1220 x 2712 Pixels),120 Hz,Xiaomi HyperOS (Android 14),5110 mAh,4.9,40408,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro-5g,01/2025,2025-09-02 15:16:38
329150,Điện thoại iPhone 16 Pro Max 512GB,36790000,iPhone (Apple),Smartphone,Apple A18 Pro 6 nhân,8 GB,512 GB,"6.9""",OLED,Super Retina XDR (1320 x 2868 Pixels),120 Hz,iOS 18,33 giờ,5.0,33068,https://www.thegioididong.com/dtdd/iphone-16-pro-max-512gb,09/2024,2025-09-02 15:16:39
336619,Điện thoại realme 14T 5G 8GB/256GB,7840000,realme,Smartphone,MediaTek Dimensity 6300 5G 8 nhân,8 GB,256 GB,"6.67""",AMOLED,Full HD+ (1080 x 2400 Pixels),120 Hz,Android 15,6000 mAh,5.0,5111,https://www.thegioididong.com/dtdd/realme-14t-5g-8gb,05/2025,2025-09-02 15:16:39
335234,Điện thoại Samsung Galaxy A06 5G 6GB/128GB,4210000,Samsung,Smartphone,MediaTek Dimensity 6300 5G 8 nhân,6 GB,128 GB,"6.7""",PLS LCD,HD+ (720 x 1600 Pixels),90 Hz,Android 15,5000 mAh,4.9,62917,https://www.thegioididong.com/dtdd/samsung-galaxy-a06-5g-6gb-128gb,03/2025,2025-09-02 15:16:42
332236,Điện thoại realme C75 8GB/512GB,7060000,realme,Smartphone,MediaTek Helio G92 Max 8 nhân,8 GB,512 GB,"6.72""",IPS LCD,Full HD+ (1080 x 2400 Pixels),90 Hz,Android 14,6000 mAh,4.9,5762,https://www.thegioididong.com/dtdd/realme-c75-8gb-512gb,11/2024,2025-09-02 15:16:42
334970,Điện thoại Tecno Spark 30C 6GB/128GB,3240000,Tecno,Smartphone,MediaTek Helio G81 8 nhân,6 GB,128 GB,"6.67""",IPS LCD,HD+ (720 x 1600 Pixels),120 Hz,Android 14,5000 mAh,4.9,1304,https://www.thegioididong.com/dtdd/tecno-spark-30c,03/2025,2025-09-02 15:16:43
289663,Điện thoại iPhone 14 256GB,15690000,iPhone (Apple),Smartphone,Apple A15 Bionic,6 GB,256 GB,"6.1""",OLED,Super Retina XDR (1170 x 2532 Pixels),60 Hz,iOS 17,3279 mAh,4.9,3727,https://www.thegioididong.com/dtdd/iphone-14-256gb,09/2022,2025-09-02 15:16:43
309835,Điện thoại OPPO Find N3 Flip 5G 12GB/256GB Đen/Vàng đồng,13990000,OPPO,Smartphone,MediaTek Dimensity 9200 5G 8 nhân,12 GB,256 GB,"6.8""",AMOLED,Chính: FHD+ (1080 x 2520 Pixels) & Phụ: SD (382 x 720 Pixels),120 Hz,Android 13,4300 mAh,4.9,1586,https://www.thegioididong.com/dtdd/oppo-find-n3-flip,10/2023,2025-09-02 15:16:43
337846,Điện thoại OPPO A5x 4GB/64GB,3430000,OPPO,Smartphone,Snapdragon 6s Gen 1 8 nhân,4 GB,64 GB,"6.67""",IPS LCD,HD+ (720 x 1604 Pixels),90 Hz,Android 15,6000 mAh,4.9,18273,https://www.thegioididong.com/dtdd/oppo-a5x-4gb-64gb,06/2025,2025-09-02 15:16:44
329141,Điện thoại iPhone 16 Plus 512GB,31290000,iPhone (Apple),Smartphone,Apple A18 6 nhân,8 GB,512 GB,"6.7""",OLED,Super Retina XDR (1290 x 2796 Pixels),60 Hz,iOS 18,27 giờ,5.0,388,https://www.thegioididong.com/dtdd/iphone-16-plus-512gb,09/2024,2025-09-02 15:16:44
339177,Điện thoại OPPO Reno14 F 5G 12GB/256GB,10790000,OPPO,Smartphone,Snapdragon 6 Gen 1 5G 8 nhân,12 GB,256 GB,"6.57""",AMOLED,Full HD+ (1080 x 2372 Pixels),120 Hz,Android 15,6000 mAh,4.9,43566,https://www.thegioididong.com/dtdd/oppo-reno14-f-5g-12gb-256gb,07/2025,2025-09-02 15:16:44
223602,Điện thoại iPhone 13 128GB,11690000,iPhone (Apple),Smartphone,Apple A15 Bionic,4 GB,128 GB,"6.1""",OLED,Super Retina XDR (1170 x 2532 Pixels),60 Hz,iOS 17,3240 mAh,4.9,245089,https://www.thegioididong.com/dtdd/iphone-13,09/2021,2025-09-02 15:16:44
325800,Điện thoại Xiaomi Redmi 13 6GB/128GB,3920000,Xiaomi,Smartphone,MediaTek Helio G91 Ultra 8 nhân,6 GB,128 GB,"6.79""",IPS LCD,Full HD+ (1080 x 2460 Pixels),90 Hz,Android 14,5030 mAh,4.9,184290,https://www.thegioididong.com/dtdd/xiaomi-redmi-13-6gb-128gb,06/2024,2025-09-02 15:16:44
339243,Điện thoại HONOR 400 5G 12GB/256GB Vàng,13050000,HONOR,Smartphone,Snapdragon 7 Gen 3 8 nhân,12 GB,256 GB,"6.55""",AMOLED,1.5K (1264 x 2736 Pixels),120 Hz,Android 15,6000 mAh,5.0,217,https://www.thegioididong.com/dtdd/honor-400,06/2025,2025-09-02 15:16:45
333770,Điện thoại HONOR X5b Plus 4GB/128GB,2740000,HONOR,Smartphone,MediaTek Helio G36 8 nhân,4 GB,128 GB,"6.56""",TFT LCD,HD+ (720 x 1612 Pixels),90 Hz,Android 14,5200 mAh,4.9,9924,https://www.thegioididong.com/dtdd/honor-x5b-plus,01/2025,2025-09-02 15:16:45
329135,Điện thoại iPhone 16 128GB,18890000,iPhone (Apple),Smartphone,Apple A18 6 nhân,8 GB,128 GB,"6.1""",OLED,Super Retina XDR (1179 x 2556 Pixels),60 Hz,iOS 18,22 giờ,4.9,18853,https://www.thegioididong.com/dtdd/iphone-16,09/2024,2025-09-02 15:16:45
342406,Điện thoại OPPO A5i 6GB/128GB,4490000,OPPO,Smartphone,Snapdragon 6s Gen 1 8 nhân,6 GB,128 GB,"6.67""",IPS LCD,HD+ (720 x 1604 Pixels),90 Hz,Android 14,5100 mAh,5.0,13,https://www.thegioididong.com/dtdd/oppo-a5i-6gb-128gb,07/2025,2025-09-02 15:16:46
332934,Điện thoại OPPO Reno13 5G 12GB/256GB,14200000,OPPO,Smartphone,MediaTek Dimensity 8350 5G 8 nhân,12 GB,256 GB,"6.59""",AMOLED,1.5K (1256 x 2760 Pixles),120 Hz,Android 15,5600 mAh,4.9,21468,https://www.thegioididong.com/dtdd/oppo-reno13-5g,01/2025,2025-09-02 15:16:47
331207,Điện thoại Samsung Galaxy A16 8GB/128GB,5000000,Samsung,Smartphone,MediaTek Helio G99,8 GB,128 GB,"6.7""",Super AMOLED,Full HD+ (1080 x 2340 Pixels),90 Hz,Android 14,5000 mAh,4.9,145899,https://www.thegioididong.com/dtdd/samsung-galaxy-a16-8gb-128gb,11/2024,2025-09-02 15:16:47
223602,Điện thoại iPhone 13 128GB,11690000,iPhone (Apple),Smartphone,Apple A15 Bionic,4 GB,128 GB,"6.1""",OLED,Super Retina XDR (1170 x 2532 Pixels),60 Hz,iOS 17,3240 mAh,4.9,245089,https://www.thegioididong.com/dtdd/iphone-13,09/2021,2025-09-02 15:16:48
328750,Điện thoại Samsung Galaxy A06 6GB/128GB,3530000,Samsung,Smartphone,MediaTek Helio G85,6 GB,128 GB,"6.7""",PLS LCD,HD+ (720 x 1600 Pixels),60 Hz,Android 14,5000 mAh,4.9,194385,https://www.thegioididong.com/dtdd/samsung-galaxy-a06-6gb-128gb,08/2024,2025-09-02 15:16:49
335177,Điện thoại Samsung Galaxy A56 5G 8GB/128GB,8310000,Samsung,Smartphone,Exynos 1580 8 nhân,8 GB,128 GB,"6.7""",Super AMOLED,Full HD+ (1080 x 2340 Pixels),120 Hz,Android 15,5000 mAh,4.9,1696,https://www.thegioididong.com/dtdd/samsung-galaxy-a56-8gb-128gb,03/2025,2025-09-02 15:16:49
335229,Điện thoại vivo Y04 6GB/128GB,3920000,vivo,Smartphone,Unisoc T7225 8 nhân,6 GB,128 GB,"6.74""",IPS LCD,HD+ (720 x 1600 Pixels),90 Hz,Android 14,5500 mAh,5.0,1573,https://www.thegioididong.com/dtdd/vivo-y04-6gb-128gb,04/2025,2025-09-02 15:16:50
334169,Điện thoại Xiaomi 15 Ultra 5G 16GB/512GB,31360000,Xiaomi,Smartphone,Qualcomm Snapdragon 8 Elite 8 nhân,16 GB,512 GB,"6.73""",AMOLED,2K+ (1440 x 3200 Pixels),120 Hz,Xiaomi HyperOS 2,5410 mAh,5.0,519,https://www.thegioididong.com/dtdd/xiaomi-15-ultra,03/2025,2025-09-02 15:16:50
323005,Điện thoại vivo Y03 4GB/64GB,2940000,vivo,Smartphone,MediaTek Helio G85,4 GB,64 GB,"6.56""",IPS LCD,HD+ (720 x 1612 Pixels),90 Hz,Android 14,5000 mAh,4.9,14475,https://www.thegioididong.com/dtdd/vivo-y03-64gb,03/2024,2025-09-02 15:16:50
334227,Điện thoại vivo Y29 8GB/256GB,6960000,vivo,Smartphone,Snapdragon 685 8 nhân,8 GB,256 GB,"6.68 """,IPS LCD,HD+ (720 x 1608 Pixels),120 Hz,Android 15,6500 mAh,4.9,20288,https://www.thegioididong.com/dtdd/vivo-y29-8gb-256gb,03/2025,2025-09-02 15:16:52
338920,Điện thoại vivo Y19s Pro 4GB/128GB,4410000,vivo,Smartphone,Unisoc Tiger T612,4 GB,128 GB,"6.68 """,IPS LCD,HD+ (720 x 1608 Pixels),90 Hz,Android 15,6000 mAh,5.0,5915,https://www.thegioididong.com/dtdd/vivo-y19s-pro,06/2025,2025-09-02 15:16:52
329137,Điện thoại iPhone 16 512GB,28390000,iPhone (Apple),Smartphone,Apple A18 6 nhân,8 GB,512 GB,"6.1""",OLED,Super Retina XDR (1179 x 2556 Pixels),60 Hz,iOS 18,22 giờ,5.0,297,https://www.thegioididong.com/dtdd/iphone-16-512gb,09/2024,2025-09-02 15:16:53
338920,Điện thoại vivo Y19s Pro 4GB/128GB,4410000,vivo,Smartphone,Unisoc Tiger T612,4 GB,128 GB,"6.68 """,IPS LCD,HD+ (720 x 1608 Pixels),90 Hz,Android 15,6000 mAh,5.0,5915,https://www.thegioididong.com/dtdd/vivo-y19s-pro,06/2025,2025-09-02 15:16:53
336408,Điện thoại vivo V50 Lite 5G 8GB/256GB,9510000,vivo,Smartphone,MediaTek Dimensity 6300 5G 8 nhân,8 GB,256 GB,"6.77""",AMOLED,Full HD+ (1080 x 2392 Pixels),120 Hz,Android 15,6500 mAh,4.9,10052,https://www.thegioididong.com/dtdd/vivo-v50-lite-5g,05/2025,2025-09-02 15:16:53
339272,Điện thoại HONOR 400 Pro 5G 12GB/512GB,18310000,HONOR,Smartphone,Snapdragon 8 Gen 3 8 nhân,12 GB,512 GB,"6.7""",AMOLED,1.5K (1280 x 2800 Pixels),120 Hz,Android 15,6000 mAh,4.9,205,https://www.thegioididong.com/dtdd/honor-400-pro,06/2025,2025-09-02 15:16:56
333148,Điện thoại Xiaomi Redmi Note 14 8GB/256GB,5580000,Xiaomi,Smartphone,MediaTek Helio G99-Ultra 8 nhân,8 GB,256 GB,"6.67""",AMOLED,Full HD+ (1080 x 2400 Pixels),120 Hz,Xiaomi HyperOS (Android 14),5500 mAh,4.9,70204,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-8gb-256gb,01/2025,2025-09-02 15:16:56
334932,Điện thoại Samsung Galaxy A56 5G 12GB/256GB,10980000,Samsung,Smartphone,Exynos 1580 8 nhân,12 GB,256 GB,"6.7""",Super AMOLED,Full HD+ (1080 x 2340 Pixels),120 Hz,Android 15,5000 mAh,4.9,31477,https://www.thegioididong.com/dtdd/samsung-galaxy-a56,03/2025,2025-09-02 15:16:57
334930,Điện thoại Samsung Galaxy A36 5G 12GB/256GB,9310000,Samsung,Smartphone,Snapdragon 6 Gen 3 8 nhân,12 GB,256 GB,"6.7""",Super AMOLED,Full HD+ (1080 x 2340 Pixels),120 Hz,Android 15,5000 mAh,4.9,6549,https://www.thegioididong.com/dtdd/samsung-galaxy-a36,03/2025,2025-09-02 15:16:57
339177,Điện thoại OPPO Reno14 F 5G 12GB/256GB,10790000,OPPO,Smartphone,Snapdragon 6 Gen 1 5G 8 nhân,12 GB,256 GB,"6.57""",AMOLED,Full HD+ (1080 x 2372 Pixels),120 Hz,Android 15,6000 mAh,4.9,43566,https://www.thegioididong.com/dtdd/oppo-reno14-f-5g-12gb-256gb,07/2025,2025-09-02 15:16:57
332938,Điện thoại Xiaomi Redmi Note 14 Pro 5G 8GB/256GB,7920000,Xiaomi,Smartphone,MediaTek Dimensity 7300-Ultra 8 nhân,8 GB,256 GB,"6.67""",AMOLED,1.5K (1220 x 2712 Pixels),120 Hz,Xiaomi HyperOS (Android 14),5110 mAh,4.9,40408,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro-5g,01/2025,2025-09-02 15:16:57
329136,Điện thoại iPhone 16 256GB,22190000,iPhone (Apple),Smartphone,Apple A18 6 nhân,8 GB,256 GB,"6.1""",OLED,Super Retina XDR (1179 x 2556 Pixels),60 Hz,iOS 18,22 giờ,4.9,6364,https://www.thegioididong.com/dtdd/iphone-16-256gb,09/2024,2025-09-02 15:16:58
332938,Điện thoại Xiaomi Redmi Note 14 Pro 5G 8GB/256GB,7920000,Xiaomi,Smartphone,MediaTek Dimensity 7300-Ultra 8 nhân,8 GB,256 GB,"6.67""",AMOLED,1.5K (1220 x 2712 Pixels),120 Hz,Xiaomi HyperOS (Android 14),5110 mAh,4.9,40408,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro-5g,01/2025,2025-09-02 15:16:59
337742,Điện thoại realme C71 6GB/128GB,4410000,realme,Smartphone,Unisoc T7250 8 nhân,6 GB,128 GB,"6.67""",TFT LCD,HD+ (720 x 1604 Pixels),120 Hz,Android 15,6300 mAh,4.9,17326,https://www.thegioididong.com/dtdd/realme-c71-6gb,06/2025,2025-09-02 15:16:59
333363,Điện thoại Samsung Galaxy S25 5G 12GB/256GB,17790000,Samsung,Smartphone,Qualcomm Snapdragon 8 Elite For Galaxy 8 nhân,12 GB,256 GB,"6.2""",Dynamic AMOLED 2X,Full HD+ (1080 x 2340 Pixels),120 Hz,Android 15,4000 mAh,4.9,4174,https://www.thegioididong.com/dtdd/samsung-galaxy-s25,01/2025,2025-09-02 15:16:59
331512,Điện thoại HONOR X7c 8GB/256GB,5200000,HONOR,Smartphone,Snapdragon 685 8 nhân,8 GB,256 GB,"6.77""",IPS LCD,HD+ (720 x 1610 Pixels),120 Hz,Android 14,6000 mAh,4.9,7915,https://www.thegioididong.com/dtdd/honor-x7c,11/2024,2025-09-02 15:16:59
335925,Điện thoại Samsung Galaxy S25 Edge 5G 12GB/256GB,23490000,Samsung,Smartphone,Qualcomm Snapdragon 8 Elite For Galaxy 8 nhân,12 GB,256 GB,"6.7""",Dynamic AMOLED 2X,2K+ (1440 x 3120 Pixels),120 Hz,Android 15,3900 mAh,5.0,453,https://www.thegioididong.com/dtdd/samsung-galaxy-s25-edge-5g,05/2025,2025-09-02 15:17:00
331201,Điện thoại vivo Y19s 4GB/128GB,3720000,vivo,Smartphone,Unisoc Tiger T612,4 GB,128 GB,"6.68 """,IPS LCD,HD+ (720 x 1608 Pixels),90 Hz,Android 14,5500 mAh,4.9,10961,https://www.thegioididong.com/dtdd/vivo-y19s-4gb-128gb,11/2024,2025-09-02 15:17:00
