sku,name,price,brand,category,rating,reviews_count,url,release_date,updated_at,cpu,cpu_cores,cpu_threads,cpu_speed,gpu,ram,max_ram,ram_type,ram_bus,storage,webcam,screen_panel,screen_size,screen_tech,screen_res,screen_rate,screen_nits,os,battery,weight,material,connectivity,ports
343122,"Laptop Acer Aspire Lite 15 AL15 72P 581V - NX.D4CSV.001 (i5 13500H, 16GB, 512GB, Full HD, Win11)",15990000,Acer,Laptop,5.0,66,https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-72p-581v-i5-13500h-nx-d4csv-001,2025,2025-09-24 07:18:42,Intel Core i5 Raptor Lake - 13500H,12,16,2.60 GHz (Lên đến 4.70 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,16 GB,64 GB,DDR5 (1 khe 16 GB + 1 khe rời),2400 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",FHD 1080p,IPS,"15.6""","LED-backlit TFT LCD, Wide viewing angle, Acer ComfyView",Full HD (1920 x 1080),60Hz,,Windows 11 Home SL,"3-cell Li-ion, 58 Wh",1.79 kg,Vỏ nhựa,"Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 5.1","Jack tai nghe 3.5 mm, 3 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (hỗ trợ truyền dữ liệu, Power Delivery,DisplayPort), HDMI 1.4"
327707,"Laptop MSI Gaming Cyborg 15 A13VEK - 1423VN (i7 13620H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",25190000,MSI,Laptop,5.0,701,https://www.thegioididong.com/laptop/msi-cyborg-15-a13vek-i7-1423vn,2024,2025-09-24 07:18:42,Intel Core i7 Raptor Lake - 13620H,10,16,2.40 GHz (Lên đến 4.90 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16 GB,64 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5200 MHz,512 GB SSD NVMe PCIe Gen 4.0,HD webcam,IPS,"15.6""","Chống chói Anti Glare, 250 nits",Full HD (1920 x 1080),144Hz,250 nits,Windows 11 Home SL,"3-cell, 53.5Wh",1.98 kg,Vỏ nhựa - nắp lưng bằng kim loại,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort), LAN (RJ45)"
338312,"Laptop Dell Inspiron 14 5440 - N4I5211W1 (Core 5 120U, 16GB, 512GB, Full HD+, OfficeHS, Win11)",22890000,Dell,Laptop,5.0,147,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-5-n4i5211w1,2024,2025-09-24 07:18:43,Intel Core 5 Raptor Lake - 120U,10,12,1.40 GHz (Lên đến 5.00 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,32 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Full HD Webcam,,"14""","Display with ComfortView, Chống chói Anti Glare, 250 nits, WVA",Full HD+ (1920 x 1200),60Hz,250 nits,Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,"4-cell, 54Wh",1.67 kg,Vỏ nhựa,"Wi-Fi 6 (802.11ax), Bluetooth 5.3","2 x USB 3.2, HDMI, 1 x Headphone/microphone combo, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)"
314630,"Laptop Acer Gaming Aspire 5 A515 58GM 51LB - NX.KQ4SV.002 (i5 13420H, 16GB, 512GB, RTX 2050 4GB, Full HD, Win11)",16790000,Acer,Laptop,4.9,6340,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58gm-51lb-i5-nxkq4sv002,2023,2025-09-24 07:18:43,Intel Core i5 Raptor Lake - 13420H,8,12,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 2050, 4 GB",16 GB,32 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB), Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng",Full HD Webcam,IPS,"15.6""",Acer ComfyView,Full HD (1920 x 1080),60Hz,,Windows 11 Home SL,"3-cell, 50Wh",1.7 kg,Vỏ nhựa - nắp lưng bằng kim loại,"Wi-Fi 6E (802.11ax), Bluetooth 5.1","Jack tai nghe 3.5 mm, 2 x USB Type-A, HDMI, 1 x USB Type-C (hỗ trợ USB, Thunderbolt 4), LAN (RJ45)"
339683,"Laptop Asus Vivobook 14 X1404VA - EB155WS (Core 5 120U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",15490000,Asus,Laptop,5.0,881,https://www.thegioididong.com/laptop/asus-vivobook-14-x1404va-core-5-eb155ws,2025,2025-09-24 07:18:44,Intel Core 5 Raptor Lake - 120U,10,12,1.40 GHz (Lên đến 5.00 GHz khi tải nặng),Card tích hợp - Intel Graphics,16 GB,24 GB,DDR4 (8 GB onboard + 1 khe 8 GB),3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",HD webcam,IPS,"14""","Chống chói Anti Glare, LED Backlit, 250 nits",Full HD (1920 x 1080),60Hz,250 nits,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,"3-cell Li-ion, 42 Wh",1.4 kg,Vỏ nhựa,"Bluetooth 5.2, Wi-Fi 6 (802.11ax)","1 x USB 2.0, Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, USB Type-C"
335553,"Laptop Lenovo Gaming LOQ 15IRX9 - 83DV00PSVN (i5 13450HX, 24GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",25190000,Lenovo,Laptop,5.0,687,https://www.thegioididong.com/laptop/lenovo-loq-15irx9-i5-83dv00psvn,2024,2025-09-24 07:18:45,Intel Core i5 Raptor Lake - 13450HX,10,16,2.40 GHz (Lên đến 4.60 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 3050, 6 GB",24 GB,32 GB,DDR5 (1 khe 12 GB + 1 khe 12 GB),4800 MHz,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",HD webcam,,"15.6""","Low Blue Light, G-Sync, Chống chói Anti Glare",Full HD (1920 x 1080),144Hz,,Windows 11 Home SL,60 Wh,2.38 kg,Vỏ nhựa,"Bluetooth 5.2, Wi-Fi 6 (802.11ax)","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, 1 x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery 140W và DisplayPort 1.4), LAN (RJ45)"
331506,"Laptop HP Envy x360 14 fc0162TU - AY8X1PA (Ultra 5 125U, 16GB, 512GB, 2.8K OLED, Cảm ứng, OfficeHS, Win11)",25890000,HP,Laptop,4.9,441,https://www.thegioididong.com/laptop/hp-envy-x360-14-fc0162tu-ultra-5-ay8x1pa,2024,2025-09-24 07:18:45,Intel Core Ultra 5 Meteor Lake - 125U,12,14,1.30 GHz (Lên đến 4.30 GHz khi tải nặng),Card tích hợp - Intel Graphics,16 GB,Không hỗ trợ nâng cấp,LPDDR5 (Onboard),6400 MHz,"512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",Camera IR 5 MP,OLED,"14""","Thời gian phản hồi 0.2 ms, Low Blue Light, LED UWVA, Corning Gorilla Glass 3, 400 nits, 500 nits (Khi bật HDR)",2.8K (2880 x 1800) - OLED,48 - 120 Hz,400 nits,Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,"3-cell Li-ion, 59 Wh",1.39 kg,Vỏ kim loại,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","2 x USB Type-A, HDMI, 1 x USB Type-C (USB Power Delivery, DisplayPort 2.1), 1 x Thunderbolt 4 with USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 2.1), 1 x Headphone/microphone combo"
338204,"Laptop HP Gaming VICTUS 15 fa2731TX - B85LNPA (i5 13420H, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",20690000,HP,Laptop,4.9,432,https://www.thegioididong.com/laptop/hp-victus-15-fa2731tx-i5-b85lnpa,2024,2025-09-24 07:18:46,Intel Core i5 Raptor Lake - 13420H,8,12,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 3050, 6 GB",16 GB,32 GB,DDR4 (1 khe 16 GB + 1 khe rời),3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",HD webcam,IPS,"15.6""","Chống chói Anti Glare, 300 nits",Full HD (1920 x 1080),144Hz,300 nits,Windows 11 Home SL,"3-cell, 52.5Wh",2.29 kg,Vỏ nhựa,"Wi-Fi 6 (802.11ax), Bluetooth 5.4","2 x USB 3.2, HDMI, 1 x USB Type-C (hỗ trợ DisplayPort 1.4), 1 x Headphone/microphone combo, LAN (RJ45)"
325247,"Laptop Dell Inspiron 15 3530 - P16WD (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeHS, Win11)",21990000,Dell,Laptop,4.9,2710,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-p16wd,2024,2025-09-24 07:18:46,Intel Core i7 Raptor Lake - 1355U,10,12,1.70 GHz (Lên đến 5.00 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),2666 MHz,1 TB SSD M.2 PCIe,HD webcam,,"15.6""","Chống chói Anti Glare, LED Backlit, WVA",Full HD (1920 x 1080),120Hz,,Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,"4-cell, 54Wh",1.65 kg,Vỏ nhựa,"Bluetooth 5.0, Wi-Fi 6 (802.11ax)","1 x USB 2.0, Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB Type-C"
342024,Laptop MacBook Air 13 inch M4 16GB/256GB Sạc 70W,26090000,MacBook,Laptop,5.0,306,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-16gb-256gb-sac-70w,03/2025,2025-09-24 07:18:46,Apple M4 - Hãng không công bố,10,Hãng không công bố,120 GB/s memory bandwidth,Card tích hợp - 8 nhân GPU,16 GB,Không hỗ trợ nâng cấp,Hãng không công bố,Hãng không công bố,256 GB SSD,1080p FaceTime HD camera,IPS,"13.6""","Wide color (P3), 500 nits brightness, True Tone Technology, 1 tỷ màu",Liquid Retina (2560 x 1664),Hãng không công bố,500 nits,macOS Sequoia,"Li-Po, 53.8 Wh",1.24 kg,Vỏ nhôm tái chế 100%,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, MagSafe 3, 2 x, Thunderbolt 4.0 (hỗ trợ USB 4, USB Type-C, DisplayPort và Power Delivery)"
313973,"Laptop HP Gaming VICTUS 16 r0130TX - 8C5N5PA (i5 13500H, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",20590000,HP,Laptop,4.9,445,https://www.thegioididong.com/laptop/hp-gaming-victus-16-r0130tx-i5-8c5n5pa,2023,2025-09-24 07:18:46,Intel Core i5 Raptor Lake - 13500H,12,16,2.60 GHz (Lên đến 4.70 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 3050, 6 GB",16 GB,32 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5200 MHz,512 GB SSD NVMe PCIe,Full HD Webcam,IPS,"16.1""","Chống chói Anti Glare, 250 nits",Full HD (1920 x 1080),144Hz,250 nits,Windows 11 Home SL,"4-cell Li-ion, 70 Wh",2.34 kg,Vỏ nhựa,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, LAN (RJ45), 1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)"
340565,"Laptop Asus Vivobook 15 OLED A1505VA - MA570WS (i7 13620H, 16GB, 512GB, 2.8K OLED 120Hz, OfficeH24+365, Win11)",19990000,Asus,Laptop,5.0,224,https://www.thegioididong.com/laptop/asus-vivobook-a1505va-i7-ma570ws,2025,2025-09-24 07:18:46,Intel Core i7 Raptor Lake - 13620H,10,16,2.40 GHz (Lên đến 4.90 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,16 GB,24 GB,DDR4 (8 GB onboard + 1 khe 8 GB),3200 MHz,512 GB SSD NVMe PCIe Gen 4.0,HD webcam,OLED,"15.6""","Màn hình bảo vệ mắt - EYE CARE, Chuẩn DisplayHDR True Black 600, Low Blue Light, 600 nits (Khi bật HDR), 1.07 tỷ màu",2.8K (2880 x 1620) - OLED,120Hz,600 nits,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,"3-cell, 50Wh",1.7 kg,Vỏ nhựa,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","1 x USB 2.0, Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 1 x USB Type-C (chỉ hỗ trợ Power Delivery)"
335375,Laptop MacBook Air 15 inch M4 24GB/256GB,35290000,MacBook,Laptop,5.0,52,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-24gb-256gb,03/2025,2025-09-24 07:18:46,Apple M4 - Hãng không công bố,10,Hãng không công bố,120 GB/s memory bandwidth,Card tích hợp - 10 nhân GPU,24 GB,Không hỗ trợ nâng cấp,Hãng không công bố,Hãng không công bố,256 GB SSD,1080p FaceTime HD camera,IPS,"15.3""","Wide color (P3), 500 nits brightness, True Tone Technology, 1 tỷ màu",Liquid Retina,Hãng không công bố,500 nits,macOS Sequoia,"Li-Po, 66.5 Wh",1.51 kg,Vỏ nhôm tái chế 100%,"Wi-Fi 6E (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, MagSafe 3, 2 x, Thunderbolt 4.0 (hỗ trợ USB 4, USB Type-C, DisplayPort và Power Delivery)"
338316,"Laptop Dell Inspiron 15 3530 - N3530-i5U165W11SLU-BL (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",17490000,Dell,Laptop,5.0,470,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n3530-i5u165w11slu-bl,2025,2025-09-24 07:18:47,Intel Core i5 Raptor Lake - 1334U,10,12,1.30 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),2666 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB), Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1 TB)",HD webcam,,"15.6""","Chống chói Anti Glare, 250 nits, WVA",Full HD (1920 x 1080),120Hz,250 nits,Windows 11 Home SL + Office Home 2024 vĩnh viễn,"3-cell Li-ion, 41 Wh",1.66 kg,Vỏ nhựa,"Wi-Fi 6 (802.11ax), Bluetooth 5.3","1 x USB 2.0, Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB Type-C"
338000,"Laptop MSI Gaming Katana 15 B13VEK - 2416VN (i5 13420H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",23290000,MSI,Laptop,5.0,26,https://www.thegioididong.com/laptop/msi-katana-15-b13vek-i5-2416vn,2025,2025-09-24 07:18:47,Intel Core i5 Raptor Lake - 13420H,8,12,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16 GB,64 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5200 MHz,512 GB SSD NVMe PCIe,HD webcam,IPS,"15.6""",,Full HD (1920 x 1080),144Hz,,Windows 11 Home SL,"3-cell, 53.5Wh",2.25 kg,Vỏ nhựa,Wi-Fi 6E (802.11ax),"1 x USB 2.0, 2 x USB 3.2, HDMI, 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort), LAN (RJ45)"
351612,"Laptop Dell Inspiron 15 3530 - N3530-i3U085W11SLU (i3 1305U, 8GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",11990000,Dell,Laptop,,,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i3-1305u-n3530-i3u085w11slu,2025,2025-09-24 07:18:47,Intel Core i3 Raptor Lake - 1305U,5,6,1.6GHz,Card tích hợp - Intel UHD Graphics,8 GB,16 GB,DDR4 (1 khe 8 GB + 1 khe rời),2666 MHz,"512 GB SSD M.2 PCIe Gen4x4 (Có thể tháo ra, lắp thanh khác tối đa 1TB (2230)), Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB)",HD webcam,WVA,"15.6""","Chống chói Anti Glare, 250 nits",Full HD (1920 x 1080),120Hz,250 nits,Windows 11 Home + Office Home 2024 + Microsoft 365 Basic,"3 cell, 41 Wh",1.66 kg,Vỏ nhựa,"Wi-Fi 6 (802.11ax), Bluetooth 5.3","1 x USB 3.2 Gen 1, 1 x USB 2.0, Jack tai nghe 3.5 mm, 1 x USB 3.2 Gen 1 Type-C, HDMI 1.4"
340491,"Laptop Lenovo V14 G4 AMN - 82YT00YNVN (R5 7520U, 16GB, 512GB, Full HD, Win11)",12490000,Lenovo,Laptop,5.0,380,https://www.thegioididong.com/laptop/lenovo-v14-g4-amn-r5-82yt00ynvn,2025,2025-09-24 07:18:48,AMD Ryzen 5 - 7520U,4,8,2.80 GHz (Lên đến 4.30 GHz khi tải nặng),Card tích hợp - AMD Radeon Graphics,16 GB,Không hỗ trợ nâng cấp,LPDDR5 (Onboard),5500 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",HD webcam,IPS,"14""","Chống chói Anti Glare, 300 nits",Full HD (1920 x 1080),Hãng không công bố,300 nits,Windows 11 Home SL,"2-cell, 38Wh",1.37 kg,Vỏ nhựa,"Bluetooth 5.2, Wi-Fi 6 (802.11ax)","2 x USB 3.2, HDMI, 1x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery và DisplayPort 1.2), 1 x Headphone/microphone combo, LAN (RJ45)"
325247,"Laptop Dell Inspiron 15 3530 - P16WD (i7 1355U, 16GB, 1TB, Full HD 120Hz, OfficeHS, Win11)",21990000,Dell,Laptop,4.9,2710,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-p16wd,2024,2025-09-24 07:18:49,Intel Core i7 Raptor Lake - 1355U,10,12,1.70 GHz (Lên đến 5.00 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),2666 MHz,1 TB SSD M.2 PCIe,HD webcam,,"15.6""","Chống chói Anti Glare, LED Backlit, WVA",Full HD (1920 x 1080),120Hz,,Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,"4-cell, 54Wh",1.65 kg,Vỏ nhựa,"Bluetooth 5.0, Wi-Fi 6 (802.11ax)","1 x USB 2.0, Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB Type-C"
231244,Laptop MacBook Air 13 inch M1 8GB/256GB (MGN63SA/A),16990000,MacBook,Laptop,4.9,14156,https://www.thegioididong.com/laptop/apple-macbook-air-2020-mgn63saa,2020,2025-09-24 07:18:49,Apple M1,8,Hãng không công bố,Hãng không công bố,Card tích hợp - 7 nhân GPU,8 GB,Không hỗ trợ nâng cấp,Hãng không công bố,Hãng không công bố,256 GB SSD,720p FaceTime Camera,IPS,"13.3""","LED Backlit, 400 nits, True Tone Technology",Retina (2560 x 1600),Hãng không công bố,400 nits,macOS,Lên đến 18 giờ,1.29 kg,Vỏ kim loại nguyên khối,"Bluetooth 5.0, Wi-Fi 6 (802.11ax)","Jack tai nghe 3.5 mm, 2 x Thunderbolt 3 (USB-C)"
311177,"Laptop HP Pavilion 15 eg3091TU - 8C5L2PA (i7 1355U, 16GB, 512GB, Full HD, Win11)",20590000,HP,Laptop,4.9,2349,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3091tu-i7-8c5l2pa,2023,2025-09-24 07:18:49,Intel Core i7 Raptor Lake - 1355U,10,12,1.70 GHz (Lên đến 5.00 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,32 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),3200 MHz,512 GB SSD NVMe PCIe,HD webcam,IPS,"15.6""","Chống chói Anti Glare, 250 nits",Full HD (1920 x 1080),60Hz,250 nits,Windows 11 Home SL,"3-cell Li-ion, 41 Wh",1.69 kg,Vỏ kim loại - Nắp lưng bằng nhựa,"Wi-Fi 6 (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)"
343122,"Laptop Acer Aspire Lite 15 AL15 72P 581V - NX.D4CSV.001 (i5 13500H, 16GB, 512GB, Full HD, Win11)",15990000,Acer,Laptop,5.0,66,https://www.thegioididong.com/laptop/acer-aspire-lite-15-al15-72p-581v-i5-13500h-nx-d4csv-001,2025,2025-09-24 07:18:49,Intel Core i5 Raptor Lake - 13500H,12,16,2.60 GHz (Lên đến 4.70 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,16 GB,64 GB,DDR5 (1 khe 16 GB + 1 khe rời),2400 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",FHD 1080p,IPS,"15.6""","LED-backlit TFT LCD, Wide viewing angle, Acer ComfyView",Full HD (1920 x 1080),60Hz,,Windows 11 Home SL,"3-cell Li-ion, 58 Wh",1.79 kg,Vỏ nhựa,"Wi-Fi 802.11 a/b/g/n/ac, Bluetooth 5.1","Jack tai nghe 3.5 mm, 3 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (hỗ trợ truyền dữ liệu, Power Delivery,DisplayPort), HDMI 1.4"
338322,"Laptop Asus Vivobook S16 S3607VA - RP055WS (i5 13420H, 16GB, 512GB, WUXGA 144Hz, OfficeH24+365, Win11)",17990000,Asus,Laptop,5.0,509,https://www.thegioididong.com/laptop/asus-s3607va-i5-rp055ws,2025,2025-09-24 07:18:49,Intel Core i5 Raptor Lake - 13420H,8,12,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,16 GB,24 GB,DDR5 (1 khe 8 GB onboard + 1 khe 8 GB),4800 MHz,512 GB SSD NVMe PCIe,"Full HD Webcam, Camera IR",IPS,"16""","Chống chói Anti Glare, LED Backlit, 300 nits",WUXGA (1920 x 1200),144Hz,300 nits,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,"4-cell Li-ion, 70 Wh",1.8 kg,Vỏ kim loại - Nhôm,"Wi-Fi 6 (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 2 x USB Type-C (Power Delivery and DisplayPort)"
322222,"Laptop Acer Aspire 3 A314 42P R3B3 - NX.KSFSV.001 (R7 5700U, 16GB, 512GB, WUXGA, Win11)",12490000,Acer,Laptop,4.9,3786,https://www.thegioididong.com/laptop/acer-aspire-3-a314-42p-r3b3-r7-nxksfsv001,2024,2025-09-24 07:18:49,AMD Ryzen 7 - 5700U,8,16,1.80 GHz (Lên đến 4.30 GHz khi tải nặng),Card tích hợp - AMD Radeon Graphics,16 GB,Không hỗ trợ nâng cấp,LPDDR4X (Onboard),4266 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",HD webcam,IPS,"14""","LED Backlit, Acer ComfyView",WUXGA (1920 x 1200),60Hz,,Windows 11 Home SL,"3-cell, 50Wh",1.4 kg,Vỏ nhựa,"Wi-Fi 6 (802.11ax), Bluetooth 5.1","Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)"
330162,"Laptop Asus TUF Gaming A15 FA506NFR - HN113W (R7 7435HS, 16GB, 512GB, RTX 2050 4GB, Full HD 144Hz, Win11)",17390000,Asus,Laptop,4.9,1839,https://www.thegioididong.com/laptop/asus-fa506nfr-r7-hn113w,2024,2025-09-24 07:18:49,AMD Ryzen 7 - 7435HS,8,16,3.10 GHz (Lên đến 4.50 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 2050, 4 GB",16 GB,32 GB,DDR5 (1 khe 16 GB + 1 khe rời),4800 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",HD webcam,IPS,"15.6""","Chống chói Anti Glare, Adaptive-Sync, 250 nits",Full HD (1920 x 1080),144Hz,250 nits,Windows 11 Home SL,"3-cell, 48Wh",2.3 kg,Vỏ nhựa,"Wi-Fi 6 (802.11ax), Bluetooth 5.3","Jack tai nghe 3.5 mm, 3 x USB 3.2, HDMI, 1 x USB Type-C 3.2 (hỗ trợ DisplayPort), LAN (RJ45)"
326050,"Laptop HP 15 fd0303TU - A2NL4PA (i3 1315U, 8GB, 512GB, Full HD, Win11)",11390000,HP,Laptop,5.0,9504,https://www.thegioididong.com/laptop/hp-15-fd0303tu-i3-a2nl4pa,2024,2025-09-24 07:18:50,Intel Core i3 Raptor Lake - 1315U,6,8,Lên đến 4.50 GHz khi tải nặng,Card tích hợp - Intel UHD Graphics,8 GB,16 GB,DDR4 (1 khe 8 GB + 1 khe rời),3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",HD webcam,,"15.6""","Chống chói Anti Glare, 250 nits",Full HD (1920 x 1080),60Hz,250 nits,Windows 11 Home SL,"3-cell Li-ion, 41 Wh",1.59 kg,Vỏ nhựa,"Wi-Fi 6 (802.11ax), Bluetooth 5.3","2 x USB Type-A, HDMI, 1 x USB Type-C (chỉ hỗ trợ truyền dữ liệu), 1 x Headphone/microphone combo"
340004,"Laptop MSI Gaming Katana 15 B13UDXK - 2410VN (i5 13420H, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",20190000,MSI,Laptop,5.0,29,https://www.thegioididong.com/laptop/msi-katana-15-b13udxk-i5-2410vn,2025,2025-09-24 07:18:50,Intel Core i5 Raptor Lake - 13420H,8,12,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 3050, 6 GB",16 GB,64 GB,DDR5 (1 khe 16 GB + 1 khe rời),5200 MHz,512 GB SSD NVMe PCIe,HD webcam,IPS,"15.6""",Chống chói Anti Glare,Full HD (1920 x 1080),144Hz,,Windows 11 Home SL,"3-cell, 53.5Wh",2.3 kg,Vỏ nhựa,"Wi-Fi 6 (802.11ax), Bluetooth 5.3","1 x USB 2.0, 2 x USB 3.2, HDMI, 1 x USB Type-C (hỗ trợ DisplayPort), 1 x Headphone/microphone combo, LAN (RJ45)"
