sku,name,price,brand,category,rating,reviews_count,url,release_date,updated_at,sound_tech,compatible,control,connectivity,water_resistant,ports,battery,case_battery,weight
327256,Tai Nghe Bluetooth Chụp Tai Beats Solo 4,4690000,Beats,Headphone,5.0,60,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-beats-solo-4,,2025-09-22 09:03:44,Hãng không công bố,"macOS, Android, iOS, Windows",Phím nhấn,Bluetooth Class 1,,"Type-C, 3.5 mm",Dùng 50 giờ - Sạc Hãng không công bố,,217 g
310643,Tai nghe Có dây AVA+ LiveBass Y231,100000,AVA+,Earphones,4.9,55080,https://www.thegioididong.com/tai-nghe/tai-nghe-co-day-ava-livebass-y231,,2025-09-22 09:03:45,,"macOS, Android, iOS, Windows",Phím nhấn,,,3.5 mm,,,21 g
328698,Tai nghe Bluetooth True Wireless Xiaomi Redmi Buds 6 Active,575000,Xiaomi,Earbuds,4.9,68063,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-tws-xiaomi-redmi-buds-6-active,,2025-09-22 09:03:45,"Driver 14.2 mm, Active Noise Cancelling","macOS, Android, iOS, Windows",Cảm ứng chạm,Bluetooth 5.4,IPX4,Type-C,Dùng 6 giờ - Sạc Khoảng 1.5 giờ,Dùng 30 giờ - Sạc Khoảng 2 giờ,4 g
327688,Tai nghe Bluetooth TWS OPPO ENCO Air 4 Pro ETEA1,1950000,OPPO,Earbuds,4.9,5039,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-tws-oppo-enco-air-4-pro-etea1,,2025-09-22 09:03:46,"LHDC 5.0 codec, Dynamic Driver 12.4 mm, Hi-Res Audio, Chống ồn kỹ thuật số","macOS, Android, iOS, Windows",Cảm ứng chạm,Bluetooth 5.4,IP55,Type-C,Dùng 12 giờ - Sạc 1 giờ,Dùng 44 giờ - Sạc Khoảng 80 phút,4.4 g
328698,Tai nghe Bluetooth True Wireless Xiaomi Redmi Buds 6 Active,575000,Xiaomi,Earbuds,4.9,68063,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-tws-xiaomi-redmi-buds-6-active,,2025-09-22 09:03:46,"Driver 14.2 mm, Active Noise Cancelling","macOS, Android, iOS, Windows",Cảm ứng chạm,Bluetooth 5.4,IPX4,Type-C,Dùng 6 giờ - Sạc Khoảng 1.5 giờ,Dùng 30 giờ - Sạc Khoảng 2 giờ,4 g
327984,Tai nghe Bluetooth truyền âm thanh qua không khí Havit Hakii Light,725000,HAVIT,Earbuds,4.9,441,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-truyen-am-thanh-qua-khong-khi-havit-hakii-light,,2025-09-22 09:03:46,"Anti Sound Leakage, 360 Surround Sound, Driver 16 mm","macOS, Android, iOS, Windows",Phím nhấn,Bluetooth 5.3,IPX5,Type-C,Dùng 12 giờ - Sạc 1.5 giờ,,24 g
310359,Tai nghe Bluetooth True Wireless Soundpeats Wings2,575000,Soundpeats,Earbuds,4.9,2944,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-soundpeats-wings2,,2025-09-22 09:03:46,"codec SBC, codec AAC","Android, iOS (iPhone)",Cảm ứng chạm,Bluetooth 5.3,IPX4,Type-C,Dùng 8 giờ - Sạc 2 giờ,Dùng 30 giờ - Sạc 1 giờ,7.7 g
341524,Tai nghe Bluetooth Chụp Tai Sennheiser Momentum 4 M4AEBT,6590000,Sennheiser,Headphone,5.0,1,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-chup-tai-sennheiser-momentum-4-m4aebt,,2025-09-22 09:03:46,"aptX Adaptive, codec SBC, Active Noise Cancelling, Transparency Mode, Công nghệ APTX, codec AAC, Hybrid ANC","macOS, Android, iOS, Windows","Cảm ứng chạm, Phím nhấn",Bluetooth 5.2,,Type-C,Dùng 60 giờ - Sạc 2 giờ,,293 g
338171,Tai nghe Bluetooth True Wireless Sony WF-C710N,2200000,Sony,Earbuds,4.9,268,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-true-wireless-sony-wf-c710n,,2025-09-22 09:03:47,"Driver 5 mm, Dolby Atmos, Active Noise Cancellation, 360 Spatial Sound, Ambient Sound, 360 Reality Audio, DSEE, Equalizer","macOS, ChromeOS, Android, iOS, Windows",Cảm ứng chạm,Bluetooth 5.3,IPX4,Type-C,Dùng Khoảng 8.5 giờ (khi bật ANC) - Sạc Khoảng 1.5 giờ,Dùng 30 giờ - Sạc Khoảng 3.5 giờ,5.2 g
333835,Tai nghe Bluetooth True Wireless Havit TW986,290000,HAVIT,Earbuds,4.9,8914,https://www.thegioididong.com/tai-nghe/tai-nghe-tws-havit-tw986,,2025-09-22 09:03:47,"Công nghệ ENC, Driver 13 mm","macOS, Android, iOS, Windows",Cảm ứng chạm,Bluetooth 5.4,IPX4,Type-C,Dùng 7.5 giờ - Sạc 2.5 giờ,Dùng 33 giờ - Sạc 2.5 giờ,3.9 g
313697,Tai nghe Bluetooth Chụp Tai Sony WH-CH720N,2395000,Sony,Headphone,4.9,1179,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-chup-tai-sony-wh-ch720n,,2025-09-22 09:03:47,"Bộ xử lý tích hợp V1, codec SBC, Chống ồn kỹ thuật số, Công nghệ ENC, Công nghệ lọc tiếng ồn, Ambient Sound, codec AAC, 360 Reality Audio, DSEE, Adaptive Sound Control, Equalizer","macOS, ChromeOS, PS5, Android, iOS, Windows",Phím nhấn,Bluetooth 5.2,,"Type-C, 3.5 mm",Dùng 50 giờ - Sạc 3.5 giờ,,192 g
337222,Tai nghe Chụp Tai Logitech H390,740000,Logitech,Headphone,5.0,30,https://www.thegioididong.com/tai-nghe/tai-nghe-chup-tai-logitech-h390,,2025-09-22 09:03:48,,"macOS, Các nền tảng gọi điện phổ biến, ChromeOS, Windows",Phím nhấn,,,USB-A,,,197 g
333458,Tai nghe TWS Alpha Works AW-Curve 200,390000,Alpha Works,Earbuds,4.9,3180,https://www.thegioididong.com/tai-nghe/tai-nghe-tws-alpha-works-aw-curve-200,,2025-09-22 09:03:49,"Âm thanh Hi-Fi, Công nghệ ENC, Driver 13 mm","macOS, Android, iOS, Windows",Cảm ứng chạm,Bluetooth 5.4,IPX4,Type-C,Dùng 4 giờ - Sạc 1 giờ,Dùng 20 giờ - Sạc 2 giờ,3.8 g
322730,Tai nghe Bluetooth True Wireless Shokz OPENFIT T910,4240000,Shokz,Earbuds,4.9,120,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-true-wireless-shokz-openfit-t910,,2025-09-22 09:03:49,Dẫn truyền khí DirectPitch,"macOS, Android, iOS, Windows",Cảm ứng chạm,Bluetooth 5.2,IP54,Type-C,Dùng 7 giờ - Sạc 1 giờ,Dùng 28 giờ - Sạc 2 giờ,8.3 g
337169,Tai nghe Có dây Gaming Logitech G333,950000,Logitech,Earphones,5.0,6,https://www.thegioididong.com/tai-nghe/tai-nghe-co-day-gaming-logitech-g333,,2025-09-22 09:03:49,Công nghệ Dual Driver,"Xbox, PlayStation, PC, Nintendo Switch, Android, iOS, Windows",Phím nhấn,,,3.5 mm,,,19 g
333457,Tai nghe Chụp Tai Baseus Bowie 30 Max,1990000,Baseus,Headphone,5.0,145,https://www.thegioididong.com/tai-nghe/tai-nghe-chup-tai-baseus-bowie-30-max,,2025-09-22 09:03:50,"Bass Enhancement, Spatial Audio, Hi-Res Audio, Driver 50 mm, Active Noise Cancelling, Công nghệ ENC, codec LDAC","macOS, Android, iOS, Windows",Phím nhấn,Bluetooth 5.4,,"Type-C, 3.5 mm",Dùng 65 giờ - Sạc Khoảng 1.5 giờ,,320 g
337178,Tai nghe Bluetooth Chụp Tai Logitech Zone 300,1450000,Logitech,Headphone,5.0,5,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-chup-tai-logitech-zone-300,,2025-09-22 09:03:51,Driver 30 mm,"macOS, ChromeOS, PlayStation 4, PlayStation 5, Android, iOS, Windows, iPadOS (iPad)",Phím nhấn,Bluetooth 5.3,,"Type-C, 3.5 mm",Dùng 20 giờ - Sạc Khoảng 2 giờ,,122 g
344521,Tai nghe Bluetooth Open-Ear True Wireless JBL Sense Lite,2590000,JBL,Earbuds,,,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-open-ear-true-wireless-jbl-sense-lite,,2025-09-22 09:03:51,"Công nghệ, Âm thanh mở (OpenSound)","macOS, Android, iOS, Windows",Cảm ứng chạm/vuốt,Bluetooth 5.4,IP54,Type-C,Dùng 8 giờ - Sạc 2 giờ,Dùng 24 giờ - Sạc Khoảng 2 giờ,9.5 g
325329,Tai nghe Có dây Type C AVA+ LiveBass S870,70000,AVA+,Earphones,4.9,13447,https://www.thegioididong.com/tai-nghe/tai-nghe-co-day-ep-type-c-ava-livebass-s870,,2025-09-22 09:03:52,,"macOS, Android, iOS, Windows",Phím nhấn,,,Type C,,,15.1 g
310364,Tai nghe Bluetooth True Wireless Soundpeats Free 2 Classic,420000,Soundpeats,Earbuds,4.9,2690,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-soundpeats-free-2-classic,,2025-09-22 09:03:52,"codec SBC, codec AAC","Android, iOS, Windows",Cảm ứng chạm,Bluetooth 5.1,IPX8,Type-C,Dùng 8 giờ - Sạc 1.5 giờ,Dùng 30 giờ - Sạc 2 giờ,4.06 g
341796,Tai nghe Bluetooth Chụp Tai Gaming Logitech G435 (imei),1420000,Logitech,Headphone,5.0,50,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-chup-tai-gaming-logitech-g435-imei,,2025-09-22 09:03:52,Driver 40 mm,"PC, Mac, Các thiết bị có hỗ trợ Bluetooth, PlayStation 4, PlayStation 5, Nintendo Switch",Phím nhấn,"LIGHTSPEED USB, Bluetooth",,Type-C,Dùng 18 giờ - Sạc 2 giờ,,165 g
341795,Tai nghe Chụp Tai Logitech H340 (imei),550000,Logitech,Earphones,5.0,52,https://www.thegioididong.com/tai-nghe/tai-nghe-chup-tai-logitech-h340-imei,,2025-09-22 09:03:53,Âm thanh nổi,"macOS, Các nền tảng gọi điện phổ biến, ChromeOS, Windows",Phím nhấn,,,USB-A,,,100 g
335706,Tai nghe Có Dây Gaming JBL Quantum Qtum50CBLK,850000,JBL,Earphones,5.0,37,https://www.thegioididong.com/tai-nghe/tai-nghe-co-day-gaming-jbl-quantum-qtum50cblk,,2025-09-22 09:03:53,"Driver 8.6 mm, JBL QuantumSOUND Signature","Xbox, VR, PlayStation, PC, Mobile, Mac, Nintendo Switch",Phím gạt,,,3.5 mm,,,21.5 g
327988,Tai nghe Bluetooth True Wireless AVA+ Buds Life Air 2 Pro,350000,AVA+,Earbuds,4.9,62631,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-true-wireless-ava-buds-life-air-2-pro,,2025-09-22 09:03:53,,"macOS, Android, iOS, Windows",Cảm ứng chạm,Bluetooth 5.4,,Type-C,Dùng 4 giờ - Sạc 1.5 giờ,Dùng 18 giờ - Sạc 2 giờ,3.5 g
331747,Tai nghe Bluetooth Chụp Tai Alpha Works Flex 680,640000,Alpha Works,Headphone,4.9,2213,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-chup-tai-alpha-works-flex-680,,2025-09-22 09:03:53,"Active Noise Cancellation, Driver 40 mm","macOS, Android, iOS, Windows",Phím nhấn,Bluetooth 5.4,,"Type-C, 3.5 mm",Dùng 40 giờ - Sạc 4 giờ,,220 g
341526,Tai nghe Bluetooth True Wireless Sennheiser Momentum 4 MTW4,5490000,Sennheiser,Earbuds,,,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-true-wireless-sennheiser-momentum-4-mtw4,,2025-09-22 09:03:56,"TrueResponse, Công nghệ phát sóng Auracast, Chống ồn chủ động thích ứng Hybrid, Codec aptX Adaptive/Lossless, LC3, Transparency Mode","macOS, Android, iOS, Windows",Cảm ứng chạm,Bluetooth 5.4,IP54,Type-C,Dùng Lên đến 7.5 giờ khi ANC tắt và 7 giờ khi ANC bật - Sạc 1.5 giờ,Dùng 30 giờ - Sạc 1.5 giờ,6.2 g
328322,Tai nghe Bluetooth True Wireless JBL Live Beam 3,3915000,JBL,Earbuds,4.9,624,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-true-wireless-jbl-live-beam-3,,2025-09-22 09:03:56,"Active Noise Cancelling, Công nghệ ENC, JBL Signature Sound, 10 mm Dynamic Driver, JBL Spatial Sound","macOS, Android, iOS, Windows",Cảm ứng,Bluetooth 5.3,,Type-C,Dùng 12 giờ - Sạc 1 giờ,Dùng 36 giờ - Sạc 2 giờ,5 g
333562,Tai nghe Bluetooth True Wireless Xiaomi Redmi Buds 6 Pro,1720000,Xiaomi,Earbuds,4.9,1079,https://www.thegioididong.com/tai-nghe/tai-nghe-tws-xiaomi-redmi-buds-6-pro,,2025-09-22 09:03:56,"LHDC 5.0 codec, Công nghệ Hybrid Active, Công nghệ Dual Driver, 360 Surround Sound, Active Noise Cancellation, Hi-Res Audio, Công nghệ ENC, Ambient Sound","macOS, Android, iOS, Windows",Cảm ứng chạm,Bluetooth 5.3,IP54,Type-C,Dùng Khoảng 9.5 giờ - Sạc Khoảng 1 giờ,Dùng 36 giờ - Sạc Khoảng 2 giờ,5.2 g
330248,Tai nghe Bluetooth True Wireless AVA+ FreeGo Y50,260000,AVA+,Earbuds,4.9,15006,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-true-wireless-ava-freego-y50,,2025-09-22 09:03:57,,"macOS, Android, iOS, Windows",Cảm ứng chạm,Bluetooth 5.4,,Type-C,Dùng 3 giờ - Sạc 1 giờ,Dùng 16 giờ - Sạc 1 giờ,3 g
332587,Tai nghe Chụp Tai soundcore Space One A3035,1840000,soundcore,Headphone,5.0,343,https://www.thegioididong.com/tai-nghe/tai-nghe-chup-tai-soundcore-space-one-a3035,,2025-09-22 09:03:57,"Âm thanh Hi-Fi, Hi-Res Audio, Active Noise Cancelling, codec LDAC, Driver 40 mm",Các thiết bị có hỗ trợ Bluetooth,Phím nhấn,Bluetooth 5.3,IPX5,"Type-C, 3.5 mm",Dùng Khoảng 55 giờ (khi tắt ANC) - Sạc 2 giờ,,132.5 g
313694,Tai nghe Bluetooth Chụp Tai Sony WH-CH520,1060000,Sony,Headphone,4.9,4672,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-chup-tai-sony-wh-ch520,,2025-09-22 09:03:57,"codec SBC, Công nghệ ENC, codec AAC, 360 Reality Audio, DSEE, Equalizer","macOS, ChromeOS, PS5, Android, iOS, Windows",Phím nhấn,Bluetooth 5.2,,Type-C,Dùng 50 giờ - Sạc 3 giờ,,147 g
327688,Tai nghe Bluetooth TWS OPPO ENCO Air 4 Pro ETEA1,1950000,OPPO,Earbuds,4.9,5039,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-tws-oppo-enco-air-4-pro-etea1,,2025-09-22 09:03:57,"LHDC 5.0 codec, Dynamic Driver 12.4 mm, Hi-Res Audio, Chống ồn kỹ thuật số","macOS, Android, iOS, Windows",Cảm ứng chạm,Bluetooth 5.4,IP55,Type-C,Dùng 12 giờ - Sạc 1 giờ,Dùng 44 giờ - Sạc Khoảng 80 phút,4.4 g
342854,Tai nghe Bluetooth True Wireless Sony WF-C510 - imei,1065000,Sony,Earbuds,5.0,215,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-true-wireless-sony-wf-c510-imei,,2025-09-22 09:03:58,"360 Reality Audio, DSEE, Equalizer","Android, iOS, Windows",Phím nhấn,Bluetooth 5.3,IPX4,Type-C,Dùng 11 giờ - Sạc 1.5 giờ,Dùng 22 giờ - Sạc 3 giờ,4.6 g
329154,AirPods 4 MXP63,3390000,Apple,Earbuds,4.9,37975,https://www.thegioididong.com/tai-nghe/airpods-4-mxp63,,2025-09-22 09:03:58,"Voice Isolation, Chip Apple H2, Adaptive EQ","Android, iOS, Windows, macOS (Macbook, iMac)",Cảm ứng lực,Bluetooth 5.3,IP54,Type-C,Dùng 5 giờ - Sạc Hãng không công bố,Dùng 30 giờ - Sạc Hãng không công bố,4.3 g
75430,Tai nghe Chụp Tai Sony MDR - ZX110AP,390000,Sony,Headphone,4.9,4441,https://www.thegioididong.com/tai-nghe/tai-nghe-sony-mdr-zx110ap,,2025-09-22 09:03:59,Dynamic Neodymium 30 mm,"Android, iOS (iPhone), Windows, Windows Phone",Phím nhấn,,,3.5 mm,,,120 g
342707,Tai nghe Bluetooth True Wireless Samsung Galaxy Buds Core R410N,1190000,Samsung,Earbuds,4.9,832,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-true-wireless-samsung-galaxy-buds-core-r410n,,2025-09-22 09:03:59,"Active Noise Cancellation, Công nghệ ENC, Ambient Sound","Thiết bị Android phiên bản 8.0 trở lên, iOS (iPhone), macOS (Macbook, iMac), Windows",Cảm ứng chạm,Bluetooth 5.4,,Type-C,Dùng Khoảng 8.5 giờ (khi tắt ANC) - Sạc Khoảng 1.7 giờ,Dùng 35 giờ - Sạc 2 giờ,5.3 g
321923,Tai nghe Có dây AVA+ LiveBass S1019,75000,AVA+,Earphones,4.9,25523,https://www.thegioididong.com/tai-nghe/tai-nghe-co-day-ava-livebass-s1019,,2025-09-22 09:03:59,,,Phím nhấn,,,3.5 mm,,,72.8 g
330710,Tai nghe Bluetooth True Wireless AVA+ FreeGo PT52,260000,AVA+,Earbuds,4.9,141872,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-true-wireless-ava-freego-pt52,,2025-09-22 09:03:59,,"macOS, Android, iOS, Windows",Cảm ứng chạm,Bluetooth 5.4,,Type-C,Dùng 7 giờ - Sạc 1.5 giờ,Dùng 20 giờ - Sạc 1.5 giờ,4.3 g
339345,Tai nghe Bluetooth True Wireless Havit TW996 Pro,490000,HAVIT,Earbuds,5.0,1768,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-true-wireless-havit-tw996-pro,,2025-09-22 09:04:00,"Chống ồn chủ động, Công nghệ ENC","macOS, Android, iOS, Windows",Cảm ứng chạm,Bluetooth 5.4,,Type-C,Dùng 7.5 giờ - Sạc Khoảng 2 giờ,Dùng 32 giờ - Sạc Khoảng 2.5 giờ,3.7 g
329299,Tai nghe Bluetooth True Wireless Rezo K50,440000,Rezo,Earbuds,4.9,11718,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-true-wireless-rezo-k50,,2025-09-22 09:04:00,Driver 13 mm,"macOS, Android, iOS, Windows",Cảm ứng,Bluetooth 5.4,,Type-C,Dùng 4 giờ - Sạc 1 giờ,Dùng 16 giờ - Sạc 1 giờ,4 g
327985,Tai nghe Bluetooth dẫn khí truyền âm Soul Open-Ear Plus,390000,Soul,Earbuds,4.9,500,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-truyen-am-thanh-qua-xuong-soul-open-ear-plus,,2025-09-22 09:04:00,"Dẫn khí truyền âm, Driver 14.2 mm","macOS, Android, iOS, Windows",Cảm ứng chạm,Bluetooth 5.3,IPX5,Type-C,Dùng 7 giờ - Sạc 2 giờ,,20 g
335707,Tai nghe Có Dây Type C JBL T310C,575000,JBL,Earphones,5.0,222,https://www.thegioididong.com/tai-nghe/tai-nghe-co-day-type-c-jbl-t310cblk,,2025-09-22 09:04:01,"Driver 9 mm, JBL Pure Bass Sound, Hi-Res Audio, Adaptive EQ",Thiết bị hỗ trợ chuyển đổi âm thanh qua cổng Type C,Phím nhấn,,,Type C,,,14.3 g
337183,Tai nghe Bluetooth Chụp Tai Gaming Asus ROG Delta II,5290000,Asus,Headphone,,,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-chup-tai-gaming-asus-rog-delta-ii,,2025-09-22 09:04:01,"Âm thanh nổi, Công nghệ không dây ROG SpeedNova, Công nghệ DualFlow Audio, Driver 50 mm","macOS, Xbox, PC, PlayStation 4, PlayStation 5, Nintendo Switch, Android, iOS, Windows, iPadOS (iPad)","Phím nhấn, Bánh xe lăn","2.4 GHz, Bluetooth",,"Type-C, 3.5 mm",Dùng 110 giờ - Sạc 2 giờ,,318 g
304652,Tai nghe Bluetooth True Wireless Xiaomi Redmi Buds 4 Lite,480000,Xiaomi,Earbuds,4.9,103271,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-tws-xiaomi-redmi-buds-4-lite,,2025-09-22 09:04:01,,"macOS, Android, iOS, Windows",Cảm ứng chạm,Bluetooth 5.3,IP54,Type-C,Dùng 5 giờ - Sạc 2 giờ,Dùng 20 giờ - Sạc 2 giờ,3.92 g
324580,Tai nghe Bluetooth Chụp Tai JBL Tune 670NC,2290000,JBL,Headphone,5.0,403,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-chup-tai-jbl-tune-670nc,,2025-09-22 09:04:01,"JBL Pure Bass Sound, Active Noise Cancelling, Ambient Aware, Driver 32 mm","macOS, Android, iOS, Windows",Phím nhấn,Bluetooth 5.3,IP54,"Type-C, 3.5 mm",Dùng 70 giờ - Sạc 2 giờ,,174 g
331747,Tai nghe Bluetooth Chụp Tai Alpha Works Flex 680,640000,Alpha Works,Headphone,4.9,2213,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-chup-tai-alpha-works-flex-680,,2025-09-22 09:04:01,"Active Noise Cancellation, Driver 40 mm","macOS, Android, iOS, Windows",Phím nhấn,Bluetooth 5.4,,"Type-C, 3.5 mm",Dùng 40 giờ - Sạc 4 giờ,,220 g
315014,Tai nghe Bluetooth AirPods Pro Gen 2 MagSafe Charge (USB-C) Apple MTJV3,5590000,Apple,Earbuds,4.9,30876,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-airpods-pro-gen-2-magsafe-charge-usb-c-apple-mtjv3,,2025-09-22 09:04:02,"Active Noise Cancellation, Chip Apple H2, Adaptive EQ, Ambient Sound","Android, iOS, Windows, macOS (Macbook, iMac)",Cảm ứng chạm,Bluetooth 5.3,IP54,"Sạc MagSafe, Type-C",Dùng 6 giờ - Sạc Hãng không công bố,Dùng 30 giờ - Sạc Hãng không công bố,5.3 g
310359,Tai nghe Bluetooth True Wireless Soundpeats Wings2,575000,Soundpeats,Earbuds,4.9,2944,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-soundpeats-wings2,,2025-09-22 09:04:02,"codec SBC, codec AAC","Android, iOS (iPhone)",Cảm ứng chạm,Bluetooth 5.3,IPX4,Type-C,Dùng 8 giờ - Sạc 2 giờ,Dùng 30 giờ - Sạc 1 giờ,7.7 g
325305,Tai nghe Bluetooth TWS AVA+ FreeGo Y913,210000,AVA+,Earbuds,4.9,29628,https://www.thegioididong.com/tai-nghe/tai-nghe-bluetooth-tws-ava-freego-y913,,2025-09-22 09:04:02,,"macOS, Android, iOS, Windows",Cảm ứng chạm,Bluetooth 5.3,,Type-C,Dùng 4 giờ - Sạc 1.5 giờ,Dùng 16 giờ - Sạc 1.5 giờ,4 g
