sku,name,price,brand,category,rating,reviews_count,url,release_date,updated_at,cpu,cpu_speed,gpu,ram,storage,rearcam_specs,frontcam_specs,screen_type,screen_size,screen_panel,screen_res,screen_rate,screen_nits,os,water_resistant,battery,charger,weight,material,connectivity,network,ports
319665,Điện thoại Samsung Galaxy S24 5G 8GB/256GB,16610000,Samsung,Smartphone,4.9,16643,https://www.thegioididong.com/dtdd/samsung-galaxy-s24-256gb-5g,01/2024,2025-09-24 07:17:58,Exynos 2400 10 nhân,3.2 GHz,Xclipse 940,8 GB,256 GB,"Chính 50 MP & Phụ 12 MP, 10 MP",12 MP,Kính cường lực Corning Gorilla Glass Victus 2,"6.2""",Dynamic AMOLED 2X,Full HD+ (1080 x 2340 Pixels),120 Hz,2600 nits,Android 14,IP68,4000 mAh,25 W,167 g,Khung nhôm & Mặt lưng kính cường lực,"Wi-Fi MIMO, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac/ax, Dual-band (2.4 GHz/5 GHz), v5.3, NFC",Hỗ trợ 5G,Type-C
341378,Điện thoại OPPO A5 8GB/128GB,6290000,OPPO,Smartphone,5.0,4524,https://www.thegioididong.com/dtdd/oppo-a5-8gb-128gb,08/2025,2025-09-24 07:17:58,Snapdragon 6s Gen 1 8 nhân,2.1 GHz,Adreno 610,8 GB,128 GB,Chính 50 MP & Phụ 2 MP,5 MP,Kính cường lực AGC DT-Star D+ hoặc Corning Gorilla Glass 7i (tuỳ lô hàng),"6.67""",IPS LCD,HD+ (720 x 1604 Pixels),90 Hz,1000 nits,Android 15,IP65,6000 mAh,45 W,193 g,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,"Wi-Fi hotspot, Wi-Fi 802.11 a/b/g/n, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), v5.0, OTG, NFC",Hỗ trợ 4G,"3.5 mm, Type-C"
325799,Điện thoại Xiaomi Redmi 13 8GB/128GB,4610000,Xiaomi,Smartphone,4.9,154687,https://www.thegioididong.com/dtdd/xiaomi-redmi-13,06/2024,2025-09-24 07:17:58,MediaTek Helio G91 Ultra 8 nhân,2 GHz,Mali-G52 MC2,8 GB,128 GB,Chính 108 MP & Phụ 2 MP,13 MP,Kính cường lực Corning Gorilla Glass 3,"6.79""",IPS LCD,Full HD+ (1080 x 2460 Pixels),90 Hz,550 nits,Android 14,IP53,5030 mAh,33 W,205 g,Khung nhựa & Mặt lưng kính,"Wi-Fi hotspot, Wi-Fi Direct, Dual-band (2.4 GHz/5 GHz), v5.4, Hồng ngoại",Hỗ trợ 4G,"3.5 mm, Type-C"
336408,Điện thoại vivo V50 Lite 5G 8GB/256GB,9810000,vivo,Smartphone,4.9,11905,https://www.thegioididong.com/dtdd/vivo-v50-lite-5g,05/2025,2025-09-24 07:17:58,MediaTek Dimensity 6300 5G 8 nhân,2 nhân 2.4 GHz & 6 nhân 2 GHz,Mali-G57,8 GB,256 GB,Chính 50 MP & Phụ 8 MP,32 MP,Kính cường lực Shield,"6.77""",AMOLED,Full HD+ (1080 x 2392 Pixels),120 Hz,1800 nits,Android 15,IP65,6500 mAh,90 W,197 g,Khung & Mặt lưng nhựa,"Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), OTG, NFC, v5.4",Hỗ trợ 5G,Type-C
342670,Điện thoại iPhone Air 256GB,31990000,iPhone (Apple),Smartphone,5.0,630,https://www.thegioididong.com/dtdd/iphone-air,09/2025,2025-09-24 07:17:58,Apple A19 Pro 6 nhân,Hãng không công bố,Apple GPU 5 nhân,12 GB,256 GB,48 MP,18 MP,Kính cường lực Ceramic Shield 2,"6.5""",OLED,Super Retina XDR (1260 x 2736 Pixels),120 Hz,3000 nits,iOS 26,IP68,27 giờ,20 W,165 g,Khung Titan & Mặt lưng kính cường lực,"Wi-Fi MIMO, Wi-Fi 7, NFC, v6.0",Hỗ trợ 5G,Type-C
322876,Điện thoại Masstel Fami 60S 4G,690000,Masstel,Smartphone,4.9,46144,https://www.thegioididong.com/dtdd/masstel-fami-60s,03/2024,2025-09-24 07:17:59,Unisoc T107 8 nhân,1.0 GHz,,48 MB,128 MB,,,Không có cảm ứng,"2""",IPS LCD,QVGA (240 x 320 Pixels),,,,,2300 mAh,2.5 W,141 g,Khung kim loại & Mặt lưng nhựa,v2.1,Hỗ trợ 4G,Type-C
332235,Điện thoại realme C75 8GB/256GB,5380000,realme,Smartphone,4.9,15191,https://www.thegioididong.com/dtdd/realme-c75-8gb-256gb,11/2024,2025-09-24 07:17:59,MediaTek Helio G92 Max 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Adreno 640,8 GB,256 GB,Chính 50 MP & Cảm biến Flicker,8 MP,Kính cường lực ArmorShell,"6.72""",IPS LCD,Full HD+ (1080 x 2400 Pixels),90 Hz,690 nits,Android 14,IP69,6000 mAh,45 W,196 g,Khung kim loại & Mặt lưng kính,"v5.0, Wi-Fi hotspot, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), OTG",Hỗ trợ 4G,Type-C
337846,Điện thoại OPPO A5x 4GB/64GB,3630000,OPPO,Smartphone,4.9,21328,https://www.thegioididong.com/dtdd/oppo-a5x-4gb-64gb,06/2025,2025-09-24 07:17:59,Snapdragon 6s Gen 1 8 nhân,2.1 GHz,Adreno 610,4 GB,64 GB,Chính 32 MP & Phụ cảm biến IR,5 MP,Kính cường lực AGC DT-Star D+ hoặc Corning Gorilla Glass 7i (tuỳ lô hàng),"6.67""",IPS LCD,HD+ (720 x 1604 Pixels),90 Hz,1000 nits,Android 15,IP65,6000 mAh,45 W,193 g,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,"v5.0, Wi-Fi hotspot, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), OTG, NFC, Hồng ngoại",Hỗ trợ 4G,"3.5 mm, Type-C"
329785,Điện thoại Samsung Galaxy S24 FE 5G 8GB/256GB,14060000,Samsung,Smartphone,4.9,36547,https://www.thegioididong.com/dtdd/samsung-galaxy-s24-fe-8gb-256gb,09/2024,2025-09-24 07:18:00,Exynos 2400e 8 nhân,3.1 GHz,Xclipse 940,8 GB,256 GB,"Chính 50 MP & Phụ 12 MP, 8 MP",10 MP,Kính cường lực Corning Gorilla Glass Victus+,"6.7""",Dynamic AMOLED 2X,Full HD+ (1080 x 2340 Pixels),120 Hz,1900 nits,Android 14,IP68,4700 mAh,25 W,213 g,Khung kim loại & Mặt lưng kính,"Wi-Fi MIMO, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac/ax, Dual-band (2.4 GHz/5 GHz), 6 GHz, v5.3, NFC",Hỗ trợ 5G,Type-C
335227,Điện thoại vivo Y04 4GB/64GB,2940000,vivo,Smartphone,5.0,3536,https://www.thegioididong.com/dtdd/vivo-y04-64gb,04/2025,2025-09-24 07:18:00,Unisoc T7225 8 nhân,1.8 GHz,Mali-G52,4 GB,64 GB,Chính 13 MP & Phụ 0.08 MP,5 MP,Kính cường lực,"6.74""",IPS LCD,HD+ (720 x 1600 Pixels),90 Hz,570 nits,Android 14,IP64,5500 mAh,15 W,199 g,Khung & Mặt lưng nhựa,"Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), v5.2, OTG",Hỗ trợ 4G,"3.5 mm, Type-C"
326023,Điện thoại vivo Y28 8GB/256GB,6380000,vivo,Smartphone,4.9,22923,https://www.thegioididong.com/dtdd/vivo-y28-256gb,06/2024,2025-09-24 07:18:00,MediaTek Helio G85,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52,8 GB,256 GB,Chính 50 MP & Phụ 2 MP,8 MP,Kính cường lực CSG,"6.68 """,IPS LCD,HD+ (720 x 1608 Pixels),90 Hz,1000 nits,Android 14,IP64,6000 mAh,44 W,199 g,Khung & Mặt lưng nhựa,"v5.0, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), OTG",Hỗ trợ 4G,"3.5 mm, Type-C"
329959,Điện thoại vivo V40 Lite 8GB/256GB,6540000,vivo,Smartphone,4.9,37728,https://www.thegioididong.com/dtdd/vivo-v40-lite-8gb-256gb,10/2024,2025-09-24 07:18:00,Snapdragon 685 8 nhân,2.8 GHz,Adreno 610,8 GB,256 GB,Chính 50 MP & Phụ 2 MP,32 MP,Kính cường lực AGC DT-Star2 Plus,"6.67""",AMOLED,Full HD+ (1080 x 2400 Pixels),120 Hz,1800 nits,Android 14,IP64,5000 mAh,80 W,188 g,Khung & Mặt lưng nhựa,"v5.0, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), OTG, NFC",Hỗ trợ 4G,Type-C
329140,Điện thoại iPhone 16 Plus 256GB,25390000,iPhone (Apple),Smartphone,4.9,7158,https://www.thegioididong.com/dtdd/iphone-16-plus-256gb,09/2024,2025-09-24 07:18:00,Apple A18 6 nhân,Hãng không công bố,Apple GPU 5 nhân,8 GB,256 GB,Chính 48 MP & Phụ 12 MP,12 MP,Kính cường lực Ceramic Shield,"6.7""",OLED,Super Retina XDR (1290 x 2796 Pixels),60 Hz,2000 nits,iOS 18,IP68,27 giờ,20 W,199 g,Khung nhôm & Mặt lưng kính cường lực,"v5.3, Wi-Fi MIMO, Wi-Fi 7, NFC",Hỗ trợ 5G,Type-C
340255,Điện thoại OPPO A5i Pro 8GB/128GB,5490000,OPPO,Smartphone,4.9,571,https://www.thegioididong.com/dtdd/oppo-a5i-pro-8gb-128gb,07/2025,2025-09-24 07:18:00,Snapdragon 6s Gen 1 8 nhân,2.1 GHz,Adreno 610,8 GB,128 GB,Chính 50 MP & Phụ 2 MP,5 MP,Kính cường lực AGC DT-Star D+ hoặc Corning Gorilla Glass 7i (tuỳ lô hàng),"6.67""",IPS LCD,HD+ (720 x 1604 Pixels),90 Hz,1000 nits,Android 15,IP65,6000 mAh,45 W,193 g,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,"OTG, NFC, v5.0, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 4G,"3.5 mm, Type-C"
334323,Điện thoại OPPO A5 Pro 8GB/256GB,6870000,OPPO,Smartphone,4.9,68270,https://www.thegioididong.com/dtdd/oppo-a5-pro,03/2025,2025-09-24 07:18:00,Snapdragon 6s Gen 1 8 nhân,4 nhân 2.1 GHz & 4 nhân 2.0 GHz,Adreno 610,8 GB,256 GB,Chính 50 MP & Phụ 2 MP,8 MP,Kính cường lực Corning Gorilla Glass 7i,"6.67""",IPS LCD,HD+ (720 x 1604 Pixels),90 Hz,1000 nits,Android 15,"IP66, IP68, IP69",5800 mAh,45 W,194 g,Khung hợp kim & Mặt lưng thuỷ tinh hữu cơ,"Wi-Fi hotspot, Wi-Fi 802.11 a/b/g/n/ac, Dual-band (2.4 GHz/5 GHz), v5.0, OTG, NFC",Hỗ trợ 4G,Type-C
331512,Điện thoại HONOR X7c 8GB/256GB,5400000,HONOR,Smartphone,4.9,8333,https://www.thegioididong.com/dtdd/honor-x7c,11/2024,2025-09-24 07:18:00,Snapdragon 685 8 nhân,2.8 GHz,Adreno 610,8 GB,256 GB,Chính 108 MP & Phụ 2 MP,8 MP,Hãng không công bố,"6.77""",IPS LCD,HD+ (720 x 1610 Pixels),120 Hz,850 nits,Android 14,IP64,6000 mAh,35 W,194 g,Khung & Mặt lưng nhựa,"v5.0, OTG, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 4G,"3.5 mm, Type-C"
332934,Điện thoại OPPO Reno13 5G 12GB/256GB,13200000,OPPO,Smartphone,4.9,22052,https://www.thegioididong.com/dtdd/oppo-reno13-5g,01/2025,2025-09-24 07:18:00,MediaTek Dimensity 8350 5G 8 nhân,"1 nhân 3.35 GHz, 3 nhân 3.2 GHz & 4 nhân 2.2 GHz",Mali-G615,12 GB,256 GB,"Chính 50 MP & Phụ 8 MP, 2 MP",50 MP,Kính cường lực Corning Gorilla Glass 7i,"6.59""",AMOLED,1.5K (1256 x 2760 Pixles),120 Hz,1200 nits,Android 15,"IP66, IP68, IP69",5600 mAh,80 W,181 g,Khung kim loại & Mặt lưng kính,"Wi-Fi hotspot, Wi-Fi 6, Dual-band (2.4 GHz/5 GHz), v5.4, OTG, NFC, Hồng ngoại",Hỗ trợ 5G,Type-C
331200,Điện thoại vivo Y19s 6GB/128GB,4220000,vivo,Smartphone,4.9,47334,https://www.thegioididong.com/dtdd/vivo-y19s-6gb-128gb,11/2024,2025-09-24 07:18:00,Unisoc Tiger T612,1.8 GHz,Mali-G57,6 GB,128 GB,Chính 50 MP & Phụ 0.08 MP,5 MP,Kính cường lực,"6.68 """,IPS LCD,HD+ (720 x 1608 Pixels),90 Hz,1000 nits,Android 14,IP64,5500 mAh,15 W,198 g,Khung & Mặt lưng nhựa,"Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), OTG, v5.2",Hỗ trợ 4G,"3.5 mm, Type-C"
333575,Điện thoại OPPO Reno13 5G 12GB/512GB,14690000,OPPO,Smartphone,4.9,7864,https://www.thegioididong.com/dtdd/oppo-reno13-5g-12gb-512gb,01/2025,2025-09-24 07:18:00,MediaTek Dimensity 8350 5G 8 nhân,"1 nhân 3.35 GHz, 3 nhân 3.2 GHz & 4 nhân 2.2 GHz",Mali-G615,12 GB,512 GB,"Chính 50 MP & Phụ 8 MP, 2 MP",50 MP,Kính cường lực Corning Gorilla Glass 7i,"6.59""",AMOLED,1.5K (1256 x 2760 Pixles),120 Hz,1200 nits,Android 15,"IP66, IP68, IP69",5600 mAh,80 W,181 g,Khung kim loại & Mặt lưng kính,"Wi-Fi hotspot, Wi-Fi 6, Dual-band (2.4 GHz/5 GHz), v5.4, OTG, NFC, Hồng ngoại",Hỗ trợ 5G,Type-C
337744,Điện thoại Xiaomi Redmi Note 14 Pro 12GB/256GB,8830000,Xiaomi,Smartphone,5.0,5181,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro-12gb,01/2025,2025-09-24 07:18:01,MediaTek Helio G100-Ultra 8 nhân,2 nhân 2.2 GHz & 6 nhân 2.0 GHz,Mali-G57 MC2,12 GB,256 GB,"Chính 200 MP & Phụ 8 MP, 2 MP",32 MP,Kính cường lực Corning Gorilla Glass Victus 2,"6.67""",AMOLED,Full HD+ (1080 x 2400 Pixels),120 Hz,1800 nits,Xiaomi HyperOS (Android 14),IP64,5500 mAh,45 W,180 g,Khung & Mặt lưng nhựa,"v5.3, NFC, Hồng ngoại, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 4G,"3.5 mm, Type-C"
305659,Điện thoại iPhone 15 Pro Max 512GB,0,iPhone (Apple),Smartphone,4.9,21083,https://www.thegioididong.com/dtdd/iphone-15-pro-max-512gb,09/2023,2025-09-24 07:18:01,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 6 nhân,8 GB,512 GB,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Kính cường lực Ceramic Shield,"6.7""",OLED,Super Retina XDR (1290 x 2796 Pixels),120 Hz,2000 nits,iOS 17,IP68,4422 mAh,20 W,221 g,Khung Titan & Mặt lưng kính cường lực,"Wi-Fi MIMO, Wi-Fi 802.11 a/b/g/n/ac/ax, 6 GHz, v5.3, NFC",Hỗ trợ 5G,Type-C
332236,Điện thoại realme C75 8GB/512GB,6360000,realme,Smartphone,4.9,6030,https://www.thegioididong.com/dtdd/realme-c75-8gb-512gb,11/2024,2025-09-24 07:18:01,MediaTek Helio G92 Max 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Adreno 640,8 GB,512 GB,Chính 50 MP & Cảm biến Flicker,8 MP,Kính cường lực ArmorShell,"6.72""",IPS LCD,Full HD+ (1080 x 2400 Pixels),90 Hz,690 nits,Android 14,IP69,6000 mAh,45 W,196 g,Khung kim loại & Mặt lưng kính,"v5.0, Wi-Fi hotspot, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), OTG",Hỗ trợ 4G,Type-C
299033,Điện thoại iPhone 15 Pro 128GB,0,iPhone (Apple),Smartphone,4.9,19394,https://www.thegioididong.com/dtdd/iphone-15-pro,09/2023,2025-09-24 07:18:01,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 6 nhân,8 GB,128 GB,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Kính cường lực Ceramic Shield,"6.1""",OLED,Super Retina XDR (1179 x 2556 Pixels),120 Hz,2000 nits,iOS 17,IP68,3274 mAh,20 W,187 g,Khung Titan & Mặt lưng kính cường lực,"v5.3, Wi-Fi MIMO, Có, 6 GHz, NFC",Hỗ trợ 5G,Type-C
329892,Điện thoại Xiaomi 14T 5G 12GB/512GB Xanh,12740000,Xiaomi,Smartphone,4.9,8355,https://www.thegioididong.com/dtdd/xiaomi-14t-5g-12gb-512gb-xanh,09/2024,2025-09-24 07:18:01,MediaTek Dimensity 8300 Ultra 8 nhân,"1 nhân 3.35 GHz, 3 nhân 3.2 GHz & 4 nhân 2.2 GHz",Mali-G615,12 GB,512 GB,"Chính 50 MP & Phụ 50 MP, 12 MP",32 MP,Kính cường lực Corning Gorilla Glass 5,"6.67""",AMOLED,1.5K (1220 x 2712 Pixels),144 Hz,4000 nits,Xiaomi HyperOS (Android 14),IP68,5000 mAh,67 W,195 g,Khung nhựa & Mặt lưng kính,"v5.4, OTG, NFC, Hồng ngoại, Wi-Fi MIMO, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 6, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 5G,Type-C
325800,Điện thoại Xiaomi Redmi 13 6GB/128GB,4220000,Xiaomi,Smartphone,4.9,184340,https://www.thegioididong.com/dtdd/xiaomi-redmi-13-6gb-128gb,06/2024,2025-09-24 07:18:02,MediaTek Helio G91 Ultra 8 nhân,2 GHz,Mali-G52 MC2,6 GB,128 GB,Chính 108 MP & Phụ 2 MP,13 MP,Kính cường lực Corning Gorilla Glass 3,"6.79""",IPS LCD,Full HD+ (1080 x 2460 Pixels),90 Hz,550 nits,Android 14,IP53,5030 mAh,33 W,205 g,Khung nhựa & Mặt lưng kính,"Wi-Fi hotspot, Wi-Fi Direct, Dual-band (2.4 GHz/5 GHz), v5.4, Hồng ngoại",Hỗ trợ 4G,"3.5 mm, Type-C"
299033,Điện thoại iPhone 15 Pro 128GB,0,iPhone (Apple),Smartphone,4.9,19394,https://www.thegioididong.com/dtdd/iphone-15-pro,09/2023,2025-09-24 07:18:02,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 6 nhân,8 GB,128 GB,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Kính cường lực Ceramic Shield,"6.1""",OLED,Super Retina XDR (1179 x 2556 Pixels),120 Hz,2000 nits,iOS 17,IP68,3274 mAh,20 W,187 g,Khung Titan & Mặt lưng kính cường lực,"v5.3, Wi-Fi MIMO, Có, 6 GHz, NFC",Hỗ trợ 5G,Type-C
338920,Điện thoại vivo Y19s Pro 4GB/128GB,4410000,vivo,Smartphone,5.0,8620,https://www.thegioididong.com/dtdd/vivo-y19s-pro,06/2025,2025-09-24 07:18:02,Unisoc Tiger T612,1.8 GHz,Mali-G57,4 GB,128 GB,Chính 50 MP & Phụ 0.08 MP,5 MP,Kính cường lực,"6.68 """,IPS LCD,HD+ (720 x 1608 Pixels),90 Hz,1000 nits,Android 15,IP64,6000 mAh,44 W,200 g,Khung & Mặt lưng nhựa,"OTG, NFC, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), v5.2",Hỗ trợ 4G,"3.5 mm, Type-C"
329008,Điện thoại Xiaomi Redmi 14C 6GB/128GB,3630000,Xiaomi,Smartphone,4.9,64019,https://www.thegioididong.com/dtdd/xiaomi-redmi-14c-6gb-128gb,08/2024,2025-09-24 07:18:02,MediaTek Helio G81-Ultra 8 nhân,2 GHz,Mali-G52 MC2,6 GB,128 GB,Chính 50 MP & Phụ QVGA,13 MP,Kính cường lực Corning Gorilla Glass 3,"6.88 """,IPS LCD,HD+ (720 x 1640 Pixels),120 Hz,600 nits,Android 14,,5160 mAh,18 W,207 g,"Khung nhựa & Mặt lưng nhựa (Đen, Xanh dương) | Da sinh học (Xanh lá)","v5.4, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 4G,"3.5 mm, Type-C"
