sku,name,price,brand,category,rating,reviews_count,url,release_date,updated_at,cpu,cpu_speed,gpu,ram,storage,rearcam_specs,frontcam_specs,screen_type,screen_size,screen_panel,screen_res,screen_rate,screen_nits,os,water_resistant,battery,charger,weight,material,connectivity,network,ports
320336,Điện thoại Xiaomi 15 5G 12GB/512GB,23500000,Xiaomi,Smartphone,4.9,1164,https://www.thegioididong.com/dtdd/xiaomi-15,03/2025,2025-09-24 07:18:47,Qualcomm Snapdragon 8 Elite 8 nhân,2 nhân 4.32 GHz & 6 nhân 3.53 GHz,Adreno 830,12 GB,512 GB,3 camera 50 MP,32 MP,Kính cường lực Xiaomi Shield,"6.36""",AMOLED,1.5K (1200 x 2670 Pixels),120 Hz,3200 nits,Xiaomi HyperOS 2,IP68,5240 mAh,90 W,191 g,Khung nhôm & Mặt lưng sợi thuỷ tinh,"OTG, NFC, Wi-Fi MIMO, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 7, Wi-Fi 6E, Wi-Fi 6, Dual-band (2.4 GHz/5 GHz), v6.0",Hỗ trợ 5G,Type-C
320730,Điện thoại Xiaomi Redmi Note 14 Pro 8GB/256GB,7850000,Xiaomi,Smartphone,4.9,65038,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro,01/2025,2025-09-24 07:18:48,MediaTek Helio G100-Ultra 8 nhân,2 nhân 2.2 GHz & 6 nhân 2.0 GHz,Mali-G57 MC2,8 GB,256 GB,"Chính 200 MP & Phụ 8 MP, 2 MP",32 MP,Kính cường lực Corning Gorilla Glass Victus 2,"6.67""",AMOLED,Full HD+ (1080 x 2400 Pixels),120 Hz,1800 nits,Xiaomi HyperOS (Android 14),IP64,5500 mAh,45 W,180 g,Khung & Mặt lưng nhựa,"v5.3, NFC, Hồng ngoại, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 4G,"3.5 mm, Type-C"
342667,Điện thoại iPhone 17 256GB,24990000,iPhone (Apple),Smartphone,5.0,425,https://www.thegioididong.com/dtdd/iphone-17,09/2025,2025-09-24 07:18:48,Apple A19 6 nhân,Hãng không công bố,Apple GPU 5 nhân,8 GB,256 GB,Chính 48 MP & Phụ 48 MP,18 MP,Kính cường lực Ceramic Shield 2,"6.3""",OLED,Super Retina XDR (1206 x 2622 Pixels),120 Hz,3000 nits,iOS 26,IP68,30 giờ,40 W,177 g,Khung nhôm & Mặt lưng kính cường lực,"Wi-Fi MIMO, Wi-Fi 7, NFC, v6.0",Hỗ trợ 5G,Type-C
322789,Điện thoại Samsung Galaxy S24 FE 5G 8GB/128GB,11490000,Samsung,Smartphone,4.9,6358,https://www.thegioididong.com/dtdd/samsung-galaxy-s24-fe,09/2024,2025-09-24 07:18:48,Exynos 2400e 8 nhân,3.1 GHz,Xclipse 940,8 GB,128 GB,"Chính 50 MP & Phụ 12 MP, 8 MP",10 MP,Kính cường lực Corning Gorilla Glass Victus+,"6.7""",Dynamic AMOLED 2X,Full HD+ (1080 x 2340 Pixels),120 Hz,1900 nits,Android 14,IP68,4700 mAh,25 W,213 g,Khung kim loại & Mặt lưng kính,"Wi-Fi MIMO, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac/ax, Dual-band (2.4 GHz/5 GHz), 6 GHz, v5.3, NFC",Hỗ trợ 5G,Type-C
334938,Điện thoại OPPO Find N5 5G 16GB/512GB,44180000,OPPO,Smartphone,5.0,293,https://www.thegioididong.com/dtdd/oppo-find-n5,04/2025,2025-09-24 07:18:48,Qualcomm Snapdragon 8 Elite 8 nhân,4.32 GHz,Adreno 830,16 GB,512 GB,"Chính 50 MP & Phụ 50 MP, 8 MP",8 MP,Chính Ultra Thin Glass & Phụ Kính siêu mỏng Nanocrystal,"Chính 8.12"" & Phụ 6.62""",LTPO AMOLED,Chính QXGA+ (2248 x 2480 Pixels) & Phụ FHD+ (1140x 2616 Pixels),120 Hz,Chính 1400 nits & Phụ 1600 nits,Android 15,"IPX6, IPX8, IPX9",5600 mAh,80 W,229 g,Khung nhôm & Mặt lưng sợi thuỷ tinh,"Wi-Fi MIMO, Wi-Fi hotspot, Wi-Fi 802.11 a/b/g/n, Wi-Fi 7, Wi-Fi 6, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), v5.4, OTG, NFC, Hồng ngoại",Hỗ trợ 5G,Type-C
207956,Điện thoại Nokia 220 4G,980000,Nokia,Phone,4.9,67336,https://www.thegioididong.com/dtdd/nokia-220-4g,06/2024,2025-09-24 07:18:49,Unisoc T107 8 nhân,1.0 GHz,,64 MB,128 MB,,,Không có cảm ứng,"2.8""",,QVGA (240 x 320 Pixels),,,S30+,,1450 mAh,Hãng không công bố,98 g,Khung & Mặt lưng nhựa,v5.0,Hỗ trợ 4G,"3.5 mm, Type-C"
342668,Điện thoại iPhone 17 512GB,31490000,iPhone (Apple),Smartphone,5.0,39,https://www.thegioididong.com/dtdd/iphone-17-512gb,09/2025,2025-09-24 07:18:49,Apple A19 6 nhân,Hãng không công bố,Apple GPU 5 nhân,8 GB,512 GB,Chính 48 MP & Phụ 48 MP,18 MP,Kính cường lực Ceramic Shield 2,"6.3""",OLED,Super Retina XDR (1206 x 2622 Pixels),120 Hz,3000 nits,iOS 26,IP68,30 giờ,40 W,177 g,Khung nhôm & Mặt lưng kính cường lực,"Wi-Fi MIMO, Wi-Fi 7, NFC, v6.0",Hỗ trợ 5G,Type-C
326016,Điện thoại vivo Y28 8GB/128GB,5690000,vivo,Smartphone,4.9,57932,https://www.thegioididong.com/dtdd/vivo-y28,06/2024,2025-09-24 07:18:49,MediaTek Helio G85,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52,8 GB,128 GB,Chính 50 MP & Phụ 2 MP,8 MP,Kính cường lực CSG,"6.68 """,IPS LCD,HD+ (720 x 1608 Pixels),90 Hz,1000 nits,Android 14,IP64,6000 mAh,44 W,199 g,Khung & Mặt lưng nhựa,"v5.0, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), OTG",Hỗ trợ 4G,"3.5 mm, Type-C"
335174,Điện thoại Samsung Galaxy A36 5G 8GB/256GB,8630000,Samsung,Smartphone,4.9,31531,https://www.thegioididong.com/dtdd/samsung-galaxy-a36-8gb-256gb,03/2025,2025-09-24 07:18:49,Snapdragon 6 Gen 3 8 nhân,2.4 GHz,Adreno 710,8 GB,256 GB,"Chính 50 MP & Phụ 8 MP, 5 MP",12 MP,Kính cường lực Corning Gorilla Glass Victus+,"6.7""",Super AMOLED,Full HD+ (1080 x 2340 Pixels),120 Hz,1200 nits,Android 15,IP67,5000 mAh,45 W,195 g,Khung nhựa & Mặt lưng kính,"v5.4, Wi-Fi MIMO, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 6, Dual-band (2.4 GHz/5 GHz), NFC",Hỗ trợ 5G,Type-C
305658,Điện thoại iPhone 15 Pro Max 256GB,29390000,iPhone (Apple),Smartphone,4.9,243747,https://www.thegioididong.com/dtdd/iphone-15-pro-max,09/2023,2025-09-24 07:18:49,Apple A17 Pro 6 nhân,3.78 GHz,Apple GPU 6 nhân,8 GB,256 GB,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Kính cường lực Ceramic Shield,"6.7""",OLED,Super Retina XDR (1290 x 2796 Pixels),120 Hz,2000 nits,iOS 17,IP68,4422 mAh,20 W,221 g,Khung Titan & Mặt lưng kính cường lực,"Wi-Fi MIMO, Wi-Fi 802.11 a/b/g/n/ac/ax, 6 GHz, v5.3, NFC",Hỗ trợ 5G,Type-C
332236,Điện thoại realme C75 8GB/512GB,6360000,realme,Smartphone,4.9,6030,https://www.thegioididong.com/dtdd/realme-c75-8gb-512gb,11/2024,2025-09-24 07:18:50,MediaTek Helio G92 Max 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Adreno 640,8 GB,512 GB,Chính 50 MP & Cảm biến Flicker,8 MP,Kính cường lực ArmorShell,"6.72""",IPS LCD,Full HD+ (1080 x 2400 Pixels),90 Hz,690 nits,Android 14,IP69,6000 mAh,45 W,196 g,Khung kim loại & Mặt lưng kính,"v5.0, Wi-Fi hotspot, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), OTG",Hỗ trợ 4G,Type-C
335638,Điện thoại Xiaomi Redmi 13x 8GB/128GB,4610000,Xiaomi,Smartphone,4.9,33927,https://www.thegioididong.com/dtdd/xiaomi-redmi-13x,03/2025,2025-09-24 07:18:50,MediaTek Helio G91 Ultra 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Mali-G52 MC2,8 GB,128 GB,Chính 108 MP & Phụ 2 MP,13 MP,Kính cường lực Corning Gorilla Glass 3,"6.79""",IPS LCD,Full HD+ (1080 x 2460 Pixels),90 Hz,550 nits,Xiaomi HyperOS (Android 14),IP53,5030 mAh,33 W,198 g,Khung & Mặt lưng nhựa,"Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), v5.4, Hồng ngoại",Hỗ trợ 4G,"3.5 mm, Type-C"
319466,Điện thoại realme 12 8GB/256GB,0,realme,Smartphone,4.9,4202,https://www.thegioididong.com/dtdd/realme-12,08/2024,2025-09-24 07:18:50,Snapdragon 685 8 nhân,2.8 GHz,Adreno 610,8 GB,256 GB,Chính 50 MP & Phụ 2 MP,16 MP,Kính cường lực AGC DT-Star2,"6.67""",AMOLED,Full HD+ (1080 x 2400 Pixels),120 Hz,2000 nits,Android 14,IP54,5000 mAh,67 W,187 g,Khung & Mặt lưng nhựa,"OTG, NFC, v5.0, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 4G,"3.5 mm, Type-C"
344777,Điện thoại iPhone Air 1TB,44990000,iPhone (Apple),Smartphone,5.0,12,https://www.thegioididong.com/dtdd/iphone-air-1tb,09/2025,2025-09-24 07:18:50,Apple A19 Pro 6 nhân,Hãng không công bố,Apple GPU 5 nhân,12 GB,1 TB,48 MP,18 MP,Kính cường lực Ceramic Shield 2,"6.5""",OLED,Super Retina XDR (1260 x 2736 Pixels),120 Hz,3000 nits,iOS 26,IP68,27 giờ,20 W,165 g,Khung Titan & Mặt lưng kính cường lực,"Wi-Fi MIMO, Wi-Fi 7, NFC, v6.0",Hỗ trợ 5G,Type-C
333147,Điện thoại Xiaomi Redmi Note 14 8GB/128GB,5400000,Xiaomi,Smartphone,4.9,143862,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-8gb-128gb,01/2025,2025-09-24 07:18:50,MediaTek Helio G99-Ultra 8 nhân,2 nhân 2.2 GHz & 6 nhân 2.0 GHz,Mali-G57 MC2,8 GB,128 GB,"Chính 108 MP & Phụ 2 MP, 2 MP",20 MP,Kính cường lực Corning Gorilla Glass 5,"6.67""",AMOLED,Full HD+ (1080 x 2400 Pixels),120 Hz,1800 nits,Xiaomi HyperOS (Android 14),IP54,5500 mAh,33 W,196.5 g,Khung & Mặt lưng nhựa,"v5.3, NFC, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 4G,"3.5 mm, Type-C"
338920,Điện thoại vivo Y19s Pro 4GB/128GB,4410000,vivo,Smartphone,5.0,8620,https://www.thegioididong.com/dtdd/vivo-y19s-pro,06/2025,2025-09-24 07:18:51,Unisoc Tiger T612,1.8 GHz,Mali-G57,4 GB,128 GB,Chính 50 MP & Phụ 0.08 MP,5 MP,Kính cường lực,"6.68 """,IPS LCD,HD+ (720 x 1608 Pixels),90 Hz,1000 nits,Android 15,IP64,6000 mAh,44 W,200 g,Khung & Mặt lưng nhựa,"OTG, NFC, Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), v5.2",Hỗ trợ 4G,"3.5 mm, Type-C"
333351,Điện thoại Samsung Galaxy S25 Ultra 5G 12GB/512GB,29380000,Samsung,Smartphone,5.0,4333,https://www.thegioididong.com/dtdd/samsung-galaxy-s25-ultra-512gb,01/2025,2025-09-24 07:18:51,Qualcomm Snapdragon 8 Elite For Galaxy 8 nhân,4.47 GHz,Adreno 830,12 GB,512 GB,"Chính 200 MP & Phụ 50 MP, 50 MP, 10 MP",12 MP,Kính cường lực Corning Gorilla Armor 2,"6.9""",Dynamic AMOLED 2X,2K+ (1440 x 3120 Pixels),120 Hz,2600 nits,Android 15,IP68,5000 mAh,45 W,218 g,Khung Titan & Mặt lưng kính cường lực,"Wi-Fi MIMO, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 7, Dual-band (2.4 GHz/5 GHz), 6 GHz, v5.4, NFC",Hỗ trợ 5G,Type-C
342679,Điện thoại iPhone 17 Pro Max 256GB,37990000,iPhone (Apple),Smartphone,5.0,4961,https://www.thegioididong.com/dtdd/iphone-17-pro-max,09/2025,2025-09-24 07:18:51,Apple A19 Pro 6 nhân,Hãng không công bố,Apple GPU 6 nhân,12 GB,256 GB,"Chính 48 MP & Phụ 48 MP, 48 MP",18 MP,Kính cường lực Ceramic Shield 2,"6.9""",OLED,Super Retina XDR (1320 x 2868 Pixels),120 Hz,3000 nits,iOS 26,IP68,37 giờ,40 W,231 g,Khung nhôm nguyên khối & Mặt lưng kính cường lực,"Wi-Fi MIMO, Wi-Fi 7, NFC, v6.0",Hỗ trợ 5G,Type-C
332235,Điện thoại realme C75 8GB/256GB,5380000,realme,Smartphone,4.9,15191,https://www.thegioididong.com/dtdd/realme-c75-8gb-256gb,11/2024,2025-09-24 07:18:51,MediaTek Helio G92 Max 8 nhân,2 nhân 2.0 GHz & 6 nhân 1.8 GHz,Adreno 640,8 GB,256 GB,Chính 50 MP & Cảm biến Flicker,8 MP,Kính cường lực ArmorShell,"6.72""",IPS LCD,Full HD+ (1080 x 2400 Pixels),90 Hz,690 nits,Android 14,IP69,6000 mAh,45 W,196 g,Khung kim loại & Mặt lưng kính,"v5.0, Wi-Fi hotspot, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), OTG",Hỗ trợ 4G,Type-C
342670,Điện thoại iPhone Air 256GB,31990000,iPhone (Apple),Smartphone,5.0,630,https://www.thegioididong.com/dtdd/iphone-air,09/2025,2025-09-24 07:18:51,Apple A19 Pro 6 nhân,Hãng không công bố,Apple GPU 5 nhân,12 GB,256 GB,48 MP,18 MP,Kính cường lực Ceramic Shield 2,"6.5""",OLED,Super Retina XDR (1260 x 2736 Pixels),120 Hz,3000 nits,iOS 26,IP68,27 giờ,20 W,165 g,Khung Titan & Mặt lưng kính cường lực,"Wi-Fi MIMO, Wi-Fi 7, NFC, v6.0",Hỗ trợ 5G,Type-C
339174,Điện thoại OPPO Reno14 5G 12GB/512GB,16690000,OPPO,Smartphone,5.0,9013,https://www.thegioididong.com/dtdd/oppo-reno14-5g-512gb,07/2025,2025-09-24 07:18:51,MediaTek Dimensity 8350 5G 8 nhân,3.35 GHz,Mali-G615 MC6,12 GB,512 GB,"Chính 50 MP & Phụ 50 MP, 8 MP",50 MP,Kính cường lực Corning Gorilla Glass 7i,"6.59""",AMOLED,1.5K (1256 x 2760 Pixles),120 Hz,1200 nits,Android 15,"IP66, IP68, IP69",6000 mAh,80 W,187 g,Khung hợp kim nhôm & Mặt lưng kính,"v5.4, OTG, NFC, Hồng ngoại, Wi-Fi MIMO, Wi-Fi hotspot, Wi-Fi 802.11 a/b/g/n, Wi-Fi 6E, Wi-Fi 6, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz)",Hỗ trợ 5G,Type-C
328454,Điện thoại OPPO A3 8GB/128GB,5200000,OPPO,Smartphone,4.9,46834,https://www.thegioididong.com/dtdd/oppo-a3-8gb-128gb,08/2024,2025-09-24 07:18:52,Snapdragon 6s Gen 1 8 nhân,4 nhân 2.1 GHz & 4 nhân 2.0 GHz,Adreno 610,8 GB,128 GB,Chính 50 MP & Cảm biến Flicker,5 MP,Kính cường lực Panda,"6.67""",IPS LCD,HD+ (720 x 1604 Pixels),90 Hz,1000 nits,Android 14,IP54,5100 mAh,45 W,186 g,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,"Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), v5.0, OTG",Hỗ trợ 4G,"3.5 mm, Type-C"
344650,Điện thoại OPPO A6 Pro 8GB/256GB,8290000,OPPO,Smartphone,,,https://www.thegioididong.com/dtdd/oppo-a6-pro-8gb-256gb,10/2025,2025-09-24 07:18:52,MediaTek Helio G100 8 nhân,2.2 GHz,Mali-G57 MC2,8 GB,256 GB,Chính 50 MP & Phụ 2 MP,16 MP,Kính cường lực AGC DT-Star D+,"6.57""",AMOLED,Full HD+ (1080 x 2372 Pixels),120 Hz,1400 nits,Android 15,"IP66, IP68, IP69",7000 mAh,80 W,188 g,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,"OTG, NFC, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), v5.4",Hỗ trợ 4G,Type-C
303823,Điện thoại iPhone 15 Plus 256GB,21590000,iPhone (Apple),Smartphone,4.9,14431,https://www.thegioididong.com/dtdd/iphone-15-plus-256gb,09/2023,2025-09-24 07:18:52,Apple A16 Bionic,3.46 GHz,Apple GPU 5 nhân,6 GB,256 GB,Chính 48 MP & Phụ 12 MP,12 MP,Kính cường lực Ceramic Shield,"6.7""",OLED,Super Retina XDR (1290 x 2796 Pixels),60 Hz,2000 nits,iOS 17,IP68,4383 mAh,20 W,201 g,Khung nhôm & Mặt lưng kính cường lực,"Wi-Fi MIMO, Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi 6, v5.3, NFC",Hỗ trợ 5G,Type-C
303825,Điện thoại iPhone 15 Plus 512GB,28190000,iPhone (Apple),Smartphone,4.9,549,https://www.thegioididong.com/dtdd/iphone-15-plus-512gb,09/2023,2025-09-24 07:18:52,Apple A16 Bionic,3.46 GHz,Apple GPU 5 nhân,6 GB,512 GB,Chính 48 MP & Phụ 12 MP,12 MP,Kính cường lực Ceramic Shield,"6.7""",OLED,Super Retina XDR (1290 x 2796 Pixels),60 Hz,2000 nits,iOS 17,IP68,4383 mAh,20 W,201 g,Khung nhôm & Mặt lưng kính cường lực,"Wi-Fi MIMO, Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi 6, v5.3, NFC",Hỗ trợ 5G,Type-C
320337,Điện thoại Xiaomi 15 5G 12GB/256GB,21540000,Xiaomi,Smartphone,5.0,514,https://www.thegioididong.com/dtdd/xiaomi-15-256gb,03/2025,2025-09-24 07:18:53,Qualcomm Snapdragon 8 Elite 8 nhân,2 nhân 4.32 GHz & 6 nhân 3.53 GHz,Adreno 830,12 GB,256 GB,3 camera 50 MP,32 MP,Kính cường lực Xiaomi Shield,"6.36""",AMOLED,1.5K (1200 x 2670 Pixels),120 Hz,3200 nits,Xiaomi HyperOS 2,IP68,5240 mAh,90 W,191 g,Khung nhôm & Mặt lưng sợi thuỷ tinh,"OTG, NFC, Wi-Fi MIMO, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 7, Wi-Fi 6E, Wi-Fi 6, Dual-band (2.4 GHz/5 GHz), v6.0",Hỗ trợ 5G,Type-C
329676,Điện thoại Nokia HMD 105 4G,640000,Nokia,Phone,4.9,58967,https://www.thegioididong.com/dtdd/nokia-hmd-105-4g,09/2024,2025-09-24 07:18:53,,,,,128 MB,,,Không có cảm ứng,"2.4""",Hãng không công bố,QQVGA (120 x 160 Pixels),,,,,1450 mAh,Hãng không công bố,88 g,Khung & Mặt lưng nhựa,v5.0,Hỗ trợ 4G,"3.5 mm, Type-C"
331200,Điện thoại vivo Y19s 6GB/128GB,4220000,vivo,Smartphone,4.9,47334,https://www.thegioididong.com/dtdd/vivo-y19s-6gb-128gb,11/2024,2025-09-24 07:18:53,Unisoc Tiger T612,1.8 GHz,Mali-G57,6 GB,128 GB,Chính 50 MP & Phụ 0.08 MP,5 MP,Kính cường lực,"6.68 """,IPS LCD,HD+ (720 x 1608 Pixels),90 Hz,1000 nits,Android 14,IP64,5500 mAh,15 W,198 g,Khung & Mặt lưng nhựa,"Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), OTG, v5.2",Hỗ trợ 4G,"3.5 mm, Type-C"
334777,Điện thoại Samsung Galaxy A26 5G 8GB/256GB,7650000,Samsung,Smartphone,4.9,64603,https://www.thegioididong.com/dtdd/samsung-galaxy-a26,04/2025,2025-09-24 07:18:53,Exynos 1380 8 nhân,4 nhân 2.4 GHz & 4 nhân 2 GHz,Mali-G68,8 GB,256 GB,"Chính 50 MP & Phụ 8 MP, 2 MP",13 MP,Kính cường lực Corning Gorilla Glass Victus+,"6.7""",Super AMOLED,Full HD+ (1080 x 2340 Pixels),120 Hz,800 nits,Android 15,IP67,5000 mAh,25 W,200 g,Khung nhựa & Mặt lưng kính,"Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), v5.3, NFC",Hỗ trợ 5G,Type-C
342677,Điện thoại iPhone 17 Pro 512GB,41490000,iPhone (Apple),Smartphone,5.0,330,https://www.thegioididong.com/dtdd/iphone-17-pro-512gb,09/2025,2025-09-24 07:18:53,Apple A19 Pro 6 nhân,Hãng không công bố,Apple GPU 6 nhân,12 GB,512 GB,"Chính 48 MP & Phụ 48 MP, 48 MP",18 MP,Kính cường lực Ceramic Shield 2,"6.3""",OLED,Super Retina XDR (1206 x 2622 Pixels),120 Hz,3000 nits,iOS 26,IP68,31 giờ,40 W,204 g,Khung nhôm nguyên khối & Mặt lưng kính cường lực,"Wi-Fi MIMO, Wi-Fi 7, NFC, v6.0",Hỗ trợ 5G,Type-C
334930,Điện thoại Samsung Galaxy A36 5G 12GB/256GB,9610000,Samsung,Smartphone,4.9,7107,https://www.thegioididong.com/dtdd/samsung-galaxy-a36,03/2025,2025-09-24 07:18:54,Snapdragon 6 Gen 3 8 nhân,2.4 GHz,Adreno 710,12 GB,256 GB,"Chính 50 MP & Phụ 8 MP, 5 MP",12 MP,Kính cường lực Corning Gorilla Glass Victus+,"6.7""",Super AMOLED,Full HD+ (1080 x 2340 Pixels),120 Hz,1200 nits,Android 15,IP67,5000 mAh,45 W,195 g,Khung nhựa & Mặt lưng kính,"v5.4, Wi-Fi MIMO, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 6, Dual-band (2.4 GHz/5 GHz), NFC",Hỗ trợ 5G,Type-C
329136,Điện thoại iPhone 16 256GB,21990000,iPhone (Apple),Smartphone,4.9,6711,https://www.thegioididong.com/dtdd/iphone-16-256gb,09/2024,2025-09-24 07:18:54,Apple A18 6 nhân,Hãng không công bố,Apple GPU 5 nhân,8 GB,256 GB,Chính 48 MP & Phụ 12 MP,12 MP,Kính cường lực Ceramic Shield,"6.1""",OLED,Super Retina XDR (1179 x 2556 Pixels),60 Hz,2000 nits,iOS 18,IP68,22 giờ,20 W,170 g,Khung nhôm & Mặt lưng kính cường lực,"v5.3, Wi-Fi MIMO, Wi-Fi 7, NFC",Hỗ trợ 5G,Type-C
329141,Điện thoại iPhone 16 Plus 512GB,31290000,iPhone (Apple),Smartphone,5.0,401,https://www.thegioididong.com/dtdd/iphone-16-plus-512gb,09/2024,2025-09-24 07:18:54,Apple A18 6 nhân,Hãng không công bố,Apple GPU 5 nhân,8 GB,512 GB,Chính 48 MP & Phụ 12 MP,12 MP,Kính cường lực Ceramic Shield,"6.7""",OLED,Super Retina XDR (1290 x 2796 Pixels),60 Hz,2000 nits,iOS 18,IP68,27 giờ,20 W,199 g,Khung nhôm & Mặt lưng kính cường lực,"v5.3, Wi-Fi MIMO, Wi-Fi 7, NFC",Hỗ trợ 5G,Type-C
334932,Điện thoại Samsung Galaxy A56 5G 12GB/256GB,11280000,Samsung,Smartphone,4.9,35278,https://www.thegioididong.com/dtdd/samsung-galaxy-a56,03/2025,2025-09-24 07:18:54,Exynos 1580 8 nhân,2.9 GHz,AMD Ariel 2WGP-1RB 1.3 GHz,12 GB,256 GB,"Chính 50 MP & Phụ 12 MP, 5 MP",12 MP,Kính cường lực Corning Gorilla Glass Victus+,"6.7""",Super AMOLED,Full HD+ (1080 x 2340 Pixels),120 Hz,1200 nits,Android 15,IP67,5000 mAh,45 W,198 g,Khung kim loại & Mặt lưng kính,"v5.3, Wi-Fi MIMO, Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 6, Dual-band (2.4 GHz/5 GHz), NFC",Hỗ trợ 5G,Type-C
327190,Điện thoại OPPO Reno12 F 5G 12GB/256GB,9810000,OPPO,Smartphone,4.9,70872,https://www.thegioididong.com/dtdd/oppo-reno12-f-5g-12gb-256gb,07/2024,2025-09-24 07:18:54,MediaTek Dimensity 6300 5G 8 nhân,2 nhân 2.4 GHz & 6 nhân 2 GHz,Mali-G57 MC2,12 GB,256 GB,"Chính 50 MP & Phụ 8 MP, 2 MP",32 MP,Kính cường lực AGC DT-Star2,"6.67""",AMOLED,Full HD+ (1080 x 2400 Pixels),120 Hz,1200 nits,Android 14,IP64,5000 mAh,45 W,187 g,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,"Wi-Fi hotspot, Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), OTG, NFC, v5.3",Hỗ trợ 5G,Type-C
339176,Điện thoại OPPO Reno14 F 5G 8GB/256GB Xanh dương/Xanh lá,10300000,OPPO,Smartphone,4.9,5153,https://www.thegioididong.com/dtdd/oppo-reno14-f-5g-8gb-256gb,07/2025,2025-09-24 07:18:55,Snapdragon 6 Gen 1 5G 8 nhân,2.2 GHz,Adreno 710,8 GB,256 GB,"Chính 50 MP & Phụ 8 MP, 2 MP",32 MP,Kính cường lực AGC DT-Star D+,"6.57""",AMOLED,Full HD+ (1080 x 2372 Pixels),120 Hz,1400 nits,Android 15,"IP66, IP68, IP69",6000 mAh,45 W,180 g,Khung nhựa & Mặt lưng thuỷ tinh hữu cơ,"OTG, NFC, Wi-Fi hotspot, Wi-Fi 5, Dual-band (2.4 GHz/5 GHz), v5.1",Hỗ trợ 5G,Type-C
281570,Điện thoại iPhone 15 128GB,15490000,iPhone (Apple),Smartphone,4.9,100835,https://www.thegioididong.com/dtdd/iphone-15,09/2023,2025-09-24 07:18:55,Apple A16 Bionic,3.46 GHz,Apple GPU 5 nhân,6 GB,128 GB,Chính 48 MP & Phụ 12 MP,12 MP,Kính cường lực Ceramic Shield,"6.1""",OLED,Super Retina XDR (1179 x 2556 Pixels),60 Hz,2000 nits,iOS 17,IP68,3349 mAh,20 W,171 g,Khung nhôm & Mặt lưng kính cường lực,"Wi-Fi MIMO, Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi 6, v5.3, NFC",Hỗ trợ 5G,Type-C
