id,name,price,brand,category,cpu,cpu_speed,gpu,ram,ram_type,storage,screen_size,screen_tech,screen_resolution,screen_frequency,operating_system,battery,rating,reviews_count,url,created_at,updated_at
335373,Laptop MacBook Air 15 inch M4 16GB/512GB,34390000,MacBook,Laptop,Apple M4 - Hãng không công bố,120 GB/s memory bandwidth,Card tích hợp - 10 nhân GPU,16 GB,Hãng không công bố Hãng không công bố,512 GB SSD,"15.3""",IPS,Liquid Retina,Hãng không công bố,macOS Sequoia,"Li-Po, 66.5 Wh",5.0,123,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-512gb,03/2025,2025-09-01 23:33:21
325699,"Laptop Acer Gaming Aspire A515 58GM 53PZ - NX.KQ4SV.008 (i5 13420H, 8GB, 512GB, RTX 2050 4GB, Full HD, Win11)",14990000,Acer,Laptop,Intel Core i5 Raptor Lake - 13420H,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 2050, 4 GB",8 GB,DDR4 (1 khe 8 GB + 1 khe rời) 3200 MHz,"512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""",IPS,Full HD (1920 x 1080),60Hz,Windows 11 Home SL,50 Wh,4.9,1372,https://www.thegioididong.com/laptop/acer-aspire-a515-58gm-53pz-i5-nxkq4sv008,2024,2025-09-01 23:33:23
332365,"Laptop Lenovo Gaming LOQ 15IAX9E - 83LK000BVN (i5 12450HX, 16GB, 512GB, RTX 2050 4GB, Full HD 144Hz, Win11)",17990000,Lenovo,Laptop,Intel Core i5 Alder Lake - 12450HX,Lên đến 4.40 GHz khi tải nặng,"Card rời - NVIDIA GeForce RTX 2050, 4 GB",16 GB,DDR5 (1 khe RAM) 4800 MHz,512 GB SSD NVMe PCIe,"15.6""",IPS,Full HD (1920 x 1080),144Hz,Windows 11 Home SL,57Wh,4.9,2429,https://www.thegioididong.com/laptop/lenovo-loq-15iax9e-i5-83lk000bvn,2024,2025-09-01 23:33:23
326049,"Laptop HP 245 G10 - A20TDPT (R5 7530U, 8GB, 512GB, Full HD, Win11)",12190000,HP,Laptop,AMD Ryzen 5 - 7530U,2.00 GHz (Lên đến 4.50 GHz khi tải nặng),Card tích hợp - AMD Radeon Graphics,8 GB,DDR4 (1 khe 8 GB onboard + 1 khe trống) 3200 MHz,512 GB SSD NVMe PCIe,"14""",IPS,Full HD (1920 x 1080),60Hz,Windows 11 Home SL,"3-cell, 41Wh",4.9,5921,https://www.thegioididong.com/laptop/hp-245-g10-r5-a20tdpt,2024,2025-09-01 23:33:23
341563,"Laptop Dell Gaming Alienware 16 Aurora AC16250 - 71072939 (Core 5 210H, 16GB, 512GB, RTX 3050 6GB, WQXGA 120Hz, OfficeH24+365, Win11)",29490000,Dell,Laptop,Intel Core 5 Raptor Lake - 210H,1.60 GHz (Lên đến 4.80 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 3050, 6 GB",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB) 5600 MHz,512 GB SSD NVMe PCIe,"16""",300 nits,WQXGA (2560 x 1600),120Hz,Windows 11 Home SL + Office Home 2024 + Microsoft 365 Basic 1 năm,"3-cell Li-ion, 60 Wh",5.0,31,https://www.thegioididong.com/laptop/dell-alienware-16-aurora-ac16250-core-5-210h-71072939,2025,2025-09-01 23:33:23
313177,"Laptop Acer Gaming Aspire 7 A715 76G 5806 - NH.QMFSV.002 (i5 12450H, 16GB, 512GB, RTX 3050 4GB, Full HD 144Hz, Win11)",18690000,Acer,Laptop,Intel Core i5 Alder Lake - 12450H,2.00 GHz (Lên đến 4.40 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 3050, 4 GB",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB) 3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""",IPS,Full HD (1920 x 1080),144Hz,Windows 11 Home SL,"3-cell, 50Wh",4.9,1324,https://www.thegioididong.com/laptop/acer-aspire-7-gaming-a715-76g-5806-i5-nhqmfsv002,2023,2025-09-01 23:33:23
323325,"Laptop HP 240 G10 - 9H2E4PT (i5 1335U, 16GB, 512GB, Full HD, Win11)",16390000,HP,Laptop,Intel Core i5 Raptor Lake - 1335U,1.30 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),16 GB,DDR4 (1 khe 16 GB + 1 khe rời) 3200 MHz,512 GB SSD NVMe PCIe,"14""",IPS,Full HD (1920 x 1080),60Hz,Windows 11 Home SL,"3-cell, 41Wh",4.9,1833,https://www.thegioididong.com/laptop/hp-240-g10-i5-9h2e4pt,2023,2025-09-01 23:33:24
340486,"Laptop HP 15 fd0235TU - 9Q970PA (i5 1334U, 16GB, 512GB, Full HD, Win11)",15490000,HP,Laptop,Intel Core i5 Raptor Lake - 1334U,1.30 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB) 3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""",IPS,Full HD (1920 x 1080),Hãng không công bố,Windows 11 Home SL,"3 cell, 41.04 Wh",5.0,545,https://www.thegioididong.com/laptop/hp-15-fd0235tu-i5-9q970pa,2023,2025-09-01 23:33:24
231244,Laptop MacBook Air 13 inch M1 8GB/256GB (MGN63SA/A),17190000,MacBook,Laptop,Apple M1,Hãng không công bố,Card tích hợp - 7 nhân GPU,8 GB,Hãng không công bố Hãng không công bố,256 GB SSD,"13.3""",IPS,Retina (2560 x 1600),Hãng không công bố,macOS,Lên đến 18 giờ,4.9,13985,https://www.thegioididong.com/laptop/apple-macbook-air-2020-mgn63saa,2020,2025-09-01 23:33:25
333430,"Laptop Acer Gaming Nitro V 15 ANV15 41 R2UP - NH.QPGSV.004 (R5 6600H, 16GB, 512GB, RTX 2050 4GB, Full HD 165Hz, Win11)",17190000,Acer,Laptop,AMD Ryzen 5 - 6600H,3.30 GHz (Lên đến 4.50 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 2050, 4 GB",16 GB,DDR5 (1 khe 16 GB + 1 khe rời) 4800 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""",IPS,Full HD (1920 x 1080),165 Hz,Windows 11 Home SL,"4-cell, 57Wh",5.0,1606,https://www.thegioididong.com/laptop/acer-nitro-v-15-anv15-41-r2up-r5-nhqpgsv004,,2025-09-01 23:33:25
317704,"Laptop Asus Vivobook 14 X1404V - NK050W (i5 1335U, 16GB, 512GB, Full HD, Win11)",14990000,Asus,Laptop,Intel Core i5 Raptor Lake - 1335U,1.30 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB) 2933 MHz,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""",TN,Full HD (1920 x 1080),60Hz,Windows 11 Home SL,"3-cell, 42Wh",4.9,3798,https://www.thegioididong.com/laptop/asus-vivobook-14-x1404va-i5-nk050w,2023,2025-09-01 23:33:25
334792,"Laptop Asus Vivobook 15 X1504VA - NJ1634W (i3 1315U, 8GB, 512GB, Full HD, Win11)",10690000,Asus,Laptop,Intel Core i3 Raptor Lake - 1315U,1.20 GHz (Lên đến 4.50 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,8 GB,DDR4 (1 khe 8 GB + 1 khe rời) 3200 MHz,512 GB SSD NVMe PCIe,"15.6""",Chống chói Anti Glare,Full HD (1920 x 1080),60Hz,Windows 11 Home SL,"3-cell, 42Wh",5.0,2448,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i3-nj1634w,2025,2025-09-01 23:33:26
339202,"Laptop Acer Aspire Lite 14 AL14 51P 35QD - NX.J84SV.001 (i3 1305U, 8GB, 512GB, Full HD+, Win11)",10790000,Acer,Laptop,Intel Core i3 Raptor Lake - 1305U,1.6GHz,Card tích hợp - Intel UHD Graphics,8 GB,DDR5 (1 khe 8 GB + 1 khe trống) 4800 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","14""",IPS,Full HD+ (1920 x 1200),60Hz,Windows 11 Home SL,58 Wh,5.0,384,https://www.thegioididong.com/laptop/acer-aspire-lite-14-al14-51p-35qd-i3-nxj84sv001,2025,2025-09-01 23:33:26
335362,Laptop MacBook Air 13 inch M4 16GB/256GB,24290000,MacBook,Laptop,Apple M4 - Hãng không công bố,120 GB/s memory bandwidth,Card tích hợp - 8 nhân GPU,16 GB,Hãng không công bố Hãng không công bố,256 GB SSD,"13.6""",IPS,Liquid Retina (2560 x 1664),Hãng không công bố,macOS Sequoia,"Li-Po, 53.8 Wh",4.9,3466,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-16gb-256gb,03/2025,2025-09-01 23:33:26
339265,"Laptop HP EliteBook 635 Aero G11 - B91D3PT (R7 8840HS, 32GB, 512GB, WUXGA, Win11)",27190000,HP,Laptop,AMD Ryzen 7 - 8840HS,3.30 GHz (Lên đến 5.10 GHz khi tải nặng),Card tích hợp - AMD Radeon Graphics,32 GB,LPDDR5 (Onboard) 6400 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","13.3""",IPS,WUXGA (1920 x 1200),Hãng không công bố,Windows 11 Home SL,"3-cell, 43Wh",5.0,53,https://www.thegioididong.com/laptop/hp-elitebook-635-aero-g11-r7-b91d3pt,2025,2025-09-01 23:33:27
335369,Laptop MacBook Air 13 inch M4 32GB/256GB,35490000,MacBook,Laptop,Apple M4 - Hãng không công bố,120 GB/s memory bandwidth,Card tích hợp - 10 nhân GPU,32 GB,Hãng không công bố Hãng không công bố,256 GB SSD,"13.6""",IPS,Liquid Retina (2560 x 1664),Hãng không công bố,macOS Sequoia,"Li-Po, 53.8 Wh",5.0,14,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-32gb-256gb,03/2025,2025-09-01 23:33:28
337233,"Laptop Lenovo Ideapad Slim 3 14IRH10 - 83K0000CVN (i5 13420H, 24GB, 512GB, WUXGA OLED, Win11)",18990000,Lenovo,Laptop,Intel Core i5 Raptor Lake - 13420H,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,24 GB,DDR5 (1 khe 8 GB onboard + 1 khe 16 GB) 4800 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""",OLED,WUXGA (1920 x 1200) - OLED,60Hz,Windows 11 Home SL,60 Wh,5.0,763,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-oled-14irh10-i5-83k0000cvn,2025,2025-09-01 23:33:28
338311,"Laptop Dell Inspiron 15 3530 - N5I7216W1 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",20990000,Dell,Laptop,Intel Core i7 Raptor Lake - 1355U,1.70 GHz (Lên đến 5.00 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB) 3200 MHz,512 GB SSD NVMe PCIe,"15.6""",Chống chói Anti Glare,Full HD (1920 x 1080),120Hz,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,"4-cell, 54Wh",5.0,752,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n5i7216w1,2025,2025-09-01 23:33:28
308697,"Laptop MSI Gaming GF63 Thin 12VE - 460VN (i5 12450H, 8GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",19290000,MSI,Laptop,Intel Core i5 Alder Lake - 12450H,2.00 GHz (Lên đến 4.40 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 4050, 6 GB",8 GB,DDR4 (1 khe 8 GB + 1 khe rời) 3200 MHz,512 GB SSD NVMe PCIe Gen 4.0,"15.6""",IPS,Full HD (1920 x 1080),144Hz,Windows 11 Home SL,"3-cell Li-ion, 52.4 Wh",4.9,1009,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-12ve-i5-460vn,2023,2025-09-01 23:33:28
339681,"Laptop Dell Inspiron 15 3530 - P16WD22 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",17490000,Dell,Laptop,Intel Core i5 Raptor Lake - 1334U,1.30 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB) 2666 MHz,512 GB SSD NVMe PCIe,"15.6""",Chống chói Anti Glare,Full HD (1920 x 1080),120Hz,Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,"4-cell, 54Wh",5.0,92,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-p16wd22,2025,2025-09-01 23:33:28
332451,Laptop MacBook Pro 14 inch Nano M4 Max 36GB/1TB,79790000,MacBook,Laptop,Apple M4 Max - Hãng không công bố,410 GB/s memory bandwidth,Card tích hợp - 32 nhân GPU,36 GB,Hãng không công bố Hãng không công bố,1 TB SSD,"14.2""",ProMotion,Liquid Retina XDR display (3024 x 1964),up to 120 Hz,macOS Sequoia,"Li-Po, 72.4 Wh",5.0,28,https://www.thegioididong.com/laptop/macbook-pro-14-nano-m4-max-36-1t,10/2024,2025-09-01 23:33:29
341751,"Laptop GIGABYTE Gaming A16 GA6H - GAMING-A16-CTHH3VN893SH (i5 13420H, 16GB, 512GB, RTX5050 8GB, WUXGA 165Hz, Win11)",28590000,GIGABYTE,Laptop,Intel Core i5 Raptor Lake - 13420H,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 5050, 8 GB",16 GB,DDR5 (1 khe 16 GB + 1 khe rời) 5200 MHz,"512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 4 TB (2280))","16""",IPS,WUXGA (1920 x 1200),165 Hz,Windows 11 Home SL,"Li-Polymer, 76Wh",5.0,1,https://www.thegioididong.com/laptop/gigabyte-a16-ga6h-i5-13420h-gaming-a16-cthh3vn893sh,2025,2025-09-01 23:33:29
331564,Laptop MacBook Pro 14 inch M4 16GB/512GB,38290000,MacBook,Laptop,Apple M4 - Hãng không công bố,120 GB/s memory bandwidth,Card tích hợp - 10 nhân GPU,16 GB,Hãng không công bố Hãng không công bố,512 GB SSD,"14.2""",ProMotion,Liquid Retina XDR display (3024 x 1964),up to 120 Hz,macOS Sequoia,"Li-Po, 72.4 Wh",5.0,1376,https://www.thegioididong.com/laptop/macbook-pro-14-inch-m4-16gb-512gb,10/2024,2025-09-01 23:33:29
339212,"Laptop GIGABYTE Gaming G6 KF RC56 - 9RC56KF0HJIIXIVN000 (i7 13620H, 16GB, 512GB, RTX 4060 8GB, WUXGA 165Hz, Win11)",25690000,GIGABYTE,Laptop,Intel Core i7 Raptor Lake - 13620H,2.40 GHz (Lên đến 4.90 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 4060, 8 GB",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB) 4800 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","16""",IPS,WUXGA (1920 x 1200),165 Hz,Windows 11 Home SL,"4-cell, 54Wh",5.0,15,https://www.thegioididong.com/laptop/gigabyte-g6-kf-rc56-i7-9rc56kf0hjiixivn000,2024,2025-09-01 23:33:30
330162,"Laptop Asus TUF Gaming A15 FA506NFR - HN113W (R7 7435HS, 16GB, 512GB, RTX 2050 4GB, Full HD 144Hz, Win11)",17690000,Asus,Laptop,AMD Ryzen 7 - 7435HS,3.10 GHz (Lên đến 4.50 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 2050, 4 GB",16 GB,DDR5 (1 khe 16 GB + 1 khe rời) 4800 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""",IPS,Full HD (1920 x 1080),144Hz,Windows 11 Home SL,"3-cell, 48Wh",4.9,1436,https://www.thegioididong.com/laptop/asus-fa506nfr-r7-hn113w,2024,2025-09-01 23:33:30
337042,"Laptop HP Pavilion 16 af0053TU - AY8C2PA (Ultra 7 155U, 16GB, 512GB, WUXGA, OfficeHS+365, Win11)",22190000,HP,Laptop,Intel Core Ultra 7 Meteor Lake - 155U,1.70 GHz (Lên đến 4.80 GHz khi tải nặng),Card tích hợp - Intel Graphics,16 GB,LPDDR5 (Onboard) 7467 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""",IPS,WUXGA (1920 x 1200),Hãng không công bố,Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,"3-cell Li-ion, 59 Wh",5.0,231,https://www.thegioididong.com/laptop/hp-pavilion-16-af0053tu-ultra-7-ay8c2pa,2024,2025-09-01 23:33:30
334450,"Laptop Lenovo Ideapad Slim 3 16IRH10 - 83K20003VN (i5 13420H, 24GB, 512GB, WUXGA, Win11)",16290000,Lenovo,Laptop,Intel Core i5 Raptor Lake - 13420H,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,24 GB,DDR5 (1 khe 8 GB onboard + 1 khe 16 GB) 4800 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","16""",IPS,WUXGA (1920 x 1200),60Hz,Windows 11 Home SL,60 Wh,4.9,1051,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-16irh10-i5-83k20003vn,2024,2025-09-01 23:33:30
322270,"Laptop Asus Vivobook 14 X1404ZA - NK376W (i5 1235U, 16GB, 512GB, Full HD, Win11)",13990000,Asus,Laptop,Intel Core i5 Alder Lake - 1235U,1.30 GHz (Lên đến 4.40 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB) 3200 MHz,512 GB SSD NVMe PCIe,"14""",Chống chói Anti Glare,Full HD (1920 x 1080),60Hz,Windows 11 Home SL,"3-cell, 42Wh",4.9,7463,https://www.thegioididong.com/laptop/asus-vivobook-x1404za-i5-nk376w,2024,2025-09-01 23:33:30
339657,"Laptop Lenovo ThinkPad E16 - 21SR002SVN (Ultra 7 255H, 32GB, 512GB, WUXGA, Win11)",30290000,Lenovo,Laptop,Intel Core Ultra 7 Arrow Lake - 255H,2.00 GHz (Lên đến 5.10 GHz khi tải nặng),Card tích hợp - Intel Arc 140T,32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB) 5600 MHz,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2242) / 1 TB (2280))","16""",IPS,WUXGA (1920 x 1200),60Hz,Windows 11 Home SL,48Wh,5.0,37,https://www.thegioididong.com/laptop/lenovo-thinkpad-e16-ultra-7-21sr002svn,2025,2025-09-01 23:33:31
336036,"Laptop Asus Vivobook 15 X1504VA - BQ2225WS (i5 1334U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",14990000,Asus,Laptop,Intel Core i5 Raptor Lake - 1334U,1.30 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB) 3200 MHz,512 GB SSD NVMe PCIe,"15.6""",IPS,Full HD (1920 x 1080),60Hz,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,"3-cell, 42Wh",5.0,934,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i5-bq2225ws,2025,2025-09-01 23:33:31
326124,"Laptop MSI Gaming Thin 15 B12UCX - 2046VN (i5 12450H, 16GB, 512GB, RTX 2050 4GB, Full HD 144Hz, Win11)",15190000,MSI,Laptop,Intel Core i5 Alder Lake - 12450H,2.00 GHz (Lên đến 4.40 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 2050, 4 GB",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB) 3200 MHz,512 GB SSD NVMe PCIe Gen 4.0,"15.6""",IPS,Full HD (1920 x 1080),144Hz,Windows 11 Home SL,"3-cell Li-ion, 52.4 Wh",4.9,2087,https://www.thegioididong.com/laptop/msi-thin-15-b12ucx-i5-2046vn,2024,2025-09-01 23:33:31
339683,"Laptop Asus Vivobook 14 X1404VA - EB155WS (Core 5 120U, 16GB, 512GB, Full HD, OfficeH24+365, Win11)",15490000,Asus,Laptop,Intel Core 5 Raptor Lake - 120U,1.40 GHz (Lên đến 5.00 GHz khi tải nặng),Card tích hợp - Intel Graphics,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB) 3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""",IPS,Full HD (1920 x 1080),60Hz,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,"3-cell, 42Wh",5.0,276,https://www.thegioididong.com/laptop/asus-vivobook-14-x1404va-core-5-eb155ws,2025,2025-09-01 23:33:31
322073,"Laptop Lenovo Ideapad Slim 3 15IRH8 - 83EM003FVN (i7 13620H, 16GB, 1TB, Full HD, Win11)",17190000,Lenovo,Laptop,Intel Core i7 Raptor Lake - 13620H,2.40 GHz (Lên đến 4.90 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,16 GB,LPDDR5 (Onboard) 4800 MHz,1 TB SSD NVMe PCIe Gen 4,"15.6""",IPS,Full HD (1920 x 1080),60Hz,Windows 11 Home SL,47 Wh,4.9,2467,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh8-i7-83em003fvn,2023,2025-09-01 23:33:31
327050,"Laptop Lenovo Gaming LOQ 15IAX9 - 83GS00D9VN (i5 12450HX, 24GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",23190000,Lenovo,Laptop,Intel Core i5 Alder Lake - 12450HX,Lên đến 4.40 GHz khi tải nặng,"Card rời - NVIDIA GeForce RTX 3050, 6 GB",24 GB,DDR5 (1 khe 12 GB + 1 khe 12 GB) 4800 MHz,512 GB SSD NVMe PCIe Gen 4.0,"15.6""",IPS,Full HD (1920 x 1080),144Hz,Windows 11 Home SL,60 Wh,5.0,3383,https://www.thegioididong.com/laptop/lenovo-loq-15iax9-i5-83gs00d9vn,2024,2025-09-01 23:33:32
337472,"Laptop Dell Inspiron 15 3530 - 71053721 (i7 1355U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",20990000,Dell,Laptop,Intel Core i7 Raptor Lake - 1355U,1.70 GHz (Lên đến 5.00 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB) 2666 MHz,512 GB SSD NVMe PCIe,"15.6""",WVA,Full HD (1920 x 1080),120Hz,Windows 11 Home SL + Office Home 2024 vĩnh viễn,"4-cell, 54Wh",5.0,67,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71053721,2025,2025-09-01 23:33:32
333104,"Laptop Dell Inspiron 15 3520 - 71053682 (i7 1255U, 16GB, 512GB, Full HD 120Hz, OfficeHS, Win11)",18990000,Dell,Laptop,Intel Core i7 Alder Lake - 1255U,1.70 GHz (Lên đến 4.70 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB) 2666 MHz,512 GB SSD NVMe PCIe,"15.6""",WVA,Full HD (1920 x 1080),120Hz,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,"4-cell, 54Wh",5.0,1633,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-71053682,2024,2025-09-01 23:33:32
327977,"Laptop Asus Vivobook 15 X1504ZA - NJ1546W (i5 1235U, 16GB, 512GB, Full HD, Win11)",13990000,Asus,Laptop,Intel Core i5 Alder Lake - 1235U,1.30 GHz (Lên đến 4.40 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,DDR4 (8 GB onboard + 1 khe 8 GB) 3200 MHz,512 GB SSD NVMe PCIe,"15.6""",Chống chói Anti Glare,Full HD (1920 x 1080),60Hz,Windows 11 Home SL,"3-cell, 42Wh",4.9,1980,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i5-nj1546w,2023,2025-09-01 23:33:33
338316,"Laptop Dell Inspiron 15 3530 - N3530-i5U165W11SLU-BL (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",17490000,Dell,Laptop,Intel Core i5 Raptor Lake - 1334U,1.30 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB) 2666 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""",Chống chói Anti Glare,Full HD (1920 x 1080),120Hz,Windows 11 Home SL + Office Home 2024 vĩnh viễn,"3-cell, 41Wh",5.0,107,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n3530-i5u165w11slu-bl,2025,2025-09-01 23:33:33
325306,Laptop Apple MacBook Air 13 inch M2 16GB/256GB/10GPU (Z160),23090000,MacBook,Laptop,Apple M2,100GB/s,Card tích hợp - 10 nhân GPU,16 GB,Hãng không công bố Hãng không công bố,256 GB SSD,"13.6""",Wide color (P3),Liquid Retina (2560 x 1664),Hãng không công bố,macOS,Lên đến 18 giờ,5.0,901,https://www.thegioididong.com/laptop/apple-macbook-air-m2-2022-16gb-256gb-10gpu,6/2022,2025-09-01 23:33:34
333430,"Laptop Acer Gaming Nitro V 15 ANV15 41 R2UP - NH.QPGSV.004 (R5 6600H, 16GB, 512GB, RTX 2050 4GB, Full HD 165Hz, Win11)",17190000,Acer,Laptop,AMD Ryzen 5 - 6600H,3.30 GHz (Lên đến 4.50 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 2050, 4 GB",16 GB,DDR5 (1 khe 16 GB + 1 khe rời) 4800 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""",IPS,Full HD (1920 x 1080),165 Hz,Windows 11 Home SL,"4-cell, 57Wh",5.0,1606,https://www.thegioididong.com/laptop/acer-nitro-v-15-anv15-41-r2up-r5-nhqpgsv004,,2025-09-01 23:33:34
314849,"Laptop MSI Gaming Bravo 15 B7ED - 010VN (R5 7535HS, 16GB, 512GB, RX 6550M 4GB, Full HD 144Hz, Win11)",17190000,MSI,Laptop,AMD Ryzen 5 - 7535HS,3.30 GHz (Lên đến 4.55 GHz khi tải nặng),"Card rời - AMD Radeon RX 6550M, 4 GB",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB) 4800 MHz,512 GB SSD NVMe PCIe Gen 4.0,"15.6""",IPS,Full HD (1920 x 1080),144Hz,Windows 11 Home SL,"3-cell, 53.5Wh",4.9,1536,https://www.thegioididong.com/laptop/msi-bravo-15-b7ed-r5-010vn,2023,2025-09-01 23:33:34
