id,name,price,brand,category,cpu,cpu_speed,gpu,ram,ram_type,storage,screen_size,screen_tech,screen_resolution,screen_frequency,operating_system,battery,rating,reviews_count,url,created_at,updated_at
339211,"Laptop GIGABYTE Gaming A16 GA6H - GAMING-A16-CMHI2VN893SH (i7 13620H, 16GB, 512GB, RTX 4050 6GB, WUXGA 165Hz, Win11)",25890000,GIGABYTE,Laptop,Intel Core i7 Raptor Lake - 13620H,2.40 GHz (Lên đến 4.90 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16 GB,DDR5 (1 khe 16 GB + 1 khe rời) 5200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","16""",IPS,WUXGA (1920 x 1200),165 Hz,Windows 11 Home SL,76 Wh,5.0,22,https://www.thegioididong.com/laptop/gigabyte-a16-ga6h-i7-gaming-a16-cmhi2vn893sh,2025,2025-09-01 23:34:02
342024,Laptop MacBook Air 13 inch M4 16GB/256GB Sạc 70W,26090000,MacBook,Laptop,Apple M4 - Hãng không công bố,120 GB/s memory bandwidth,Card tích hợp - 8 nhân GPU,16 GB,Hãng không công bố Hãng không công bố,256 GB SSD,"13.6""",IPS,Liquid Retina (2560 x 1664),Hãng không công bố,macOS Sequoia,"Li-Po, 53.8 Wh",5.0,57,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-16gb-256gb-sac-70w,03/2025,2025-09-01 23:34:02
333102,"Laptop Dell Inspiron 15 3520 - N3520-i7U165W11BLU-FP (i7 1255U, 16GB, 512GB, Full HD 120Hz, OfficeHS, Win11)",18990000,Dell,Laptop,Intel Core i7 Alder Lake - 1255U,1.70 GHz (Lên đến 4.70 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB) 2666 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230))","15.6""",WVA,Full HD (1920 x 1080),120Hz,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,"4-cell, 54Wh",5.0,958,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-n3520i7u165w11blufp,2024,2025-09-01 23:34:02
334792,"Laptop Asus Vivobook 15 X1504VA - NJ1634W (i3 1315U, 8GB, 512GB, Full HD, Win11)",10690000,Asus,Laptop,Intel Core i3 Raptor Lake - 1315U,1.20 GHz (Lên đến 4.50 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,8 GB,DDR4 (1 khe 8 GB + 1 khe rời) 3200 MHz,512 GB SSD NVMe PCIe,"15.6""",Chống chói Anti Glare,Full HD (1920 x 1080),60Hz,Windows 11 Home SL,"3-cell, 42Wh",5.0,2448,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504va-i3-nj1634w,2025,2025-09-01 23:34:03
334450,"Laptop Lenovo Ideapad Slim 3 16IRH10 - 83K20003VN (i5 13420H, 24GB, 512GB, WUXGA, Win11)",16290000,Lenovo,Laptop,Intel Core i5 Raptor Lake - 13420H,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,24 GB,DDR5 (1 khe 8 GB onboard + 1 khe 16 GB) 4800 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","16""",IPS,WUXGA (1920 x 1200),60Hz,Windows 11 Home SL,60 Wh,4.9,1051,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-16irh10-i5-83k20003vn,2024,2025-09-01 23:34:04
328906,"Laptop HP 240 G9 - AG2J5AT (i3 1215U, 8GB, 512GB, Full HD, Win11)",10390000,HP,Laptop,Intel Core i3 Alder Lake - 1215U,1.2GHz,Card tích hợp - Intel UHD Graphics,8 GB,DDR4 (1 khe 8 GB + 1 khe rời) 3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""",IPS,Full HD (1920 x 1080),60Hz,Windows 11 Home SL,"3-cell, 41Wh",4.9,3281,https://www.thegioididong.com/laptop/hp-240-g9-i3-ag2j5at,2024,2025-09-01 23:34:04
327872,"Laptop Asus TUF Gaming A15 FA507NUR - LP057W (R7 7435HS, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",23990000,Asus,Laptop,AMD Ryzen 7 - 7435HS,3.10 GHz (Lên đến 4.50 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB) 4800 MHz,"512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""",IPS,Full HD (1920 x 1080),144Hz,Windows 11 Home SL,"4-cell, 90Wh",5.0,1117,https://www.thegioididong.com/laptop/asus-fa507nur-r7-lp057w,2024,2025-09-01 23:34:05
341603,"Laptop Acer Gaming Nitro V 15 ProPanel ANV15 41 R7CR - NH.QPESV.003 (R5 7535HS, 16GB, 512GB, RTX 4050 6GB, Full HD 180Hz, Win11)",25690000,Acer,Laptop,AMD Ryzen 5 - 7535HS,3.30 GHz (Lên đến 4.55 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16 GB,DDR5 (1 khe 16 GB + 1 khe rời) 2400 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""",IPS,Full HD (1920 x 1080),180 Hz,Windows 11 Home SL,"4-cell, 57Wh",,,https://www.thegioididong.com/laptop/acer-nitro-v-15-propanel-anv15-41-r7cr-r5-7535hs-nh-qpesv-003,2025,2025-09-01 23:34:06
328443,"Laptop HP Gaming VICTUS 16 s0173AX - A9LG9PA (R5 7640HS, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",19690000,HP,Laptop,AMD Ryzen 5 - 7640HS,4.30 GHz (Lên đến 5.00 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 3050, 6 GB",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB) 5600 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","16.1""",IPS,Full HD (1920 x 1080),144Hz,Windows 11 Home SL,"4-cell, 70Wh",5.0,309,https://www.thegioididong.com/laptop/hp-victus-16-s0173ax-r5-a9lg9pa,2024,2025-09-01 23:34:06
331362,"Laptop MSI Modern 15 F13MG - 082VN (i5 1335U, 16GB, 512GB, Full HD, Win11)",13690000,MSI,Laptop,Intel Core i5 Raptor Lake - 1335U,1.30 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB) 3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""",IPS,Full HD (1920 x 1080),60Hz,Windows 11 Home SL,"3-cell, 45Wh",5.0,556,https://www.thegioididong.com/laptop/msi-modern-15-f13mg-i5-082vn,2024,2025-09-01 23:34:07
311145,"Laptop HP Pavilion 15 eg3094TU - 8C5L5PA (i5 1335U, 8GB, 512GB, Full HD, Win11)",16290000,HP,Laptop,Intel Core i5 Raptor Lake - 1335U,1.30 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,8 GB,DDR4 (1 khe 4 GB + 1 khe 4 GB) 3200 MHz,512 GB SSD NVMe PCIe,"15.6""",IPS,Full HD (1920 x 1080),60Hz,Windows 11 Home SL,"3-cell, 41Wh",5.0,664,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3094tu-i5-8c5l5pa,2023,2025-09-01 23:34:07
311176,"Laptop HP Pavilion 15 eg3093TU - 8C5L4PA (i5 1335U, 16GB, 512GB, Full HD, Win11)",17390000,HP,Laptop,Intel Core i5 Raptor Lake - 1335U,1.30 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB) 3200 MHz,512 GB SSD NVMe PCIe,"15.6""",IPS,Full HD (1920 x 1080),60Hz,Windows 11 Home SL,"3-cell, 41Wh",4.9,5462,https://www.thegioididong.com/laptop/hp-pavilion-15-eg3093tu-i5-8c5l4pa,2023,2025-09-01 23:34:07
338320,"Laptop Asus Vivobook S14 S3407CA - LY095WS (Ultra 5 225H, 16GB, 512GB, WUXGA, OfficeH24+365, Win11)",20990000,Asus,Laptop,Intel Core Ultra 5 Arrow Lake - 225H,1.70 GHz (Lên đến 4.90 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,16 GB,DDR5 (1 khe 16 GB onboard + 1 khe rời) 4800 MHz,512 GB SSD NVMe PCIe,"14""",IPS,WUXGA (1920 x 1200),60Hz,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,"4-cell, 70Wh",5.0,159,https://www.thegioididong.com/laptop/asus-s3407ca-ultra-5-ly095ws,2025,2025-09-01 23:34:08
338207,"Laptop HP 240 G10 - B93GZAT (i5 1334U, 16GB, 512GB, Full HD, Win11)",16190000,HP,Laptop,Intel Core i5 Raptor Lake - 1334U,1.30 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,16 GB,DDR4 (1 khe 16 GB + 1 khe rời) 3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","14""",IPS,Full HD (1920 x 1080),60Hz,Windows 11 Home SL,"3-cell, 41Wh",5.0,1093,https://www.thegioididong.com/laptop/hp-240-g10-i5-b93gzat,2025,2025-09-01 23:34:09
335364,Laptop MacBook Air 13 inch M4 16GB/512GB,30190000,MacBook,Laptop,Apple M4 - Hãng không công bố,120 GB/s memory bandwidth,Card tích hợp - 10 nhân GPU,16 GB,Hãng không công bố Hãng không công bố,512 GB SSD,"13.6""",IPS,Liquid Retina (2560 x 1664),Hãng không công bố,macOS Sequoia,"Li-Po, 53.8 Wh",5.0,995,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-16gb-512gb,03/2025,2025-09-01 23:34:10
335555,"Laptop Lenovo IdeaPad Slim 5 14IRH10 - 83HR005YVN (i5 13420H, 16GB, 1TB, WUXGA OLED, OfficeH24+365, Win11)",19990000,Lenovo,Laptop,Intel Core i5 Raptor Lake - 13420H,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB) 5600 MHz,1 TB SSD NVMe PCIe Gen 4,"14""",OLED,WUXGA (1920 x 1200) - OLED,60Hz,Windows 11 Home SL + Office Home 2024 vĩnh viễn + Microsoft 365 Basic,60 Wh,5.0,338,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-14irh10-i5-83hr005yvn,,2025-09-01 23:34:10
326059,"Laptop HP Gaming VICTUS 16 s0078AX - 8C5N7PA (R5 7640HS, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",19690000,HP,Laptop,AMD Ryzen 5 - 7640HS,4.30 GHz (Lên đến 5.00 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 3050, 6 GB",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB) 5600 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","16.1""",IPS,Full HD (1920 x 1080),144Hz,Windows 11 Home SL,"4-cell, 70Wh",5.0,201,https://www.thegioididong.com/laptop/hp-victus-16-s0078ax-r5-8c5n7pa,2023,2025-09-01 23:34:10
318163,"Laptop HP Gaming VICTUS 15 fa1139TX - 8Y6W3PA (i5 12450H, 16GB, 512GB, RTX 2050 4GB, Full HD 144Hz, Win11)",17190000,HP,Laptop,Intel Core i5 Alder Lake - 12450H,2.00 GHz (Lên đến 4.40 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 2050, 4 GB",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB) 3200 MHz,512 GB SSD NVMe PCIe Gen 4.0,"15.6""",IPS,Full HD (1920 x 1080),144Hz,Windows 11 Home SL,"3-cell, 52.5Wh",4.9,3856,https://www.thegioididong.com/laptop/hp-victus-15-fa1139tx-i5-8y6w3pa,2023,2025-09-01 23:34:11
339857,"Laptop Lenovo Gaming LOQ 15ARP9 - 83JC00KUVN (R5 7235HS, 24GB, 1TB, RTX 3050 6GB, Full HD 144Hz, Win11)",22190000,Lenovo,Laptop,AMD Ryzen 5 - 7235HS,3.20 GHz (Lên đến 4.20 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 3050, 6 GB",24 GB,DDR5 (1 khe 12 GB + 1 khe 12 GB) 4800 MHz,1 TB SSD NVMe PCIe Gen 4,"15.6""",IPS,Full HD (1920 x 1080),144Hz,Windows 11 Home SL,60 Wh,5.0,181,https://www.thegioididong.com/laptop/lenovo-loq-15arp9-r5-83jc00kuvn,2025,2025-09-01 23:34:11
339857,"Laptop Lenovo Gaming LOQ 15ARP9 - 83JC00KUVN (R5 7235HS, 24GB, 1TB, RTX 3050 6GB, Full HD 144Hz, Win11)",22190000,Lenovo,Laptop,AMD Ryzen 5 - 7235HS,3.20 GHz (Lên đến 4.20 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 3050, 6 GB",24 GB,DDR5 (1 khe 12 GB + 1 khe 12 GB) 4800 MHz,1 TB SSD NVMe PCIe Gen 4,"15.6""",IPS,Full HD (1920 x 1080),144Hz,Windows 11 Home SL,60 Wh,5.0,181,https://www.thegioididong.com/laptop/lenovo-loq-15arp9-r5-83jc00kuvn,2025,2025-09-01 23:34:11
339616,"Laptop Lenovo IdeaPad Slim 5 OLED 14IAH10 - 83NC001AVN (Ultra 7 255H, 24GB, 1TB, WUXGA OLED, Win11)",26390000,Lenovo,Laptop,Intel Core Ultra 7 Arrow Lake - 255H,2.00 GHz (Lên đến 5.10 GHz khi tải nặng),Card tích hợp - Intel Arc Graphics,24 GB,DDR5 (1 khe 12 GB + 1 khe 12 GB) 4800 MHz,1 TB SSD NVMe PCIe Gen 4,"14""",OLED,WUXGA (1920 x 1200) - OLED,60Hz,Windows 11 Home SL,60 Wh,,,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-oled-14iah10-ultra-7-83nc001avn,2025,2025-09-01 23:34:11
328238,"Laptop Asus Gaming Vivobook K3605ZC - RP629W (i5 12500H, 16GB, 512GB, RTX 3050 4GB, WUXGA 144Hz, Win11)",18390000,Asus,Laptop,Intel Core i5 Alder Lake - 12500H,2.50 GHz (Lên đến 4.50 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 3050, 4 GB",16 GB,DDR4 (8 GB onboard + 1 khe 8 GB) 3200 MHz,512 GB SSD NVMe PCIe,"16""",Chống chói Anti Glare,WUXGA (1920 x 1200),144Hz,Windows 11 Home SL,"3-cell, 50Wh",4.9,1912,https://www.thegioididong.com/laptop/asus-vivobook-k3605zc-i5-rp629w,2024,2025-09-01 23:34:12
330169,"Laptop Acer Gaming Predator Helios Neo PHN16 71 53M7 - NH.QLUSV.005 (i5 13500HX, 16GB, 512GB, RTX 4060 8GB, WUXGA 165Hz, Win11)",26490000,Acer,Laptop,Intel Core i5 Raptor Lake - 13500HX,2.50 GHz (Lên đến 4.70 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 4060, 8 GB",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB) 4800 MHz,"512 GB SSD NVMe PCIe SED (Có thể tháo ra, lắp thanh khác nâng cấp tối đa 2 TB)","16""",Acer ComfyView,WUXGA (1920 x 1200),165 Hz,Windows 11 Home SL,"4-cell, 90Wh",4.9,1041,https://www.thegioididong.com/laptop/acer-predator-helios-neo-phn16-71-53m7-i5-nhqlusv005,2023,2025-09-01 23:34:12
334689,"Laptop GIGABYTE Gaming G5 MF5 RC555 - 9RC55MF5FEIAA1VN0C0 (i5 13500H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",20790000,GIGABYTE,Laptop,Intel Core i5 Raptor Lake - 13500H,2.60 GHz (Lên đến 4.70 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB) 4800 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""",IPS,Full HD (1920 x 1080),144Hz,Windows 11 Home SL,"4-cell, 54Wh",5.0,112,https://www.thegioididong.com/laptop/gigabyte-g5-mf5-rc555-i5-9rc55mf5feiaa1vn0c0,2023,2025-09-01 23:34:12
335366,Laptop MacBook Air 13 inch M4 24GB/256GB,31390000,MacBook,Laptop,Apple M4 - Hãng không công bố,120 GB/s memory bandwidth,Card tích hợp - 10 nhân GPU,24 GB,Hãng không công bố Hãng không công bố,256 GB SSD,"13.6""",IPS,Liquid Retina (2560 x 1664),Hãng không công bố,macOS Sequoia,"Li-Po, 53.8 Wh",4.9,99,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-24gb-256gb,03/2025,2025-09-01 23:34:12
328814,"Laptop HP 240 G9 - AG2J7AT (i5 1235U, 16GB, 512GB, Full HD, Win11)",14990000,HP,Laptop,Intel Core i5 Alder Lake - 1235U,1.30 GHz (Lên đến 4.40 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),16 GB,DDR4 (1 khe 16 GB + 1 khe rời) 3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""",IPS,Full HD (1920 x 1080),60Hz,Windows 11 Home SL,"3-cell, 41Wh",5.0,4179,https://www.thegioididong.com/laptop/hp-240-g9-i5-ag2j7at,2024,2025-09-01 23:34:12
327507,"Laptop Acer Aspire 5 A515 58M 79R7 - NX.KQ8SV.007 (i7 13620H, 16GB, 512GB, Full HD, Win11)",17990000,Acer,Laptop,Intel Core i7 Raptor Lake - 13620H,2.40 GHz (Lên đến 4.90 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,16 GB,LPDDR5 (Onboard) 4800 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","15.6""",Acer ComfyView,Full HD (1920 x 1080),60Hz,Windows 11 Home SL,"3-cell, 50Wh",4.9,399,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58m-79r7-i7-nxkq8sv007,2023,2025-09-01 23:34:12
335372,Laptop MacBook Air 15 inch M4 16GB/256GB,29490000,MacBook,Laptop,Apple M4 - Hãng không công bố,120 GB/s memory bandwidth,Card tích hợp - 10 nhân GPU,16 GB,Hãng không công bố Hãng không công bố,256 GB SSD,"15.3""",IPS,Liquid Retina,Hãng không công bố,macOS Sequoia,"Li-Po, 66.5 Wh",5.0,411,https://www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb,03/2025,2025-09-01 23:34:13
328237,"Laptop Asus Gaming Vivobook K3605ZF - RP745W (i5 12500H, 16GB, 512GB, RTX 2050 4GB, WUXGA 144Hz, Win11)",17490000,Asus,Laptop,Intel Core i5 Alder Lake - 12500H,2.50 GHz (Lên đến 4.50 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 2050, 4 GB",16 GB,DDR4 (8 GB onboard + 1 khe 8 GB) 3200 MHz,512 GB SSD NVMe PCIe,"16""",Chống chói Anti Glare,WUXGA (1920 x 1200),144Hz,Windows 11 Home SL,"3-cell, 50Wh",4.9,4002,https://www.thegioididong.com/laptop/asus-vivobook-k3605zf-i5-rp745w,2024,2025-09-01 23:34:13
313974,"Laptop HP Gaming VICTUS 16 s0077AX - 8C5N6PA (R7 7840HS, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",22590000,HP,Laptop,AMD Ryzen 7 - 7840HS,3.8 GHz (Lên đến 5.10 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 3050, 6 GB",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB) 5600 MHz,512 GB SSD NVMe PCIe,"16.1""",IPS,Full HD (1920 x 1080),144Hz,Windows 11 Home SL,"4-cell, 70Wh",4.9,525,https://www.thegioididong.com/laptop/hp-gaming-victus-16-s0077ax-r7-8c5n6pa,2023,2025-09-01 23:34:13
335367,Laptop MacBook Air 13 inch M4 24GB/512GB,35190000,MacBook,Laptop,Apple M4 - Hãng không công bố,120 GB/s memory bandwidth,Card tích hợp - 10 nhân GPU,24 GB,Hãng không công bố Hãng không công bố,512 GB SSD,"13.6""",IPS,Liquid Retina (2560 x 1664),Hãng không công bố,macOS Sequoia,"Li-Po, 53.8 Wh",5.0,170,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-24gb-512gb,03/2025,2025-09-01 23:34:13
335366,Laptop MacBook Air 13 inch M4 24GB/256GB,31390000,MacBook,Laptop,Apple M4 - Hãng không công bố,120 GB/s memory bandwidth,Card tích hợp - 10 nhân GPU,24 GB,Hãng không công bố Hãng không công bố,256 GB SSD,"13.6""",IPS,Liquid Retina (2560 x 1664),Hãng không công bố,macOS Sequoia,"Li-Po, 53.8 Wh",4.9,99,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-24gb-256gb,03/2025,2025-09-01 23:34:14
338324,"Laptop Asus Gaming Vivobook K3605VC - RP364W (i5 13420H, 16GB, 512GB, RTX 3050 4GB, WUXGA 144Hz, Win11)",19190000,Asus,Laptop,Intel Core i5 Raptor Lake - 13420H,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 3050, 4 GB",16 GB,DDR4 (8 GB onboard + 1 khe 8 GB) 3200 MHz,512 GB SSD NVMe PCIe Gen 4.0,"16""",IPS,WUXGA (1920 x 1200),144Hz,Windows 11 Home SL,"3-cell, 50Wh",5.0,132,https://www.thegioididong.com/laptop/asus-k3605vc-i5-rp364w,2025,2025-09-01 23:34:14
332578,"Laptop Acer Aspire 7 A715 76 53PJ - NH.QGESV.007 (i5 12450H, 16GB, 512GB, Full HD, Win11)",13990000,Acer,Laptop,Intel Core i5 Alder Lake - 12450H,2.00 GHz (Lên đến 4.40 GHz khi tải nặng),Card tích hợp - Intel UHD Graphics,16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB) 3200 MHz,512 GB SSD NVMe PCIe,"15.6""",IPS,Full HD (1920 x 1080),60Hz,Windows 11 Home SL,"3-cell, 50Wh",4.9,2199,https://www.thegioididong.com/laptop/acer-aspire-7-a715-76-53pj-i5-nhqgesv007,2023,2025-09-01 23:34:14
333427,"Laptop Acer Gaming Nitro V 15 ANV15 41 R1JY - NH.QPFSV.001 (R5 6600H, 16GB, 512GB, RTX 3050 6GB, Full HD 165Hz, Win11)",19190000,Acer,Laptop,AMD Ryzen 5 - 6600H,3.30 GHz (Lên đến 4.50 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 3050, 6 GB",16 GB,DDR5 (1 khe 16 GB + 1 khe rời) 4800 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)","15.6""",IPS,Full HD (1920 x 1080),165 Hz,Windows 11 Home SL,"4-cell, 57Wh",5.0,1121,https://www.thegioididong.com/laptop/acer-nitro-v-15-anv15-41-r1jy-r5-nhqpfsv001,,2025-09-01 23:34:14
337041,"Laptop HP Pavilion 16 af0052TU - AY8C1PA (Ultra 7 155U, 16GB, 1TB, WUXGA, OfficeHS+365, Win11)",23190000,HP,Laptop,Intel Core Ultra 7 Meteor Lake - 155U,1.70 GHz (Lên đến 4.80 GHz khi tải nặng),Card tích hợp - Intel Graphics,16 GB,LPDDR5 (Onboard) 7467 MHz,"1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","16""",IPS,WUXGA (1920 x 1200),Hãng không công bố,Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,"3-cell Li-ion, 59 Wh",5.0,80,https://www.thegioididong.com/laptop/hp-pavilion-16-af0052tu-ultra-7-ay8c1pa,2024,2025-09-01 23:34:14
328443,"Laptop HP Gaming VICTUS 16 s0173AX - A9LG9PA (R5 7640HS, 16GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",19690000,HP,Laptop,AMD Ryzen 5 - 7640HS,4.30 GHz (Lên đến 5.00 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 3050, 6 GB",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB) 5600 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","16.1""",IPS,Full HD (1920 x 1080),144Hz,Windows 11 Home SL,"4-cell, 70Wh",5.0,309,https://www.thegioididong.com/laptop/hp-victus-16-s0173ax-r5-a9lg9pa,2024,2025-09-01 23:34:14
334998,"Laptop Acer Gaming Aspire 5 A515 58GM 598J - NX.KW1SV.002 (i5 13420H, 16GB, 512GB, RTX 2050 4GB, Full HD 144Hz, Win11)",16990000,Acer,Laptop,Intel Core i5 Raptor Lake - 13420H,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 2050, 4 GB",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB) 3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""",IPS,Full HD (1920 x 1080),144Hz,Windows 11 Home SL,50 Wh,5.0,189,https://www.thegioididong.com/laptop/acer-aspire-5-a515-58gm-598j-i5-nxkw1sv002,2024,2025-09-01 23:34:14
325697,"Laptop Acer Gaming Nitro V ANV15 51 55CA - NH.QN8SV.004 (i5 13420H, 16GB, 512GB, RTX 4050 6GB, Full HD 144Hz, Win11)",23990000,Acer,Laptop,Intel Core i5 Raptor Lake - 13420H,2.10 GHz (Lên đến 4.60 GHz khi tải nặng),"Card rời - NVIDIA GeForce RTX 4050, 6 GB",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB) 5200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""",IPS,Full HD (1920 x 1080),144Hz,Windows 11 Home SL,"4-cell, 57Wh",5.0,602,https://www.thegioididong.com/laptop/acer-nitro-v-anv15-51-55ca-i5-nhqn8sv004,2023,2025-09-01 23:34:15
338312,"Laptop Dell Inspiron 14 5440 - N4I5211W1 (Core 5 120U, 16GB, 512GB, Full HD+, OfficeHS, Win11)",21990000,Dell,Laptop,Intel Core 5 Raptor Lake - 120U,1.40 GHz (Lên đến 5.00 GHz khi tải nặng),Card tích hợp - Intel Iris Xe Graphics,16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB) 5200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""",Display with ComfortView,Full HD+ (1920 x 1200),60Hz,Windows 11 Home SL + Office Home & Student 2021 vĩnh viễn,"4-cell, 54Wh",5.0,83,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-5-n4i5211w1,2024,2025-09-01 23:34:15
