id,name,price,brand,category,cpu,cpu_speed,gpu,ram,ram_tech,storage,screen_size,screen_tech,screen_resolution,screen_frequency,operating_system,battery,rating,reviews_count,url,created_at,updated_at
334442,"Laptop Lenovo IdeaPad Slim 3 15IRH10 - 83K1000HVN (i5 13420H, 16GB, 512GB, WUXGA, Win11)",15290000,Lenovo,Laptop,,,,,,,,,,,,,4.9,2472,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh10-i5-83k1000hvn,2024,2025-08-31 18:50:34
335362,Laptop MacBook Air 13 inch M4 16GB/256GB,24590000,MacBook,Laptop,,,,,,,,,,,,,4.9,3466,https://www.thegioididong.com/laptop/macbook-air-13-inch-m4-16gb-256gb,03/2025,2025-08-31 18:50:34
326049,"Laptop HP 245 G10 - A20TDPT (R5 7530U, 8GB, 512GB, Full HD, Win11)",12190000,HP,Laptop,,,,,,,,,,,,,4.9,5921,https://www.thegioididong.com/laptop/hp-245-g10-r5-a20tdpt,2024,2025-08-31 18:50:34
341626,"Laptop Acer Gaming Nitro V 15 ProPanel ANV15 52 59AA - NH.QZ9SV.002 (i5 13420H, 16GB, 512GB, RTX 5050 8GB, Full HD 180Hz, Win11)",29690000,Acer,Laptop,,,,,,,,,,,,,5.0,5,https://www.thegioididong.com/laptop/acer-nitro-v-15-propanel-anv15-52-59aa-i5-13420h-nh-qz9sv-002,2025,2025-08-31 18:50:34
330169,"Laptop Acer Gaming Predator Helios Neo PHN16 71 53M7 - NH.QLUSV.005 (i5 13500HX, 16GB, 512GB, RTX 4060 8GB, WUXGA 165Hz, Win11)",0,Acer,Laptop,,,,,,,,,,,,,4.9,1041,https://www.thegioididong.com/laptop/acer-predator-helios-neo-phn16-71-53m7-i5-nhqlusv005,2023,2025-08-31 18:50:35
338207,"Laptop HP 240 G10 - B93GZAT (i5 1334U, 16GB, 512GB, Full HD, Win11)",16190000,HP,Laptop,,,,,,,,,,,,,5.0,1093,https://www.thegioididong.com/laptop/hp-240-g10-i5-b93gzat,2025,2025-08-31 18:50:35
322270,"Laptop Asus Vivobook 14 X1404ZA - NK376W (i5 1235U, 16GB, 512GB, Full HD, Win11)",13990000,Asus,Laptop,,,,,,,,,,,,,4.9,7463,https://www.thegioididong.com/laptop/asus-vivobook-x1404za-i5-nk376w,2024,2025-08-31 18:50:36
337841,"Laptop GIGABYTE Gaming AORUS MASTER 16 - Win11 (Ultra 9 275HX, 32GB, 1TB, RTX 5080 16GB, WQXGA OLED 240Hz, Win11 )",87890000,GIGABYTE,Laptop,,,,,,,,,,,,,,,https://www.thegioididong.com/laptop/gigabyte-aorus-master-16-ultra-9-16-byhc5vne64sh,2025,2025-08-31 18:50:36
339687,"Laptop Asus TUF Gaming F16 FX607VJ - RL034W (Core 5 210H, 16GB, 512GB, RTX 3050 6GB, Full HD+ 144Hz, Win11)",21690000,Asus,Laptop,,,,,,,,,,,,,5.0,125,https://www.thegioididong.com/laptop/asus-tuf-gaming-f16-fx607vj-core-5-rl034w,2025,2025-08-31 18:50:37
327050,"Laptop Lenovo Gaming LOQ 15IAX9 - 83GS00D9VN (i5 12450HX, 24GB, 512GB, RTX 3050 6GB, Full HD 144Hz, Win11)",23190000,Lenovo,Laptop,,,,,,,,,,,,,5.0,3383,https://www.thegioididong.com/laptop/lenovo-loq-15iax9-i5-83gs00d9vn,2024,2025-08-31 18:50:38
334803,"Laptop Dell Inspiron 15 3530 - N5I5530W1 (i5 1334U, 16GB, 512GB, Full HD 120Hz, OfficeH24+365, Win11)",17990000,Dell,Laptop,,,,,,,,,,,,,5.0,411,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5530w1,2024,2025-08-31 18:50:38
