id,name,price,onsale_price,brand,os,stock,rating,reviews_count,category,is_new,is_selling,url,retailer,created_at,updated_at
67731,Vivo Y66,,,Vivo,Android 6.0,,,,Smartphone,True,False,https://cellphones.com.vn/vivo-y66.html,CELLPHONES,2023-08-24 11:03:45,2025-08-22 23:22:26
89107,realme C65s 8GB 256GB,5290000,4890000,Realme,Android 14,0,,,Smartphone,True,True,https://cellphones.com.vn/dien-thoai-realme-c65s.html,CELLPHONES,2024-08-29 14:07:52,2025-08-22 23:22:26
99862,TECNO CAMON 40 8GB 128GB,5890000,5190000,Hãng khác,Android 15,105,5.0,2,Smartphone,True,True,https://cellphones.com.vn/dien-thoai-tecno-camon-40.html,CELLPHONES,2025-02-06 08:50:58,2025-08-22 23:22:26
67366,Honor X9,,,Hãng khác,Android 11,,,,Smartphone,True,False,https://cellphones.com.vn/honor-x9.html,CELLPHONES,2023-08-16 14:30:36,2025-08-22 23:22:26
53193,Samsung Galaxy A55 5G 8GB 128GB,9990000,7590000,Samsung,Android 14,0,4.9,40,Smartphone,True,True,https://cellphones.com.vn/samsung-galaxy-a55.html,CELLPHONES,2022-09-15 16:26:56,2025-08-22 23:22:26
101873,Nothing Phone 3A 8GB 128GB,8990000,8490000,Hãng khác,Nothing OS 3.1 (Based on Android 15),191,,,Smartphone,True,True,https://cellphones.com.vn/dien-thoai-nothing-phone-3a.html,CELLPHONES,2025-03-06 15:45:14,2025-08-22 23:22:26
105896,ZTE Nubia Z60S Pro 16GB 512GB,13000000,12990000,Hãng khác,Android 14,125,5.0,1,Smartphone,True,True,https://cellphones.com.vn/dien-thoai-zte-nubia-z60s-pro-16gb-512gb.html,CELLPHONES,2025-05-17 18:49:54,2025-08-22 23:22:26
48358,Nokia N73,0,0,Nokia,Android 12 ,0,,,Smartphone,True,False,https://cellphones.com.vn/nokia-n73.html,CELLPHONES,2022-05-31 15:40:15,2025-08-22 23:22:26
82061,OPPO A60,5050000,0,OPPO,Android 14,0,,,Smartphone,True,True,https://cellphones.com.vn/dien-thoai-oppo-a60.html,CELLPHONES,2024-05-10 23:27:59,2025-08-22 23:22:26
45455,OnePlus Nord 2T,,,Hãng khác,"OxygenOS 12, Android 12",,,,Smartphone,True,False,https://cellphones.com.vn/oneplus-nord-2t.html,CELLPHONES,2022-03-25 10:44:01,2025-08-22 23:22:26
